18
863 992
700 475 -50
776 810 918
358 651 59
56 743 630
678 616 -170
621 660 20
608 94 896
40 616 262
351 854 376
756 770 819
632 574 565
504 511 -165
393 634 635
242 141 984
305 39 -954
516 291 -190
215 311 327
453 72 -771
197 840 33
409 570 284
682 854 -956
668 856 -287
530 408 722
141 224 955
240 479 192
598 108 49
115 850 976
681 58 81
220 7 378
45 800 -615
800 665 216
819 198 -551
190 739 120
738 78 470
737 23 780
262 502 -827
481 413 464
853 485 605
550 46 -303
549 533 263
139 421 -506
631 411 449
810 375 -949
277 484 -311
474 513 371
639 273 367
696 37 478
241 808 -742
146 656 -301
788 299 -841
453 376 -694
308 644 -499
333 317 -600
353 575 -269
489 548 -743
677 179 973
755 119 -823
5 569 958
112 408 -615
186 4 540
213 391 -76
134 844 146
416 586 -556
727 325 395
634 405 72
422 256 -922
580 711 86
173 136 996
583 442 -463
696 541 249
672 533 768
767 453 700
150 146 -906
599 26 249
74 452 381
353 291 261
555 596 661
566 844 885
627 101 708
281 370 69
274 197 -650
45 319 348
633 332 500
237 815 734
732 155 478
548 75 -795
797 61 -4
716 817 153
805 691 312
479 797 807
592 862 -629
416 209 313
70 155 824
160 677 483
145 567 -432
403 123 -709
326 443 272
855 380 -348
697 33 -702
777 402 -193
351 155 -480
121 558 -677
636 318 233
747 71 434
545 159 -89
202 841 981
531 793 678
187 683 -155
287 292 391
179 483 -966
525 571 520
639 565 881
745 612 -214
192 378 -590
166 716 -603
107 530 -659
422 33 470
513 203 -201
150 411 230
322 201 -574
684 335 599
792 57 88
637 414 231
574 552 439
801 434 -860
826 180 -549
833 320 -260
638 776 -810
71 90 685
159 247 -354
709 349 -956
614 513 -689
122 811 185
380 456 11
561 795 -561
774 779 -707
545 42 -796
202 94 796
679 804 -808
549 725 -778
600 246 777
305 802 337
130 478 -599
288 351 -103
303 783 596
372 504 -538
292 588 -830
367 449 173
46 213 297
363 655 -477
271 357 370
698 555 -56
75 255 882
89 118 711
714 468 -800
660 236 763
846 705 -435
182 195 -808
155 273 -262
208 505 478
416 718 240
702 36 537
478 672 -142
458 107 -954
59 335 852
168 129 550
341 799 455
212 520 111
554 327 -357
831 403 -436
613 665 -371
134 130 -488
263 852 -540
208 631 637
319 835 -993
120 801 -995
725 493 -716
109 732 -325
618 523 172
11 171 -663
578 14 869
862 443 -713
541 636 575
467 157 287
765 321 -870
308 73 -695
7 841 537
857 833 471
152 265 -688
711 513 -396
99 843 -581
523 438 862
154 624 50
76 91 650
243 154 -327
278 251 -566
120 395 -860
758 437 -248
488 776 -276
804 512 268
524 449 -437
737 485 -442
510 604 577
375 373 459
429 372 227
377 332 -209
431 196 728
241 417 726
616 796 191
218 605 472
437 280 256
380 177 -887
828 41 620
514 507 171
643 536 453
701 228 14
219 355 -389
476 438 -709
546 151 253
212 450 825
837 179 304
241 661 748
403 407 -45
552 482 -788
232 741 448
165 723 -472
26 623 842
549 304 312
196 652 819
329 839 -65
315 259 -214
834 619 245
863 661 -233
575 433 152
69 675 712
174 331 457
92 589 119
744 477 -542
857 774 -543
10 338 -225
706 185 -411
408 469 223
814 537 248
117 719 192
297 23 -835
34 84 730
286 492 -212
552 214 -333
121 826 -939
17 327 464
492 219 762
740 305 119
198 750 -782
697 421 445
111 282 -520
201 388 326
768 692 239
855 508 818
782 642 161
528 280 -276
176 718 246
521 760 80
43 313 -896
781 761 19
30 212 712
807 14 -913
76 684 657
343 828 322
474 717 88
137 666 351
270 149 -566
609 845 106
291 589 -451
6 747 571
440 615 127
515 675 486
672 778 48
192 84 -841
581 485 -352
370 547 -303
683 188 -928
353 462 -97
92 689 -818
441 840 373
774 465 -945
827 17 -882
731 541 793
773 661 348
839 702 -389
533 203 -390
416 220 468
485 621 903
358 132 -386
765 266 574
274 522 866
572 316 635
341 343 761
18 848 -512
161 170 603
533 729 975
255 351 743
327 274 685
357 703 618
421 94 995
289 733 -233
392 535 -225
153 92 110
769 74 -89
785 568 311
75 681 -363
840 738 729
372 69 607
439 663 -835
351 591 834
282 543 679
614 265 82
478 518 -348
152 367 96
743 814 -594
725 729 380
66 286 631
442 572 127
135 338 -733
790 131 879
686 657 191
704 356 -740
846 80 983
580 163 -920
788 306 -822
112 328 633
734 517 590
812 233 80
823 159 -342
444 685 649
259 665 656
209 381 875
720 88 963
646 73 833
509 739 -877
104 163 -591
266 314 205
361 557 -64
350 14 -80
124 553 390
751 387 482
367 432 88
772 381 -826
553 28 158
488 162 763
373 663 29
621 494 -935
468 268 -240
757 615 -591
368 348 -545
282 294 359
109 567 136
234 411 -356
279 783 -715
69 454 -453
789 826 -123
536 312 210
183 586 -626
94 715 -459
704 707 -705
755 620 357
440 815 -775
439 397 643
494 325 629
426 202 -463
815 610 263
510 557 -573
440 725 -627
118 128 89
417 57 175
73 115 732
453 67 2
501 506 -713
658 609 552
744 42 980
198 828 -127
778 130 40
387 436 141
206 624 -335
702 769 -360
458 671 73
843 151 -898
71 858 -128
319 816 -716
850 102 -385
829 295 510
618 304 -197
454 249 -41
241 63 -960
476 511 -548
210 723 -809
486 189 276
754 560 -732
189 127 239
492 202 617
62 666 14
735 761 641
250 763 730
574 257 -566
577 47 -354
493 274 625
521 613 823
216 813 220
772 52 -488
224 583 194
670 298 -894
443 691 -203
88 366 759
664 690 -608
188 297 -724
463 462 334
659 33 -897
736 433 -433
301 197 247
295 378 67
239 379 641
31 832 190
187 653 667
481 793 873
181 499 -147
755 455 127
267 380 251
618 639 701
519 605 626
522 508 -612
705 227 -811
562 492 863
67 625 -669
231 819 958
447 89 10
697 443 -232
116 714 -218
665 382 958
656 697 -6
485 335 -117
731 548 498
707 662 -941
102 311 804
642 408 -413
512 47 -300
571 486 -850
785 24 638
836 240 -670
783 630 961
240 212 998
287 378 140
148 369 132
36 657 -861
597 862 461
38 496 834
251 464 -535
787 101 -981
402 320 962
124 333 -618
190 344 -348
507 319 672
231 702 272
168 577 799
206 265 36
599 169 175
457 570 -331
179 633 623
471 303 437
693 738 -858
351 574 -652
787 780 -224
307 491 -374
417 649 -150
113 117 343
564 587 -895
346 63 402
447 457 314
325 81 810
709 123 745
296 785 638
523 786 -801
610 38 -808
638 336 -575
161 436 -791
581 846 261
151 596 297
443 20 -613
792 761 393
654 425 -267
204 178 222
355 489 378
117 800 285
137 27 933
447 831 871
267 430 -882
738 594 168
694 843 765
727 390 734
137 612 797
274 48 239
101 141 -587
445 496 -625
386 821 899
185 337 -217
391 237 -405
98 211 681
103 69 -544
250 569 -516
638 497 -930
412 144 212
727 187 -408
485 294 -508
170 262 722
698 702 13
200 448 -833
789 209 843
657 116 218
340 726 349
112 468 -696
486 392 441
392 564 -324
30 413 -680
19 591 -714
261 207 663
356 111 197
853 860 774
828 596 910
135 391 434
571 170 -188
497 724 -550
840 228 -296
190 697 -920
507 409 159
399 854 -665
249 436 140
856 557 637
292 273 -788
715 495 270
338 26 846
771 172 -395
487 213 647
762 94 287
801 525 427
862 111 815
438 811 -31
177 38 -255
25 171 -365
189 81 594
776 655 -544
641 515 -934
597 202 -707
340 608 281
734 255 -675
458 651 20
310 411 463
513 290 -27
706 676 525
367 237 -356
264 314 539
229 418 -874
706 672 -642
510 678 -295
473 205 -139
108 654 382
417 242 1000
817 233 133
547 584 -493
85 426 651
586 94 313
132 95 -313
313 144 364
858 446 -353
282 414 -468
531 88 -626
311 219 -19
641 746 818
106 86 22
737 677 -791
586 759 -137
492 547 923
220 67 93
92 560 564
552 507 574
190 172 630
812 365 586
581 354 211
210 230 969
571 463 945
111 121 311
76 51 831
60 628 793
667 743 -218
663 239 492
776 345 -788
330 451 -463
606 622 -702
121 745 707
851 786 -67
265 24 -511
26 819 621
770 325 282
274 780 -352
496 520 176
67 182 -309
851 559 222
748 155 -291
621 519 421
694 576 480
275 159 -611
681 798 635
687 863 631
548 850 -663
299 527 -642
158 760 -253
306 154 -837
416 449 267
130 532 -14
847 433 -503
746 479 735
698 330 -699
839 152 592
416 155 557
863 131 -477
606 728 -735
608 496 -334
17 831 -68
853 110 333
218 210 -34
705 851 21
676 218 596
302 320 383
331 500 687
20 724 -482
211 192 -472
448 651 909
54 616 77
674 453 -352
232 88 148
721 11 -704
390 322 273
733 81 -727
315 428 -583
115 210 629
451 788 125
379 824 -315
51 141 794
287 576 485
368 70 -103
782 458 156
65 217 -381
514 846 -828
215 219 693
297 829 82
80 813 561
333 71 228
97 281 635
190 348 -741
209 835 56
607 760 -86
707 207 -759
750 462 233
551 10 294
306 16 -630
378 125 932
811 273 -373
571 675 -502
615 445 229
837 666 -477
729 453 410
201 502 141
373 554 451
262 162 178
540 321 208
332 509 -365
740 436 85
747 520 529
290 698 -793
655 535 321
221 173 -618
101 839 154
644 604 356
497 591 105
847 655 -714
61 333 524
369 742 459
652 632 -467
154 349 486
583 574 337
573 302 472
2 316 -98
382 65 52
632 624 -381
629 506 -687
718 217 824
495 254 752
821 693 833
56 593 599
833 721 -564
460 131 -535
773 441 -499
630 309 815
31 12 -112
14 552 502
449 50 341
102 526 -248
150 716 -105
570 28 -466
454 350 -371
703 545 50
383 600 239
852 560 382
466 368 89
531 24 -589
94 585 298
45 32 25
850 268 -643
382 426 -588
406 466 -595
180 830 -969
335 818 -930
232 818 -149
772 409 -120
151 737 -958
433 781 -830
208 585 -34
110 53 531
460 497 21
660 301 -842
267 217 684
715 863 760
335 387 552
511 353 -342
417 14 291
343 648 154
858 863 -282
698 405 -490
798 386 -401
777 225 966
826 726 5
380 462 -153
41 50 -445
276 59 376
677 52 543
166 635 -949
191 380 -904
397 489 43
767 271 661
781 574 762
360 129 929
136 285 947
348 334 823
197 433 946
65 397 460
184 37 443
62 559 -743
399 281 904
182 453 489
263 542 -925
518 130 -776
148 426 870
537 813 368
797 703 123
492 444 502
210 635 -707
326 810 671
662 775 -405
366 305 -463
105 840 459
737 52 506
825 947
150 196 644
683 48 6
303 619 894
530 668 -800
183 544 559
678 390 -195
458 671 -516
761 430 -911
36 263 -668
415 649 594
678 486 567
13 507 534
574 518 837
463 491 421
497 636 -204
8 446 -925
91 194 -842
171 69 -998
769 585 -199
458 536 898
50 782 -951
527 817 -722
573 238 -716
619 563 107
459 154 -728
510 633 784
560 823 -545
342 259 58
140 543 -619
452 217 -609
691 483 167
773 76 -203
392 747 700
233 536 -141
295 441 -813
267 515 -116
611 372 -184
233 552 -981
560 798 -690
327 437 913
437 377 -154
135 23 -918
696 228 -566
475 413 275
667 346 -251
6 69 923
817 745 -638
11 773 605
181 103 -428
326 32 384
691 196 724
297 13 222
158 199 -114
410 357 115
214 235 264
804 200 -704
707 462 -461
206 203 192
123 96 -63
113 367 465
135 269 522
469 795 -686
543 571 967
212 205 -569
92 340 967
416 599 875
375 429 243
263 455 -56
65 86 564
599 147 834
267 3 -817
531 562 617
369 526 -826
305 300 -22
591 279 -574
705 574 -98
637 367 894
473 629 531
761 539 967
458 446 140
784 706 307
232 688 -904
225 775 -792
540 784 453
114 669 -598
426 724 901
43 391 175
207 185 667
119 298 122
427 745 28
469 466 -971
746 706 139
557 523 -338
703 163 126
603 58 624
544 120 -33
439 567 -178
122 274 966
764 615 -414
200 563 191
503 130 259
96 25 -437
434 509 811
125 272 734
764 105 -950
732 321 -144
601 251 740
561 185 832
671 668 508
578 350 772
223 239 487
281 183 998
665 169 -411
659 236 -953
6 445 136
317 798 85
525 705 -959
269 216 743
194 629 -702
436 673 -309
248 49 681
819 435 -607
373 660 -987
317 183 963
125 654 803
519 98 -554
739 503 -973
61 44 15
208 572 248
10 169 -553
170 529 358
307 717 750
653 691 -105
673 153 136
94 676 884
466 699 -780
519 26 -790
21 80 0
577 141 -830
651 75 -943
398 204 922
100 606 997
371 395 122
383 271 659
293 618 -838
414 83 -840
598 737 -731
63 99 609
191 5 -623
496 271 -478
186 525 -282
355 566 -507
279 214 -821
732 700 423
116 809 663
628 519 880
253 243 -276
670 421 56
325 354 136
705 607 -423
198 682 -937
571 555 -857
572 795 902
48 732 439
113 23 32
156 319 -240
822 50 14
467 25 -569
316 22 231
555 243 572
486 464 677
744 515 -742
577 175 -523
681 604 -36
760 365 579
420 162 -613
27 552 -205
557 796 -829
469 482 107
799 18 -992
721 80 670
249 769 -399
338 408 -5
547 17 -141
97 729 480
10 373 362
134 207 130
171 184 -412
135 74 356
508 513 -500
60 359 772
476 524 -934
673 545 712
437 223 586
749 175 910
752 361 -718
659 74 224
458 784 533
57 577 941
765 187 -509
313 525 -425
57 411 -737
677 254 403
359 233 -95
731 738 413
791 21 -142
789 379 -527
85 704 901
337 551 -817
339 677 -45
454 103 -513
553 10 -414
475 182 -19
715 523 532
51 724 -26
625 665 708
1 148 34
275 737 -432
2 336 -768
314 396 683
35 318 548
199 510 -873
729 201 -571
590 279 567
146 132 931
1 141 958
9 331 -415
67 229 567
34 821 143
97 197 -316
564 229 -416
387 10 877
421 238 -522
34 815 -987
86 815 -68
93 380 975
780 797 127
813 811 -802
630 25 507
243 399 -879
255 772 963
6 565 68
653 633 -188
487 505 -389
306 813 257
403 182 976
365 512 -605
373 569 383
632 368 209
705 375 -417
131 482 744
30 57 -747
664 643 -204
390 576 65
721 468 277
526 713 -904
468 48 -426
793 56 486
399 819 902
743 424 798
636 337 672
334 257 -965
538 284 -907
432 701 446
381 73 -949
684 776 567
109 1 959
361 192 645
525 503 -40
360 533 779
331 315 458
529 294 158
728 427 -461
169 282 536
621 385 721
42 235 109
431 795 689
353 93 -107
22 67 802
60 649 677
427 545 -739
298 142 536
234 89 -600
32 824 -289
625 400 333
221 794 842
61 295 -206
483 450 -696
474 335 867
243 351 -917
147 472 828
751 175 295
512 722 -992
234 337 827
405 530 768
253 108 142
290 590 733
704 118 675
636 718 372
516 293 -927
59 733 347
199 511 -457
696 678 -797
768 532 -398
283 210 -486
351 269 192
145 224 -164
404 611 402
731 4 726
597 19 -825
667 683 998
799 131 865
447 5 542
261 767 -465
762 492 -124
316 759 542
312 759 -65
665 606 -750
111 339 -151
48 667 977
681 669 263
634 48 933
79 436 -65
758 217 889
637 268 262
140 84 -418
261 739 -189
519 737 266
590 367 -563
353 126 240
618 462 -340
512 390 -723
405 672 -557
530 787 -955
704 759 52
461 103 -202
93 520 352
63 712 208
317 537 448
624 514 -550
332 335 -893
805 281 -252
222 594 27
266 543 147
174 292 -573
767 723 554
747 269 246
532 233 -976
112 466 -262
69 85 75
496 106 -471
742 508 -680
575 69 187
40 3 -353
409 95 363
168 74 -697
488 149 -911
649 67 -738
545 621 -915
735 786 -835
505 804 -341
697 666 924
111 364 851
679 166 840
349 48 652
200 795 491
470 280 204
403 349 271
394 665 -84
748 767 417
558 673 938
423 279 -830
737 33 -799
314 125 -610
768 596 137
182 380 -468
588 347 985
689 52 676
608 184 439
452 101 -577
755 562 -241
82 657 207
426 508 14
466 73 680
234 590 -365
801 27 277
381 139 802
418 726 287
797 153 3
621 314 128
299 141 -892
138 40 -905
692 534 9
108 379 64
276 487 470
193 413 -2
207 513 -31
811 212 956
825 108 -87
731 737 338
59 136 172
259 128 -328
181 381 -94
198 3 177
421 706 -620
803 285 -562
180 220 161
825 343 -565
650 406 477
513 93 44
125 637 630
415 314 720
568 272 -710
261 381 -955
84 710 960
190 776 -125
242 544 -11
782 611 -545
754 574 891
457 666 51
322 604 483
612 135 256
61 719 -148
382 170 630
516 605 368
251 370 -391
659 763 -679
130 471 -543
474 298 -645
274 635 963
361 615 976
740 373 -262
482 539 43
361 697 973
299 276 -649
410 190 576
640 95 -662
529 3 881
565 179 377
561 280 -509
399 612 -520
773 255 948
329 336 -284
343 394 -558
296 56 925
745 304 509
714 738 -560
749 447 686
547 718 -10
436 507 -831
757 684 220
824 179 822
421 612 -448
493 379 3
740 283 75
592 669 -744
458 354 -32
797 734 346
23 817 -312
143 516 -401
350 80 554
594 817 -809
346 41 -5
160 43 499
315 73 465
120 560 263
118 360 554
515 81 91
301 210 -137
487 122 -849
388 31 234
164 230 422
149 148 252
67 211 477
54 372 46
685 251 802
303 618 -269
73 663 -50
805 627 243
618 434 900
505 20 968
432 469 -487
96 267 -946
392 460 888
365 116 -901
600 148 -389
823 239 -429
20 762 975
75 91 -74
101 599 -934
2 664 447
20 789 -399
618 331 -833
238 21 363
328 678 -844
286 615 -577
274 153 856
704 509 133
194 358 -168
182 376 -761
489 417 -740
471 43 737
373 116 -878
182 728 974
819 324 -310
76 570 -241
104 727 -400
731 393 -469
128 241 540
174 187 322
774 159 853
823 257 340
717 143 761
760 59 386
275 153 -699
154 264 -637
181 485 333
388 35 -982
295 18 385
540 22 164
505 5 -50
24 379 760
562 240 842
390 305 -561
604 628 -989
70 636 -692
103 186 -574
360 120 636
613 214 594
457 134 212
96 561 93
310 762 -42
362 145 -601
404 537 -909
416 274 -924
339 276 961
790 320 -214
426 268 -349
702 622 435
50 168 522
424 141 -214
388 7 191
462 521 942
370 337 117
88 229 648
775 111 -755
524 356 132
248 68 -766
223 369 187
345 693 72
211 52 201
414 148 -996
138 787 404
281 486 259
587 55 691
543 24 -704
797 554 -921
84 586 -521
356 334 925
442 357 844
44 83 -501
389 313 -258
271 169 -813
520 739 -607
523 223 -957
696 663 814
342 55 424
766 295 639
93 250 -787
138 156 375
363 143 -512
377 376 -896
231 530 -464
113 623 -251
641 573 369
584 586 588
786 792 631
12 272 -35
399 383 325
276 478 202
579 770 984
76 38 863
579 6 642
421 177 607
34 487 -17
782 803 547
621 93 -55
737 575 37
577 568 528
692 813 -184
451 798 793
171 82 452
246 472 -588
650 48 -188
30 95 -684
499 501 -747
484 589 672
421 775 -190
569 474 730
589 612 906
573 221 303
423 463 946
578 137 -776
408 736 708
539 377 875
334 502 712
811 201 443
176 219 981
35 84 74
64 96 -620
364 131 -940
85 627 331
715 673 657
148 101 -611
536 636 -21
205 234 920
606 16 -112
395 163 358
707 575 228
80 160 -128
451 349 37
254 237 -286
703 165 325
363 762 -902
278 481 396
147 731 -412
341 580 73
232 421 854
590 557 759
264 823 344
587 488 -329
46 2 -511
677 144 467
506 148 957
764 658 -388
557 657 658
252 442 835
315 411 -708
459 42 -768
339 48 743
6 590 255
725 270 -727
202 242 780
658 589 323
432 134 237
175 107 -54
44 451 18
590 578 -923
426 113 -789
263 16 311
622 323 -896
515 28 595
430 10 201
213 32 -893
660 787 645
684 497 454
660 319 258
345 488 569
501 48 -437
443 529 -580
221 146 -54
766 530 -60
712 271 -440
798 804 -160
42 728 15
313 623 28
468 221 548
710 725 -345
824 482 -405
45 421 -700
581 621 745
309 676 814
316 50 264
606 47 836
161 472 -455
786 311 602
290 584 -281
51 239 941
628 530 -350
48 812 -515
26 99 -803
605 743 -723
536 166 -653
712 155 370
14 126 148
192 758 -421
104 461 -962
345 366 792
43 134 -416
238 317 572
425 137 473
1 178 1000
159 217 108
198 134 -616
63 789 421
590 748 -443
680 248 888
698 787 770
232 677 921
372 299 930
640 460 304
756 529 478
552 607 79
70 59 -442
477 541 812
507 71 -807
667 606 724
92 618 -610
246 732 837
593 418 -787
19 377 -965
538 805 -95
133 140 608
532 88 836
239 116 541
175 92 -431
698 129 625
755 703 -508
564 710 889
571 543 666
567 398 15
587 630 371
652 52 -308
155 754 -567
82 410 179
761 743 871
225 558 -763
411 740 724
365 472 -291
575 345 -964
397 79 -187
671 165 -852
174 535 873
9 636 389
277 221 -509
327 303 -479
734 159 -469
448 768 -71
267 549 750
674 21 -501
173 368 902
337 239 -180
822 174 971
197 21 -56
575 691 -206
410 416 768
704 206 601
464 702 -971
31 790 -243
805 713 160
135 487 948
68 5 -256
93 268 997
64 18 -761
208 773 745
242 672 785
433 776 -115
288 130 -604
608 55 -70
484 661 -5
23 165 -860
613 612 -227
109 357 823
422 792 157
59 704 -414
722 121 -217
593 52 -319
204 656 -339
525 211 -885
788 166 693
435 652 181
61 556 485
438 711 -942
729 359 -10
430 223 -947
367 538 -600
560 798 -639
226 61 -343
332 783 978
477 353 323
706 805 47
93 125 -83
599 247 -487
18 357 270
770 333 -407
5 423 -147
248 635 -476
573 464 -227
224 257 184
583 202 -919
62 477 -754
63 699 -680
224 115 -248
683 706 437
260 205 -842
448 391 -981
625 807 -728
605 401 759
104 174 -320
161 170 532
507 46 -257
439 777 -32
261 464 110
742 139 230
88 296 771
269 423 -123
437 222 -79
188 53 -520
787 234 -689
479 768 616
469 182 169
487 210 -927
531 380 748
626 803 -911
76 771 999
6 76 146
69 696 -240
521 452 -174
715 511 -247
569 638 -890
508 690 748
361 628 494
109 330 -903
340 789 -731
487 387 -49
261 519 -736
729 78 -182
246 780 -803
201 720 973
480 193 469
777 810 -230
13 295 711
490 434 -874
83 354 577
569 72 -958
535 665 -564
648 15 -244
195 203 720
637 36 -662
595 641 -410
419 556 89
535 219 -780
144 601 326
552 215 635
411 42 486
199 113 449
702 125 240
159 247 930
70 780 -273
767 86 42
644 24 468
352 192 -555
592 554 -559
37 438 175
602 497 152
380 179 443
447 178 588
759 12 769
282 341 618
236 780 251
821 815 350
523 192 -666
36 796 224
399 180 984
231 626 -289
163 237 -843
495 766 919
237 617 529
157 773 -960
62 253 -239
143 398 325
616 194 -833
174 744 144
621 591 631
245 494 475
548 368 727
329 672 48
1 367 -215
655 61 -976
493 244 966
377 345 890
606 388 -529
774 261 -113
250 87 -648
54 641 885
403 539 -515
103 334 -727
315 140 301
817 729 -684
280 619 644
343 726 31
238 540 449
691 27 234
124 604 -534
727 755 767
536 108 700
418 225 -304
323 712 -755
449 423 -236
12 800 521
2 655 617
693 281 -350
484 764 -791
356 158 -390
477 460 -88
706 446 -658
111 297 -520
798 459 -930
31 753 -905
120 106 -382
82 406 -841
723 152 -890
65 197 -27
516 136 68
16 387 887
231 689 -592
279 771 -865
735 225 147
825 34 -649
717 658 -567
192 815 -704
497 242 -473
374 517 552
713 790 781
9 307 -949
240 642 -663
715 597 876
136 817 -418
110 372 288
795 420 226
359 565 753
455 580 -29
765 645 809
107 708 -878
288 647 210
148 280 93
696 51 691
670 344 -15
392 351 -45
92 372 -132
392 314 -656
114 773 -982
4 567 65
385 75 645
339 331 856
721 133 949
401 736 -628
814 806
35 70 572
376 455 -468
364 76 878
411 87 -477
431 277 -628
43 283 583
596 623 -959
624 577 614
479 330 950
306 155 -389
261 213 37
346 144 -825
377 440 -392
72 723 642
407 487 -724
813 695 -780
170 591 -272
487 633 222
801 793 570
42 379 -580
617 635 43
7 591 978
439 169 -430
278 300 813
203 284 -33
750 130 914
675 322 726
785 745 -936
434 153 -218
642 140 399
528 668 -912
163 262 -516
425 752 68
27 112 -751
638 402 207
722 456 -606
254 612 953
398 193 -840
287 333 390
270 123 -240
135 767 74
122 380 -529
436 807 111
331 468 133
292 670 273
296 568 951
718 550 55
254 572 719
773 385 267
583 667 833
514 550 -42
434 796 -294
693 793 125
81 434 863
493 342 852
668 723 781
252 629 658
104 444 650
516 282 834
719 70 265
721 756 -795
806 424 854
790 588 720
454 792 -677
386 71 377
684 42 -195
181 589 -577
303 67 -1
798 514 -163
5 692 66
103 474 -911
333 651 -480
750 663 -555
37 356 -639
645 224 989
726 688 297
665 698 -129
61 42 753
325 310 -628
142 651 -759
97 266 -555
298 144 -760
340 112 900
620 532 644
273 339 -959
594 811 59
661 222 -417
376 260 -135
702 372 226
174 730 -577
22 785 -724
791 713 206
19 356 -266
417 63 -486
529 421 867
143 191 -133
50 469 -682
82 649 -388
468 414 982
199 299 -686
159 270 -412
703 758 -346
510 640 -195
236 651 456
641 492 302
16 389 -953
96 711 -805
565 769 -245
334 91 -310
690 74 -896
717 54 -656
266 412 330
128 491 260
620 481 -216
782 664 -654
166 741 156
726 6 -590
440 131 -137
96 456 380
607 757 849
455 424 540
220 659 -347
252 327 501
732 385 496
128 53 93
297 484 112
741 39 383
39 575 469
603 617 20
235 298 656
569 177 -223
729 714 335
86 520 -787
746 150 -226
573 737 -767
350 649 144
671 500 289
549 94 327
244 785 370
484 678 869
52 86 -874
630 737 500
605 653 -336
436 720 571
533 188 -589
719 436 -25
146 537 -56
605 641 908
457 176 827
612 704 249
789 158 -480
744 79 117
370 255 665
679 645 711
566 520 230
743 285 667
41 177 -97
92 338 551
373 502 737
376 227 893
416 220 -795
588 103 -834
167 96 156
607 652 -956
755 52 -37
299 171 324
657 145 -240
615 409 640
90 133 115
323 721 704
457 51 585
224 412 -290
692 124 812
200 152 472
139 496 -453
302 303 -730
711 30 -230
619 470 840
742 179 956
724 326 -413
481 29 -180
152 103 -624
679 175 507
145 492 -193
635 647 461
509 190 -398
762 661 258
199 749 -152
347 382 -733
412 24 -833
274 308 356
372 332 547
216 447 332
671 763 225
107 373 133
770 563 505
21 711 -351
406 352 305
391 676 -777
2 5 40
529 98 -302
174 723 -553
725 546 -728
717 135 -186
412 705 663
396 502 -279
695 813 -989
15 210 517
10 435 -574
269 777 721
484 467 -604
282 333 301
551 200 -671
63 6 -591
594 360 -401
760 709 -820
249 771 -51
114 648 -566
71 691 -729
596 62 152
676 702 422
