19
872 933
569 582 -143
145 39 -86
398 794 62
155 782 -477
137 618 96
170 672 598
742 185 -33
246 624 -627
415 390 -203
192 504 571
642 575 947
547 378 624
699 109 -462
649 713 271
774 741 342
680 326 498
677 182 233
28 94 141
155 813 745
720 480 -778
727 775 -881
764 97 -996
140 326 114
254 18 -995
417 497 -628
87 217 -528
476 240 -603
503 792 604
472 780 -881
715 561 636
43 226 40
310 159 -547
856 115 -996
644 860 210
592 237 488
222 820 -42
292 261 -79
383 364 352
398 434 736
349 199 -127
108 117 776
256 332 -777
13 74 873
235 803 -293
779 77 -342
798 811 898
739 772 -443
241 785 735
93 345 568
63 104 124
344 676 -179
665 393 492
232 308 -853
615 232 318
215 282 -128
154 218 -140
715 383 -616
853 380 202
412 15 485
109 404 -140
528 97 397
223 283 -585
52 642 -992
828 92 -185
249 490 357
179 435 -189
826 798 -41
12 265 702
534 579 333
137 847 627
450 635 -601
97 241 -328
406 597 -943
623 766 -836
334 504 217
75 656 739
780 388 624
97 89 -859
551 145 -249
797 304 125
95 211 -993
660 72 506
308 780 -56
712 284 15
851 347 -485
680 583 -271
720 631 -493
249 333 359
47 799 15
311 90 -626
853 859 925
30 638 374
161 278 328
491 24 162
250 222 -818
107 301 131
585 214 -751
222 159 175
610 354 561
170 121 -513
90 772 -215
136 860 519
803 602 462
724 658 -505
798 153 -317
620 105 -970
789 417 -622
42 166 682
404 340 -50
746 365 130
147 176 -188
825 320 544
625 372 -969
34 412 97
686 704 927
346 179 952
351 720 -889
510 587 -446
650 758 -9
260 527 338
869 11 -226
10 254 -756
813 413 438
201 518 456
48 68 -81
630 147 321
754 304 513
135 579 158
544 387 -825
365 380 -250
582 313 -45
143 104 741
328 299 948
132 239 998
790 865 640
250 652 335
444 495 685
718 362 396
554 2 708
447 311 661
370 741 470
559 561 201
816 351 249
68 831 -165
121 406 -241
103 202 -397
866 633 -987
548 257 384
685 148 353
121 258 -528
832 641 765
352 564 325
4 717 -345
406 204 744
528 675 -674
436 826 463
712 206 897
449 691 -380
364 157 961
65 142 316
361 206 -390
774 123 -76
23 89 52
616 723 -973
578 603 -353
137 375 181
521 164 18
602 126 236
708 34 -580
679 213 -517
349 673 -386
542 745 987
834 854 815
487 151 829
247 253 -413
475 719 -762
819 262 540
536 499 -966
688 474 -294
470 83 -979
88 402 -648
390 25 222
354 787 175
339 834 -536
606 379 -338
566 668 269
569 51 448
793 528 -305
551 795 273
56 518 -520
619 630 -84
758 705 -83
119 241 24
614 836 -638
690 288 -469
818 470 3
201 82 -366
208 58 -984
602 850 -515
64 65 -812
440 542 823
673 331 286
302 534 -292
705 833 -146
130 41 302
823 495 -851
563 506 608
174 608 425
83 196 914
342 610 -253
777 494 725
502 405 496
633 817 301
300 22 35
291 462 -936
682 575 427
498 523 -535
470 371 -486
640 768 573
722 612 617
108 685 -18
719 224 -975
353 78 -984
511 360 92
283 601 30
542 414 802
783 475 -135
457 95 -242
818 478 -307
332 674 -236
38 56 -867
689 730 275
618 16 196
447 859 853
754 406 705
336 107 -161
182 869 -578
115 548 739
544 394 -70
368 288 -426
529 298 874
262 187 817
738 28 -310
538 86 495
432 443 -916
616 721 613
784 537 -493
325 573 -632
814 542 143
215 243 -448
662 118 -839
633 57 640
186 664 749
442 19 147
255 864 -566
38 126 -686
448 75 -525
646 837 -155
495 515 338
613 486 620
31 633 376
736 760 -507
283 857 78
751 337 -228
80 234 343
115 381 -346
416 712 -456
359 348 356
315 619 507
203 732 -823
182 550 121
417 325 -797
536 33 -870
832 337 -137
230 215 241
185 87 -168
350 318 -996
747 256 721
701 232 402
787 375 185
512 291 -69
340 357 -454
598 232 912
64 349 -964
490 398 -472
584 648 876
633 212 -545
701 858 -236
261 394 -181
683 426 -306
444 835 925
701 695 705
790 403 -288
610 498 -369
389 794 487
45 401 -621
41 690 -692
167 826 472
164 83 -850
695 343 212
699 100 -24
333 386 103
763 534 497
572 44 -929
575 627 790
43 807 -802
198 585 -515
235 149 -51
425 538 -996
123 298 873
179 500 -970
605 64 411
682 73 -412
279 513 -848
733 253 -122
425 599 998
99 266 400
614 833 300
321 286 -564
496 224 -462
398 662 245
519 603 -196
650 431 232
247 411 -681
631 25 675
562 146 -945
515 128 193
338 57 345
707 573 -589
134 356 838
571 579 603
324 863 -125
654 645 552
603 402 54
411 776 367
543 320 -476
313 529 -305
92 802 60
263 560 -197
725 44 -714
504 592 -461
149 360 -358
582 797 118
365 672 21
426 872 -265
763 620 -864
638 759 933
204 456 203
820 217 -456
159 618 759
529 612 -393
626 26 514
323 288 520
437 659 -985
384 609 931
616 20 -276
411 23 753
420 389 343
195 493 -754
140 508 28
759 807 -537
397 204 -550
858 51 -353
603 310 755
849 781 -178
37 250 535
732 468 160
771 544 300
604 121 -553
463 36 -10
736 639 281
441 711 -59
462 131 281
477 71 567
839 253 851
652 665 -395
531 288 -519
181 121 477
527 310 -803
79 661 331
778 108 1
127 56 227
192 351 240
456 226 186
313 492 76
667 471 132
392 59 -198
732 374 -825
478 498 619
308 726 -743
289 754 789
745 252 -150
352 380 305
556 145 -525
107 145 -919
82 571 97
263 734 -965
632 65 -438
589 363 -878
517 137 -512
824 734 -664
39 294 758
534 819 251
120 183 776
166 416 404
241 315 -417
152 294 -359
96 385 -735
538 355 -987
92 587 553
215 686 -72
445 700 930
134 507 71
803 91 -386
86 314 826
715 500 -369
841 99 917
10 190 662
361 538 407
411 698 -233
714 377 39
511 521 514
443 139 -935
7 109 540
590 608 245
246 605 -570
121 306 -54
781 180 116
265 866 -772
62 722 357
550 751 645
850 451 -364
688 701 -261
478 361 -564
63 836 994
488 685 -907
37 771 147
47 262 -235
417 109 -180
1 296 -29
671 793 -493
587 538 -447
325 282 465
28 591 -901
802 744 -747
631 422 -131
368 104 698
581 455 761
152 698 604
751 562 740
57 394 968
692 868 -326
229 757 -53
508 871 -981
345 718 -758
5 243 119
43 800 474
620 396 773
114 558 -536
500 52 368
814 718 125
618 324 -292
851 672 -747
706 286 -344
283 400 367
335 547 820
724 482 -256
768 27 78
242 178 13
588 48 146
597 588 986
150 236 59
399 29 564
779 692 164
307 706 -983
397 675 403
142 842 -868
616 515 800
653 160 784
824 464 -589
512 352 -687
742 235 904
335 31 -906
465 637 899
84 259 -357
847 293 -206
757 404 -25
264 491 -960
199 82 799
332 125 -257
353 57 -249
312 149 943
800 261 49
223 485 938
490 236 -251
742 489 385
66 206 -711
534 548 944
307 494 -70
461 380 640
86 129 979
263 684 -320
265 152 948
228 708 -101
665 838 210
483 242 -246
254 677 813
472 594 -986
297 206 416
66 585 191
708 712 -38
15 183 98
481 425 679
811 692 -100
764 613 636
729 169 601
610 782 -831
716 333 -635
597 26 336
191 114 -91
672 564 415
310 662 238
339 459 713
739 105 -64
616 638 -47
385 682 819
41 8 145
258 752 735
521 600 -813
867 128 768
637 565 670
18 558 -386
325 268 946
259 420 43
236 251 -725
137 337 499
871 717 455
395 379 -476
732 115 -307
168 22 -497
492 245 -665
275 648 622
178 197 775
311 72 -887
570 474 889
742 216 -595
802 210 119
251 424 -328
762 198 205
104 538 169
559 832 403
215 570 824
688 741 79
664 496 197
440 383 -986
530 190 192
83 846 -77
203 705 -758
728 767 -28
196 327 -953
543 643 938
73 622 842
258 208 -967
789 160 -396
344 611 990
484 832 -608
316 809 -338
332 318 953
547 158 19
720 156 -632
1 861 -745
590 661 -570
598 581 -549
834 496 85
555 191 499
748 240 528
177 552 -667
670 399 -752
454 727 -289
722 633 -276
171 143 -524
201 391 -626
393 447 -421
149 143 672
524 458 153
679 181 -170
312 572 266
613 358 -478
54 24 422
681 857 743
539 143 -708
222 458 62
28 570 -685
74 360 -787
143 843 345
347 439 -688
307 502 788
144 411 -4
794 85 -706
730 329 301
61 570 -158
476 590 -748
680 288 541
299 820 -290
804 790 -511
24 598 -318
373 284 -844
392 636 -818
759 639 -435
660 13 290
315 642 -277
486 637 446
624 620 -345
23 335 -573
27 258 371
782 586 -448
469 282 -350
618 340 -268
510 724 -826
558 218 -410
103 142 -28
834 527 763
574 827 506
799 718 472
120 250 -274
500 520 -425
102 289 -477
528 798 961
583 105 -460
351 239 -537
8 609 -91
178 441 -278
751 204 -71
78 794 915
301 76 -567
302 753 128
488 423 -641
64 603 -772
88 234 277
436 592 -608
218 719 962
149 271 -449
78 39 -409
450 753 600
5 14 837
233 661 -563
490 622 -146
824 491 698
385 851 768
380 220 913
670 142 143
541 298 744
192 342 318
237 663 -675
100 145 738
552 139 397
753 560 655
495 167 221
861 226 -342
401 414 495
851 193 504
261 104 -448
694 831 536
396 109 -63
631 615 703
399 791 476
781 170 -144
394 765 -283
441 44 290
584 209 582
317 146 -244
610 214 -584
653 738 671
411 412 -876
613 431 -50
455 186 -264
65 695 87
733 813 848
372 290 500
421 119 148
574 22 78
872 725 -449
171 358 -452
167 62 382
724 695 -13
520 445 323
696 189 872
50 586 27
649 857 228
842 516 -412
814 806 335
765 500 964
111 182 666
863 521 931
849 17 -334
818 831
108 246 830
61 43 162
510 262 811
37 566 -527
150 735 -386
776 818 362
638 683 922
115 663 -59
682 173 973
664 158 -605
676 356 -997
243 100 972
140 90 -63
96 158 103
624 505 928
183 623 536
38 148 172
461 77 -610
468 283 -588
23 612 -311
411 417 -278
746 396 -539
299 34 233
719 186 500
301 186 -894
154 456 944
366 615 -332
557 726 470
241 311 359
91 109 0
524 535 -677
299 682 941
764 661 -466
427 750 -645
212 334 -544
133 699 -85
365 388 102
800 195 -283
810 347 -492
592 119 -322
813 527 81
126 191 -32
497 7 659
245 104 849
62 435 -906
65 411 -894
744 315 355
746 412 -791
327 455 476
259 440 -844
162 340 656
757 728 624
192 545 638
401 194 49
708 137 594
176 261 512
684 634 -591
345 354 -117
309 814 369
319 296 539
150 166 369
657 589 202
557 215 273
554 630 338
439 309 -411
368 228 396
275 307 -417
765 170 -435
35 69 -576
672 358 284
75 127 689
314 151 187
30 669 638
802 598 -336
116 348 872
567 310 267
481 406 -818
461 220 -32
279 226 430
531 254 -467
784 512 569
39 426 921
507 423 464
287 155 -960
748 44 625
104 675 775
191 793 -344
502 121 -797
20 225 123
193 329 -169
139 477 487
794 754 -356
168 480 481
466 625 790
795 167 427
423 467 784
548 744 -391
586 631 -647
432 384 423
592 313 -210
622 575 -368
74 734 -828
609 509 603
148 672 203
548 602 -174
747 601 393
358 227 412
728 38 -66
469 743 237
423 243 -431
596 258 -476
584 424 -719
614 356 -298
691 598 988
237 790 -689
450 498 -344
424 296 -417
546 231 119
807 534 -57
324 765 -408
322 693 404
742 545 738
375 140 -477
607 598 -668
103 323 0
371 26 -434
108 450 -769
113 437 458
450 208 -280
438 664 -181
392 804 -515
199 191 584
13 469 -252
762 510 -461
507 350 717
314 283 -66
226 496 349
181 160 -418
741 771 -992
150 371 -674
386 735 480
783 568 748
157 600 186
234 661 97
685 321 -779
676 211 921
149 622 -550
704 160 -249
64 682 303
222 270 744
698 351 818
505 23 -324
603 747 515
197 463 -627
731 736 -999
524 225 59
260 165 -845
212 515 -868
512 339 -361
116 85 -428
701 196 920
809 168 -294
262 381 -605
90 333 758
248 159 359
177 205 319
545 186 671
71 230 135
572 788 35
492 531 -425
542 402 801
314 275 -104
594 319 -701
787 802 -168
387 331 305
402 681 -284
1 423 919
66 721 991
191 495 278
196 258 -749
224 36 267
388 550 -187
319 527 -814
174 581 -225
66 145 585
475 87 -989
74 781 -74
448 118 524
32 86 -980
212 791 313
751 736 -321
295 112 62
276 580 662
540 720 603
678 278 -763
604 266 22
333 201 116
365 487 -924
416 384 -6
371 498 -161
148 561 894
606 655 -23
236 384 215
501 587 413
479 323 565
547 492 -341
189 396 -692
145 577 -932
753 769 208
460 649 795
75 60 -716
184 567 -95
106 705 -125
192 674 -694
474 29 837
560 257 686
218 424 -984
717 756 440
304 696 192
434 693 -828
619 752 -273
448 365 152
90 426 -558
699 168 957
759 43 681
216 799 719
654 760 116
682 699 -55
669 398 38
41 283 -522
43 684 -750
177 483 -809
680 318 572
328 558 -86
732 150 565
173 379 -896
460 256 371
446 576 604
668 750 453
642 527 -526
712 152 -119
331 226 -858
755 342 -657
5 9 676
128 150 -83
799 716 -574
5 585 -724
458 74 -659
658 642 -983
199 811 -569
486 554 -130
467 114 24
147 766 -865
739 370 1
437 767 497
350 221 218
69 54 -675
127 296 229
172 559 -811
75 24 437
57 435 -499
654 227 -193
282 202 -9
588 103 689
753 165 -966
632 261 -831
65 128 -218
237 771 -499
18 786 -518
205 795 587
465 324 691
137 767 368
647 291 271
559 467 -517
289 605 -439
184 817 -678
30 394 -817
268 751 637
715 454 -918
220 532 380
324 546 -105
371 669 -95
303 501 184
272 233 627
568 97 250
287 17 181
23 743 82
69 183 397
552 234 599
475 125 -81
458 388 354
204 183 -955
294 445 128
689 275 378
276 486 522
487 361 849
110 422 314
323 322 743
51 359 -663
804 360 106
18 125 83
680 425 455
70 227 85
561 808 -394
315 324 -649
734 310 394
49 151 779
29 265 18
256 346 415
649 555 187
609 185 301
381 708 -962
471 413 986
73 590 781
738 241 -724
41 260 -460
478 249 74
447 532 -265
634 208 475
468 168 919
125 124 -785
323 10 -822
817 742 731
475 651 461
641 355 -234
167 396 -995
509 200 573
37 154 -1
130 28 -300
674 71 -5
558 275 -518
175 449 -980
588 255 100
174 610 522
751 135 -69
205 763 -494
248 99 13
95 471 103
690 675 -514
254 155 433
523 140 179
500 75 -670
221 464 -828
553 235 499
550 575 -435
343 114 233
567 507 -389
552 137 -899
506 514 258
542 716 -997
82 4 121
26 238 396
556 179 542
226 430 -648
687 545 502
623 626 218
42 407 -79
184 419 -269
546 446 580
689 122 -115
496 337 -237
743 427 220
137 504 -970
67 815 580
447 177 571
318 460 18
303 736 -876
292 281 -697
332 368 -532
334 616 965
52 511 544
679 565 657
437 67 -364
242 99 -192
784 760 -234
517 416 848
559 311 -366
658 288 -225
807 353 -574
443 478 710
797 563 -315
161 470 -11
228 322 -668
336 545 -816
432 516 964
210 248 -650
796 536 318
646 725 295
47 653 -921
623 215 109
538 466 -886
220 118 470
501 809 468
809 281 633
476 147 992
240 215 859
29 579 -376
546 339 614
578 745 208
280 684 -237
506 776 105
700 222 -118
476 667 348
637 700 275
718 143 -244
688 728 235
563 256 78
480 619 -901
787 419 -495
570 9 857
178 318 -950
686 513 -692
556 640 365
702 25 423
9 529 -717
478 158 727
50 446 -852
103 597 -858
277 174 409
518 322 -263
417 660 -228
653 10 -525
532 747 827
160 564 216
469 602 991
635 244 874
88 786 -925
399 599 440
424 376 368
232 155 726
585 32 -427
674 521 -340
323 757 293
545 540 398
58 582 -304
360 648 166
374 791 151
617 818 -112
739 624 -89
329 93 -429
100 40 -336
27 627 157
131 276 -513
796 406 331
376 156 -526
457 670 251
716 627 -81
610 105 -482
575 168 787
287 141 -79
683 461 771
664 25 44
527 721 -802
481 154 82
275 187 -162
209 763 449
354 533 345
757 566 -918
595 214 -136
172 256 -380
341 670 -626
152 226 -383
506 727 263
449 260 834
619 276 -112
786 541 -47
709 201 311
467 748 426
640 3 -169
134 718 -591
328 310 786
307 772 519
664 759 -820
94 337 -655
607 533 -988
118 659 362
788 6 -600
638 417 -699
17 137 564
251 362 -386
762 817 -881
370 285 -326
307 288 -973
715 488 320
31 104 251
307 329 -346
723 427 161
634 45 -451
458 91 -254
622 484 -436
468 159 21
372 206 -478
698 452 56
354 336 -428
425 308 -968
478 444 -895
444 698 292
442 590 -387
811 68 -147
363 689 -977
346 769 525
372 440 662
163 662 -990
87 267 638
619 87 973
395 226 -986
6 298 307
227 420 -531
240 421 317
471 512 372
729 239 824
319 214 9
58 223 -38
328 79 594
284 313 -191
584 221 701
553 71 -443
311 357 199
79 287 799
315 741 -938
766 693 -927
296 156 53
161 692 395
358 620 -778
219 205 459
504 674 62
615 29 68
330 237 31
409 196 236
385 676 -365
323 162 -39
190 674 616
96 603 -372
378 248 -879
134 449 859
70 414 -654
249 238 -134
804 729 584
795 456 978
385 143 42
281 814 492
575 520 480
41 73 -461
544 743 -177
51 335 -537
733 41 -918
355 619 479
72 493 -132
519 383 -427
177 815 -200
104 392 -907
748 706 -166
472 171 244
578 406 -325
700 525 355
659 235 438
122 788 775
752 571 262
808 552 574
421 625 -148
327 152 -54
454 249 158
480 304 836
438 590 -162
631 58 -603
764 102 -446
763 121 397
519 648 205
57 412 921
60 143 -228
214 630 -808
351 340 465
373 595 862
745 19 -389
22 126 289
202 397 189
261 533 -195
149 434 -99
150 543 722
712 230 -844
241 577 77
624 280 518
467 38 -621
341 578 -674
379 434 965
297 112 372
647 540 -563
738 269 -889
641 580 -516
47 333 -978
770 174 351
221 413 -154
267 488 -43
417 402 -892
328 564 -48
800 60 537
23 77 240
543 430 -185
439 133 -571
668 31 459
504 11 45
398 190 101
538 163 -121
690 791 -718
463 355 -709
745 744 -763
188 398 -795
497 561 -389
797 71 -82
190 692 485
281 612 117
334 696 -488
450 543 -280
524 418 402
593 481 -252
230 63 975
47 103 408
227 310 -836
530 194 842
306 157 166
285 561 -780
816 569 608
150 618 145
510 731 -613
519 333 -32
506 93 647
97 181 -19
464 355 -515
767 794 -126
688 678 30
328 544 -25
278 536 -772
560 491 -394
735 43 404
86 444 501
69 204 -619
25 364 -64
526 162 26
336 271 -123
286 155 -693
725 587 -339
126 595 -917
181 782 -246
431 352 -908
711 472 -367
154 97 -526
621 191 663
172 293 359
156 415 -225
212 276 381
286 783 -843
257 615 -763
115 409 -654
484 802 577
614 646 726
245 690 470
633 185 -578
385 348 -250
671 185 615
135 443 -179
256 686 -70
165 795 -593
777 586 -662
406 670 -415
201 489 -758
358 519 914
488 646 806
201 689 910
568 282 603
776 50 -30
806 394 -281
665 115 -752
764 364 -302
87 1 969
133 169 -557
744 171 9
218 507 918
529 222 805
734 625 228
294 255 -81
579 630 897
596 755 291
566 52 -974
644 263 877
54 373 794
727 416 791
770 52 139
217 41 -951
697 34 -786
396 783 -425
692 585 114
220 672 586
207 442 14
607 175 -364
547 487 -854
234 786 -503
786 118 532
468 294 497
775 287 789
290 804 -318
240 510 -580
27 664 468
489 203 813
261 519 -985
724 197 -737
721 502 -511
710 516 665
306 444 954
714 180 -920
59 718 974
764 815 387
291 193 -265
85 480 -728
517 164 185
157 195 -942
814 709 -426
715 14 565
458 642 105
125 84 -591
351 168 -645
816 316 451
326 58 -581
270 45 992
624 625 116
366 680 166
36 382 156
373 78 467
215 572 -26
367 301 74
600 430 159
294 690 53
443 473 -607
756 118 797
304 588 -350
543 181 135
503 719 839
729 286 -868
30 34 -115
808 200 -626
450 28 431
780 295 409
214 60 644
542 291 738
644 240 -88
113 100 474
511 663 -415
551 150 -651
637 33 -344
93 506 286
251 372 -998
157 796 -272
626 280 860
590 284 301
124 681 131
558 524 412
33 647 -701
500 771 -519
25 521 4
120 211 -919
679 82 -345
254 151 -348
384 523 -793
812 346 -509
22 322 979
10 295 603
132 753 669
514 171 48
204 261 2
585 312 449
392 399 -123
786 687 921
242 57 -410
353 310 715
789 344 130
587 688 -791
613 541 110
535 788 -393
485 451 931
646 707 735
714 412 -516
255 257 -961
203 180 239
379 516 -579
7 540 -590
780 209 897
89 228 835
434 767 -767
81 781 -230
39 432 -562
273 441 -545
345 115 -11
10 156 31
352 728 267
510 612 839
418 135 -959
13 412 679
721 284 762
73 404 -2
582 294 304
48 396 945
671 570 -265
80 120 979
239 557 665
202 262 -20
64 78 -780
687 396 160
567 32 410
442 484 150
323 495 315
562 581 537
677 533 156
23 266 -467
539 72 -519
295 104 -732
19 214 931
652 88 -113
696 580 -498
221 376 -247
547 454 -387
87 595 673
789 752 -91
449 538 753
631 385 -161
815 271 -825
539 618 640
665 275 858
372 279 -317
230 604 269
652 59 889
682 700 -65
730 506 -906
800 948
649 340 -140
748 640 -412
421 472 484
508 262 466
70 172 877
659 775 170
493 211 -106
649 137 894
226 247 852
229 706 -827
564 99 251
572 117 853
475 506 -937
539 167 676
311 236 -448
563 269 558
261 80 863
273 83 410
238 639 104
384 622 -729
542 421 -591
463 157 -933
1 79 610
370 28 -293
162 283 -54
601 143 -686
370 615 291
23 348 710
445 731 -2
761 106 748
492 127 -80
591 67 -937
672 356 -187
27 561 123
427 40 890
92 96 -604
511 381 -930
369 487 933
376 579 -969
167 289 -383
373 352 424
208 471 849
629 151 42
503 237 -960
543 405 -687
692 674 93
415 176 -597
484 764 973
569 639 476
677 556 894
310 466 347
494 674 -745
250 302 828
505 327 91
200 89 269
658 706 754
489 92 904
586 281 -703
762 477 -786
274 599 53
484 720 -255
736 201 -57
58 149 -570
138 114 367
46 153 98
684 593 449
133 418 -554
71 318 94
213 287 -303
16 310 953
469 122 -763
523 766 -511
403 125 803
37 665 161
419 628 103
680 379 678
87 337 -604
391 517 794
278 797 18
42 459 391
784 759 153
462 254 -395
745 408 -273
343 322 -889
378 538 948
635 555 -569
749 716 335
27 655 -830
370 658 95
143 531 694
143 571 -916
627 771 713
791 11 200
67 687 89
753 663 -976
560 310 -97
432 373 357
316 465 555
697 17 -595
403 301 466
572 501 -850
776 516 523
538 558 -561
338 205 907
529 762 903
442 655 29
761 578 86
8 703 -421
283 623 882
194 254 220
350 108 476
354 788 -479
572 113 -781
671 505 576
336 436 73
264 128 191
571 280 -113
716 369 914
117 673 329
145 119 -221
60 582 -670
113 695 -259
81 597 -928
243 282 632
149 688 293
436 27 -378
249 485 554
293 28 -131
161 4 794
509 199 485
10 175 321
636 206 134
313 475 -94
13 618 928
755 726 434
161 723 -443
518 287 -906
430 565 -490
430 793 166
228 151 -245
441 380 771
672 47 786
500 556 730
348 218 -913
750 417 -555
311 409 486
433 482 980
690 308 760
601 559 -594
31 103 519
500 373 331
654 596 469
253 739 933
638 28 835
647 762 -811
286 716 -414
134 377 387
197 549 841
339 80 -829
301 467 429
310 520 -164
241 462 -320
508 367 617
520 285 -114
592 27 -699
752 173 -520
455 272 367
133 485 -565
517 25 -366
759 8 -115
136 511 363
726 427 220
412 127 225
252 458 4
170 421 303
514 143 -707
634 482 -67
84 331 -314
335 151 -786
748 394 -328
187 429 167
748 553 657
221 518 634
242 50 137
177 383 -488
731 677 -443
611 582 714
476 728 565
175 364 -53
614 572 -185
317 174 266
628 320 -717
112 62 515
382 327 -232
611 208 -810
447 548 793
359 589 489
81 554 -249
714 583 597
457 20 -226
358 778 -855
271 137 -357
101 36 7
70 23 662
170 636 54
360 190 3
126 19 -257
588 459 -736
413 340 158
549 596 217
650 335 -309
199 619 867
43 39 5
168 53 983
599 791 -142
20 521 -242
747 784 -495
465 453 -688
678 741 217
173 76 492
458 136 121
267 723 -1000
693 75 -917
402 424 -715
624 8 353
136 487 243
232 90 947
499 510 440
661 741 25
135 766 -577
663 18 -434
632 3 517
243 150 771
434 614 217
338 727 868
134 293 -41
377 475 555
119 331 127
573 68 576
287 259 212
8 426 545
511 168 -88
758 135 366
146 126 -172
471 524 -244
585 150 -313
499 565 585
228 257 -539
347 309 -109
237 200 -352
538 667 220
593 548 593
788 137 -443
258 486 545
442 107 -4
391 248 -318
19 396 -783
389 402 -442
209 320 227
704 388 -229
620 283 -69
373 305 -511
708 115 176
335 140 -699
94 527 -488
648 218 -773
715 743 -470
467 299 67
12 469 -793
265 736 -273
323 277 -553
792 563 -661
546 390 -745
530 71 -403
225 497 -171
783 712 -657
424 194 352
641 708 867
484 47 446
366 371 770
181 1 812
313 672 -190
476 46 804
572 307 -371
6 441 483
769 316 -295
107 543 387
543 593 -792
744 396 825
235 478 -641
327 471 665
604 227 -119
731 291 791
717 626 -487
294 607 926
358 504 16
417 662 -789
743 383 -475
280 215 897
52 645 581
678 254 770
559 446 -894
188 410 -38
774 669 128
641 528 686
251 486 -169
637 654 708
465 689 119
703 730 962
261 576 396
279 34 753
763 550 -266
483 389 648
450 91 -250
600 774 -212
58 247 -395
339 463 -185
179 656 118
395 199 -667
252 299 -279
548 554 795
52 580 -803
676 159 467
391 503 878
794 435 951
159 765 195
94 154 -811
582 231 619
184 13 -606
215 655 -956
775 737 232
30 739 986
171 5 -204
29 469 63
115 109 -325
357 89 697
193 305 -401
506 148 -397
3 145 -442
517 465 -165
403 328 -281
355 713 -268
564 217 441
116 357 278
659 395 -943
281 489 -966
436 429 296
112 660 869
398 385 -473
145 580 642
286 690 -770
749 530 911
748 133 -955
737 75 -597
159 716 -173
558 314 155
340 207 -986
306 576 487
365 156 -909
444 485 -809
713 326 79
128 412 -38
729 720 389
439 464 -384
539 737 187
273 740 488
110 354 263
210 285 145
442 768 184
504 49 320
471 335 -862
69 719 102
412 738 -462
694 187 852
77 789 -494
86 692 -886
251 376 -395
2 185 677
252 215 988
654 529 234
93 102 181
208 782 -927
687 753 753
779 661 748
511 115 52
292 596 -187
269 108 -221
345 401 -231
313 646 543
244 408 -119
617 289 760
