16
868 895
393 155 -98
135 48 810
790 258 932
397 74 714
848 8 -574
835 731 187
34 157 -837
161 750 -700
695 731 -568
839 579 759
178 275 -919
292 282 -6
316 61 -544
394 646 -344
488 323 780
486 99 -587
406 419 -846
239 674 -647
361 114 639
128 263 600
861 501 -431
679 24 -160
570 504 404
570 495 -472
39 280 883
766 643 -815
87 622 4
655 666 -18
586 522 47
568 669 -226
548 455 -670
237 364 -267
310 434 -983
491 829 374
240 145 -247
489 334 525
695 830 -646
114 124 350
473 484 -48
197 341 -43
69 115 -920
574 430 635
725 22 478
50 592 104
862 1 -50
658 607 -685
744 772 -932
71 157 733
853 427 189
371 616 -615
693 204 -882
382 460 -986
256 47 660
449 50 -473
46 718 -50
732 440 -822
665 136 -352
486 762 -130
32 480 -800
233 480 -116
90 172 -534
588 351 120
495 620 -999
496 286 -646
321 151 -676
174 635 -928
250 329 -758
275 360 154
155 16 -303
511 760 -692
536 342 411
512 473 323
429 200 727
859 638 -533
227 481 905
388 490 365
491 540 419
639 340 -11
503 491 -833
645 623 -824
292 532 681
105 532 -245
396 768 -711
331 91 555
566 421 -458
471 88 -697
31 480 -462
500 440 235
631 303 693
749 553 -770
712 765 -107
310 253 259
260 345 736
865 542 -41
231 524 797
225 637 17
355 263 839
556 654 -264
216 448 415
160 440 572
740 224 629
447 254 -182
210 539 -688
30 135 662
144 74 -703
90 564 -458
161 460 561
655 692 101
263 729 -593
345 209 690
118 730 597
494 701 -632
98 17 -262
149 685 -430
584 389 -419
443 86 281
430 536 -420
537 192 474
562 860 53
289 181 -596
370 14 -248
259 217 473
534 684 521
15 137 -696
91 853 -508
173 333 824
354 384 205
834 719 564
16 2 924
700 241 335
667 847 -17
837 501 384
837 575 -193
123 710 378
229 98 735
131 753 357
609 611 -681
577 630 -741
86 159 -626
252 864 -550
709 339 459
346 705 272
109 594 584
333 637 979
309 427 -926
866 216 -139
141 778 -441
364 583 699
121 179 -201
400 98 -234
829 636 -897
424 852 -127
752 746 630
570 27 336
625 433 -696
811 600 -760
757 67 661
385 522 420
795 840 725
724 194 -105
834 387 -571
622 426 -247
18 861 442
390 535 204
724 655 279
179 6 383
348 363 -741
237 134 -435
509 417 279
585 868 -985
756 144 923
766 218 451
330 733 10
163 852 -909
70 453 -385
69 238 224
230 727 -733
777 287 269
336 535 -390
767 364 -134
479 261 -239
230 91 588
533 745 -178
134 813 -183
364 220 -956
457 590 -82
328 221 91
349 544 971
822 363 161
474 291 -676
175 238 741
4 606 994
470 513 872
510 800 961
364 120 605
738 507 -319
162 271 282
708 213 113
846 261 269
4 559 513
121 555 304
157 241 -685
505 99 -285
656 497 155
34 44 907
735 3 899
784 341 -630
90 413 -537
386 851 -322
159 497 -678
306 629 820
346 672 -336
588 497 -608
845 413 347
437 666 396
285 427 -907
772 733 -376
858 644 -234
475 401 -622
112 417 -774
823 680 -784
494 167 -497
238 355 -729
486 453 242
188 792 80
739 490 107
835 170 -276
60 603 13
151 533 247
579 288 -130
490 558 -67
12 745 386
202 228 439
22 509 -533
271 741 -693
310 627 -998
465 521 289
593 322 -33
32 720 -727
739 294 990
547 684 611
59 680 -467
758 754 -308
643 41 798
468 841 364
260 28 -880
741 614 -130
644 852 -34
579 129 535
779 719 698
131 149 702
636 7 929
43 202 -478
175 161 -508
25 304 -660
488 750 -239
709 384 -43
401 352 210
580 533 779
860 674 -805
452 474 873
527 764 394
569 613 -153
525 614 15
248 167 -967
189 300 -399
528 647 -385
637 618 732
156 777 478
482 210 112
475 671 651
23 346 -93
414 835 -525
211 360 -103
726 22 83
703 763 22
782 121 926
538 527 -557
467 706 853
744 666 -971
274 600 -988
368 544 118
352 651 687
352 133 625
363 658 449
1 720 -534
469 764 365
343 775 215
625 447 246
618 515 46
363 581 -624
476 86 -17
196 139 275
266 776 -204
698 582 159
421 61 830
475 860 922
115 130 -121
394 621 297
280 567 -770
174 663 -532
620 126 846
151 112 -450
648 384 -298
177 4 -494
558 521 -753
754 579 842
852 757 308
795 153 410
413 580 -579
356 268 -716
55 157 -389
339 109 -96
64 170 -527
103 376 419
763 495 379
231 264 837
670 534 -181
415 416 255
198 735 18
359 264 382
710 206 537
202 790 222
613 428 105
213 508 -975
419 835 -376
536 698 -695
361 408 -140
418 248 -551
777 132 -160
640 566 -327
463 419 -992
864 473 -851
202 423 507
69 342 -455
605 463 701
453 135 177
184 35 -617
699 862 885
649 626 -402
735 94 967
5 146 723
230 26 -563
183 381 742
756 678 -738
291 259 -673
198 21 698
189 209 976
598 616 909
517 705 -554
810 516 -177
287 48 -869
710 458 -871
501 757 297
643 624 -782
738 399 -416
859 372 -622
708 235 -110
203 89 -938
64 764 -808
48 743 184
630 259 533
309 286 332
37 568 531
318 359 86
762 71 -313
735 119 -865
71 59 14
703 186 152
113 563 490
453 100 969
536 129 66
221 297 459
11 730 -345
14 646 393
799 660 79
634 579 -423
431 283 -259
749 637 209
718 140 -877
89 119 998
750 439 -744
814 147 -793
705 395 -517
84 289 -490
172 850 -6
501 150 246
688 505 896
380 242 -394
292 747 807
717 374 -81
251 604 -927
845 483 -584
767 71 -811
689 639 -314
474 266 153
760 285 -354
725 675 636
31 218 883
767 625 -632
192 79 -28
550 38 107
465 300 -847
129 107 385
721 862 -207
182 699 -287
306 386 -96
3 341 -562
395 752 300
312 351 475
768 5 -698
471 175 -313
215 823 -531
308 413 -557
203 830 950
592 765 899
26 158 803
103 53 -328
145 82 -800
716 728 -491
304 614 390
264 120 738
410 122 -24
432 756 -160
577 341 571
592 852 214
357 174 172
790 703 -795
31 394 -551
829 207 449
155 706 -112
24 208 807
231 452 -882
635 709 303
427 796 95
347 802 -200
397 456 36
557 292 671
88 603 841
371 702 696
793 142 244
552 577 403
307 37 -573
716 865 -95
689 35 -356
648 346 860
841 814 863
673 97 -872
610 462 -620
699 149 781
757 39 370
374 230 496
147 391 -276
451 649 -416
357 420 -658
561 338 958
134 205 -661
320 678 953
418 61 -2
659 638 -490
142 93 -169
103 335 -943
722 137 -249
722 612 -393
863 776 975
628 25 435
690 615 632
96 599 106
291 721 116
490 606 113
172 536 -202
294 809 -582
595 840 190
76 313 521
568 188 913
629 535 -99
637 397 380
43 102 896
312 820 994
90 681 -381
671 327 355
18 517 -696
716 682 834
58 534 545
615 521 986
321 311 -239
829 308 91
142 813 598
576 832 -63
841 178 395
309 728 39
12 735 124
382 497 -50
830 16 -254
343 115 -57
745 854 232
485 682 436
438 287 -245
491 843 -580
649 358 -643
105 233 -327
701 392 -967
672 423 812
347 434 746
74 286 512
71 491 107
76 558 -75
70 151 928
9 860 -883
497 645 -723
394 672 -245
363 739 -815
454 93 -16
446 778 -262
672 709 -585
859 661 873
25 732 -597
110 508 18
769 482 -947
238 653 -195
391 196 -352
472 97 747
460 619 -44
262 749 481
239 398 -897
819 806 279
457 114 616
43 218 29
817 295 -19
627 464 852
522 385 -682
127 167 870
783 122 -453
849 606 759
164 580 -78
423 689 -640
556 746 -699
787 624 -588
121 181 473
771 27 -683
772 315 771
748 360 -9
64 91 -256
716 787 -921
10 846 535
125 385 -966
772 59 -768
289 214 879
77 561 231
512 342 581
755 825 -914
244 650 -102
697 585 -579
151 196 -668
125 176 -657
87 643 677
154 367 -9
507 857 537
231 97 542
46 15 524
536 158 490
61 191 865
166 474 314
417 152 -383
868 192 -839
106 1 -946
518 54 -45
704 629 44
385 121 698
326 560 171
42 787 -931
795 756 189
462 771 282
257 283 -130
534 507 280
413 277 -122
559 202 854
227 114 358
790 497 173
366 633 -833
473 464 -575
492 687 883
140 687 -785
817 639 -123
616 705 -947
809 793 673
591 670 -396
126 631 172
662 740 -410
88 734 555
133 822 411
350 169 -493
473 731 -992
613 359 425
106 104 169
179 166 77
630 542 785
428 208 364
742 49 -396
604 384 584
783 403 -277
159 673 795
840 754 5
390 187 690
83 123 988
262 329 -754
748 629 481
231 135 438
283 105 601
86 618 -382
10 793 -774
781 809 -322
28 523 196
549 632 190
190 691 -537
178 718 -559
168 185 921
686 531 -98
837 528 -338
832 843 -983
406 539 -218
797 272 339
349 707 336
835 472 671
513 225 71
703 756 662
178 670 -212
770 391 -907
748 190 -331
453 472 -809
682 542 695
227 327 -341
606 305 -306
770 245 388
554 597 -716
319 8 -139
495 393 423
511 206 247
757 264 -38
686 501 413
511 675 -521
256 21 293
781 797 439
433 787 915
667 1 -272
334 844 251
472 329 716
452 559 -870
591 676 -393
448 429 106
636 37 -837
684 711 155
580 542 358
41 394 990
540 267 557
515 624 -848
90 285 -266
511 705 -805
394 837 589
553 208 784
325 60 -477
425 279 -861
413 629 951
482 262 994
297 833 -659
190 441 -52
529 677 187
697 466 -787
189 157 -998
530 127 930
840 623 -967
760 460 -157
576 351 509
618 756 23
74 219 -415
687 210 -334
25 328 696
463 346 318
852 510 -521
375 830 -369
530 60 -21
150 192 -929
641 525 637
14 683 -153
222 94 -723
678 437 222
326 320 -165
636 511 267
195 740 -988
488 733 -398
561 128 790
514 287 51
194 139 -299
782 139 -13
320 783 290
148 218 906
400 506 356
158 855 407
297 274 358
162 802 185
277 104 33
792 85 -183
607 776 151
666 610 989
723 396 377
644 626 -940
336 260 -255
251 303 107
802 147 -604
336 3 -302
660 29 756
190 450 957
471 658 151
714 563 595
131 361 345
281 584 -756
28 358 -711
509 669 -91
273 543 -632
462 732 -745
159 163 -635
184 189 -613
392 616 403
691 772 -920
715 501 881
659 329 399
396 435 611
17 501 408
970 809
11 163 -22
932 192 409
210 470 287
535 553 55
565 462 753
692 897 245
84 806 -805
710 204 -572
800 935 277
585 78 -935
773 124 -616
876 680 -372
241 639 365
265 177 349
705 29 -609
56 539 684
639 366 834
654 807 336
757 130 -754
71 912 924
861 275 828
199 607 20
586 74 247
67 556 -892
384 437 -914
438 285 598
39 970 -616
644 707 307
601 241 -884
82 146 -544
311 615 185
378 603 -80
143 304 677
10 474 497
357 148 19
346 220 -12
808 800 267
924 866 -650
361 675 -259
185 165 908
237 444 30
650 763 -715
117 499 -914
381 229 715
652 123 342
891 472 526
18 76 -380
317 157 -323
770 608 622
904 312 445
82 216 -685
174 546 498
893 373 560
554 502 986
866 420 629
635 166 -458
693 104 -22
241 623 110
716 720 95
582 832 498
781 400 812
808 934 -411
926 954 -480
274 954 847
336 358 -525
150 378 825
652 245 890
234 535 151
350 497 -788
733 32 -725
274 679 -928
126 504 -711
244 562 412
567 315 -108
278 867 -551
785 906 -808
221 262 -788
859 639 839
853 620 138
726 719 138
909 792 487
584 526 805
262 718 -496
555 654 176
390 335 -503
864 423 602
846 317 -718
936 26 362
84 881 -101
608 690 422
617 248 81
173 146 613
928 842 342
96 387 342
967 365 -652
485 253 392
13 377 355
687 357 427
901 256 189
602 324 550
210 843 -278
627 123 53
834 253 977
752 16 -154
164 214 -934
123 724 -367
472 108 -721
466 605 -304
905 380 177
447 389 399
745 719 -555
76 493 92
351 590 -48
749 930 -195
611 237 788
98 404 319
529 676 195
898 242 -452
270 406 -979
758 637 -70
344 131 -653
561 777 250
190 683 -946
788 118 757
821 409 70
375 407 316
759 532 -341
237 46 209
213 546 -501
508 158 215
547 646 166
745 158 -455
649 337 -542
78 566 -979
449 695 339
769 261 -686
557 361 -313
635 844 731
53 456 -7
707 919 -967
407 386 -760
503 784 703
729 454 518
570 177 -857
748 673 55
397 570 -174
413 743 -573
217 815 -840
36 798 -314
635 385 -585
512 316 -25
753 21 -26
548 817 276
638 52 -101
498 780 484
428 378 100
566 343 582
118 298 146
23 538 21
795 186 696
633 232 -437
54 462 795
71 965 -239
394 755 -368
370 80 -784
114 691 508
718 887 -187
788 832 -792
198 131 -882
627 365 454
410 433 525
485 853 168
96 156 -500
540 715 -765
787 677 976
871 793 19
327 570 -238
85 950 178
309 893 -512
119 884 895
722 715 98
55 750 -305
437 884 -763
694 259 292
923 737 960
684 574 651
364 852 -383
565 471 -704
961 565 790
955 959 439
274 850 146
669 502 -95
436 388 -831
113 226 205
80 844 546
224 756 65
173 715 504
103 320 -335
96 209 -223
265 728 -623
188 71 408
948 867 902
460 439 887
872 911 674
837 154 -520
56 701 -635
170 88 969
627 775 436
920 416 439
318 963 -442
99 297 -166
902 174 119
632 140 208
839 499 607
839 669 -290
754 3 831
878 53 -510
719 320 -678
817 266 997
627 494 -542
118 394 796
262 57 88
70 364 318
458 868 211
373 5 694
829 858 -463
116 398 26
114 912 222
667 814 260
907 675 -87
122 330 -962
890 379 221
101 682 -634
644 485 545
295 677 639
514 389 -203
595 152 -804
483 25 -740
173 292 -536
821 131 340
699 354 623
942 158 -14
508 959 -899
590 943 394
118 122 -613
241 18 -431
46 399 406
232 473 -263
702 834 -921
170 185 -347
863 960 -963
92 492 562
464 727 704
65 475 453
959 191 -922
170 925 -180
145 211 858
198 635 20
731 25 836
330 796 729
891 592 461
180 46 -27
236 866 702
404 672 441
151 632 709
299 181 323
197 380 -577
774 180 68
586 68 -623
718 577 53
625 693 -911
486 504 -288
599 588 -369
337 158 -679
81 557 542
794 889 508
902 647 -212
880 545 -58
364 928 664
818 369 -666
139 810 -627
515 784 662
437 640 578
37 776 923
766 284 -529
823 643 13
935 309 -400
465 802 395
341 527 365
788 592 -763
422 610 131
674 629 305
34 323 206
152 906 496
240 520 -335
324 187 -897
722 181 -414
374 395 301
959 850 329
273 448 -908
789 682 -240
604 911 465
452 567 99
453 65 929
120 256 -579
549 704 442
963 748 191
359 570 60
40 683 551
732 534 -303
679 120 -631
405 696 -933
945 297 -717
822 30 723
392 163 540
784 473 -71
498 844 891
866 194 593
824 478 -23
829 808 685
99 371 -335
112 409 30
700 71 -16
585 887 -405
850 496 -517
430 787 738
753 822 -891
461 194 -973
439 131 131
365 409 -842
375 817 90
731 609 132
250 650 301
357 276 -993
466 186 -447
371 683 324
710 748 256
638 706 3
270 322 37
775 197 -804
876 948 316
260 171 855
75 70 -930
584 502 -206
882 960 920
324 11 959
762 555 -327
866 149 53
615 96 -543
174 272 -774
449 865 -469
768 842 -136
470 93 294
956 681 890
616 449 -987
357 686 123
174 589 191
562 623 424
481 929 -115
181 433 518
491 544 448
143 406 -387
805 865 -320
116 712 608
726 182 -647
43 528 -655
533 848 122
566 515 -359
132 158 82
705 31 961
348 117 -636
688 415 794
469 797 -72
483 667 765
344 923 753
951 206 274
69 291 -784
171 123 -969
646 409 -785
246 516 -55
535 700 843
491 538 75
713 510 780
540 681 741
93 434 90
388 91 -237
618 563 -849
327 789 -361
612 787 -13
758 466 -709
298 146 -622
57 815 -879
691 321 -512
188 955 384
761 144 474
30 420 465
413 337 -241
142 360 96
179 834 -363
447 268 509
563 306 875
445 821 539
543 103 -696
907 245 59
654 474 66
806 437 866
585 595 430
347 250 -618
341 776 629
281 163 621
429 385 -557
787 3 -857
892 964 -39
874 813 249
85 928 907
194 113 -198
910 467 418
170 862 -633
84 608 -531
127 723 -823
642 72 -664
226 779 349
52 15 96
837 443 909
5 109 612
301 293 109
359 472 -55
895 322 -399
921 364 720
693 849 896
852 490 142
354 833 191
432 375 646
721 529 741
488 90 -907
749 659 888
358 451 699
810 266 367
968 869 493
139 132 -628
477 754 242
663 555 772
863 416 -453
257 815 -66
898 546 224
196 937 -62
195 880 -476
593 920 776
280 596 16
883 859 -728
737 464 897
119 959 835
779 398 831
182 495 -885
656 637 650
655 733 -695
734 174 116
166 479 -958
751 938 -215
171 535 -415
271 255 625
872 38 -253
910 887 -120
327 410 63
715 78 407
453 24 -653
108 693 989
150 424 127
380 650 -838
332 105 -798
557 966 256
381 292 46
913 118 -642
961 99 -555
480 733 538
908 192 538
523 65 -527
825 117 488
139 727 783
215 325 -963
30 527 -119
413 453 805
44 603 -18
133 559 508
60 304 438
37 634 -120
143 795 710
958 826 -852
423 251 -966
723 406 -397
298 63 -336
803 926 69
232 357 612
701 451 615
196 183 42
145 888 -912
749 88 -792
62 751 505
911 843 725
832 790 224
43 185 -30
881 629 396
450 20 -274
674 372 904
868 827 -751
581 772 415
441 562 -57
13 954 760
688 647 717
114 226 176
290 705 275
283 363 -506
670 805 0
335 625 183
626 151 -991
739 210 494
509 803 -662
472 872 275
828 214 -504
814 107 -657
729 253 963
66 288 472
728 699 704
188 897 -35
765 707 710
354 732 -717
330 225 969
608 479 120
922 95 427
284 568 -839
541 316 -790
12 115 -895
829 772 890
581 703 563
592 786 715
12 532 875
570 621 -702
621 115 -460
263 798 623
530 243 -824
727 558 -501
518 786 -810
532 175 -935
609 307 445
391 587 500
749 145 981
506 776 -414
422 817 983
73 695 467
71 20 -977
133 725 -961
564 423 886
496 344 -845
739 530 -451
693 511 513
271 280 -239
97 664 -183
710 970 -890
869 398 216
294 858 232
831 570 -604
671 496 -315
512 545 -784
441 90 -117
882 670 -126
720 756 -869
766 739 937
868 636 88
917 210 -351
575 539 -609
135 72 340
147 217 -355
332 412 -244
44 523 642
244 784 206
881 863 769
965 177 319
405 122 -5
839 121 -768
717 290 685
785 970 -389
31 267 555
390 387 988
721 537 385
809 43 -366
45 243 605
894 595 -17
381 912 -264
173 488 -163
704 9 -286
167 389 656
790 192 247
943 506 -597
649 589 766
48 530 915
612 649 -915
814 402 -208
775 50 -680
465 463 385
957 746 260
75 526 513
823 613 -236
388 707 -361
864 278 -718
189 236 448
590 419 247
597 945 -522
52 557 -46
848 629 -636
331 557 -73
710 647 -821
42 107 -398
560 656 2
892 93 588
747 816 122
81 792 -599
372 25 453
868 554 301
879 783 275
650 194 -382
757 667 434
966 280 -810
924 826 -528
105 457 -904
115 48 -462
778 700 -368
967 334 -610
923 906 257
52 735 555
397 779 -564
80 684 -719
847 392 -980
331 514 -283
511 78 372
716 203 -657
122 896 -658
414 488 -901
211 67 -296
83 290 722
395 896 -869
908 494 363
830 561 956
864 329 -152
858 104 -398
745 204 -320
568 477 355
662 445 -328
124 781 -607
639 930 -186
132 261 -508
645 105 607
816 508 829
200 456 835
470 717 567
303 162 -359
866 366 -677
51 190 140
595 918 927
343 181 660
824 185 -206
919 825 619
773 626 518
938 510 633
106 213 -676
836 831 -847
489 880 -364
709 174 355
710 696 577
49 504 -715
670 112 -17
154 732 -854
559 255 -973
223 179 682
156 334 547
42 345 873
966 590 -254
19 231 673
705 694 -434
33 558 -630
7 830 141
499 510 168
786 24 -157
543 358 537
221 170 -685
206 791 -956
928 323 137
441 373 484
724 390 -130
826 150 -739
872 193 -692
694 755 313
320 236 -453
589 422 375
826 908 93
638 258 4
675 422 -820
47 59 346
476 210 -413
934 702 7
870 502 180
322 955 113
718 317 -226
96 669 149
843 885 -220
448 31 400
79 710 338
107 558 136
833 18 -460
19 311 -849
241 758 413
845 737 38
723 880 -376
556 480 703
129 496 616
821 308 818
459 308 891
914 816 547
260 591 -421
604 911 442
565 28 -132
930 145 373
363 23 559
103 789 958
838 568 -591
174 260 776
725 170 -650
349 492 19
457 491 33
701 433 633
352 360 -888
513 349 287
150 884 878
968 665 -939
451 519 -447
511 46 -489
953 922 -728
513 793 4
697 899 -937
509 199 -426
699 86 -447
96 543 -494
645 286 -749
411 507 -253
886 80 92
922 388 -515
642 954 -167
428 499 968
431 504 -568
666 656 -514
219 43 369
883 697 -677
528 70 -130
931 791 -54
624 145 -544
350 568 589
382 739 686
77 124 -387
430 325 410
304 83 -526
792 688 585
348 649 515
895 405 -191
917 808 -915
136 385 93
740 951 550
886 522 -88
179 125 53
697 470 145
226 215 190
90 9 -984
944 7 234
736 46 850
585 877 -280
814 735 191
857 777 54
631 712 -34
675 916 -968
582 925 -75
259 809 -835
468 224 -395
664 568 655
21 570 918
174 501 -88
673 776 35
488 838 -540
299 28 699
4 662 87
604 584 14
445 873 -777
433 122 201
596 797 -355
845 353 -905
936 290 958
394 14 -694
54 317 -497
787 774 689
451 121 -174
150 157 440
237 507 -821
721 364 -376
103 602 285
242 355 598
147 475 871
113 838 476
2 872 -483
179 832 -945
20 32 -463
375 286 -478
205 48 699
985 898
176 917 -84
305 587 289
56 743 -29
837 647 508
508 366 -438
417 510 201
176 134 -659
882 463 919
379 402 -903
313 392 784
622 628 -124
887 769 948
256 335 80
492 9 -880
846 848 -630
208 497 -502
971 273 905
421 320 -973
317 698 885
882 603 25
80 456 -606
149 102 400
332 344 -459
795 598 442
700 863 -57
743 563 -321
142 675 87
956 780 403
293 271 -163
566 414 434
782 804 -387
298 600 -629
325 636 10
960 353 252
652 796 -643
956 138 -644
781 71 -25
855 59 -942
208 615 751
106 566 78
472 42 900
129 825 -342
238 496 -957
183 11 908
870 605 -934
111 196 -825
635 530 -267
147 455 -264
142 722 -613
578 135 -541
113 514 481
275 504 -912
209 521 54
735 230 979
692 427 308
491 534 -737
65 670 156
980 928 -534
14 870 820
844 796 -623
571 27 497
951 807 -619
17 926 215
891 445 -821
614 139 -446
417 610 540
623 952 -799
149 680 -137
630 161 -806
149 614 500
49 819 -789
385 129 -173
368 405 -99
170 975 910
170 449 -485
685 486 -438
678 15 -213
82 942 -169
913 594 739
431 188 990
908 200 359
804 11 533
74 574 -194
20 928 -845
648 208 -173
216 703 838
958 205 5
139 515 756
426 313 117
661 779 249
906 149 -179
462 662 -774
305 365 412
104 64 997
934 522 361
384 539 -579
294 577 -166
404 781 -4
591 812 -733
855 799 -607
5 97 -64
376 184 -197
474 557 144
807 49 515
559 345 -764
297 964 -488
269 36 159
117 558 852
597 779 289
530 59 -789
95 193 -242
766 428 991
369 488 -468
242 921 -694
704 48 607
766 483 523
345 809 -257
74 491 -505
585 328 553
504 312 694
407 43 861
475 645 -115
238 858 -54
706 194 -869
906 84 -538
790 619 917
570 620 933
747 8 211
915 712 128
235 889 873
353 833 -828
387 434 391
548 330 -588
964 783 442
549 41 -370
507 442 532
848 983 101
418 603 726
25 829 260
733 287 -166
939 269 592
498 77 -819
608 278 387
927 838 438
620 853 83
807 232 724
238 741 -152
222 819 652
311 705 -905
770 197 -960
241 78 -428
444 760 568
751 117 -637
461 106 0
761 607 630
460 286 443
454 740 -112
431 205 -516
670 137 634
497 551 -249
426 284 -614
264 840 -488
666 273 -341
943 748 -797
65 67 510
972 758 -71
530 945 -898
767 558 228
44 74 996
424 697 -994
82 501 -313
736 367 296
868 796 540
489 19 790
706 761 705
984 773 -504
30 635 -538
450 834 205
368 219 246
349 948 -840
144 732 -700
111 876 -547
669 644 582
609 142 21
553 391 626
407 415 654
372 576 -978
66 68 -83
815 405 -579
267 634 811
510 449 658
955 345 856
179 962 725
668 722 113
763 533 -583
843 656 305
734 929 7
781 121 -193
580 59 -513
702 380 -667
541 612 391
732 52 549
949 220 -147
844 324 377
346 852 -739
791 617 -182
680 98 -933
270 478 835
921 568 985
77 347 -994
219 181 -433
17 600 768
35 692 591
111 4 -649
257 241 648
94 571 230
863 510 -894
624 164 -732
473 625 597
235 478 470
955 328 641
425 854 -520
335 43 -962
397 383 821
586 674 274
900 413 -953
146 131 353
311 129 -113
816 964 184
173 121 -801
92 928 -913
840 750 66
402 414 -14
204 977 887
377 268 636
119 829 929
183 790 903
175 560 448
903 880 487
732 649 -186
723 129 335
142 893 956
377 721 -416
404 657 -882
537 360 -847
837 441 -485
57 844 234
92 880 -23
412 660 -553
939 763 463
644 510 117
81 542 925
213 853 -439
424 892 -282
536 626 -489
248 223 -701
438 307 -203
900 470 -253
447 606 -736
903 115 349
68 296 -996
623 775 -385
707 775 -960
554 763 -8
241 977 -196
754 116 662
343 273 -192
855 53 -475
323 605 452
277 177 217
572 685 202
296 64 34
965 434 516
168 949 943
180 564 141
480 573 718
769 254 261
677 722 -244
490 835 -12
833 636 773
701 478 -24
838 911 -942
812 150 797
338 174 -860
414 850 194
138 111 -453
343 88 229
161 424 729
243 185 599
968 570 -538
72 501 264
285 979 -846
350 172 -937
529 244 -849
965 716 -459
531 35 -356
953 838 -518
466 593 -262
411 821 -799
427 164 -115
273 434 -137
825 84 -910
28 740 110
154 405 690
741 569 337
901 469 441
132 189 -865
331 499 413
718 325 301
248 401 672
719 654 -76
184 305 -822
553 607 -363
645 940 -436
336 547 243
788 976 192
955 713 821
86 583 -300
706 911 -282
750 579 -588
735 619 607
856 558 -140
156 34 988
259 493 -607
37 266 340
347 545 536
123 139 215
838 661 -829
45 81 -646
296 592 -550
20 892 605
680 138 920
9 220 566
69 109 562
796 376 -108
757 860 118
417 921 893
721 911 -496
198 235 874
921 482 -700
60 951 208
367 557 671
322 639 -289
423 621 -979
615 4 -397
697 376 573
899 577 634
438 687 527
596 851 -32
501 526 -507
938 419 -186
16 454 170
681 916 -358
205 281 569
142 53 -548
678 750 -21
609 876 661
545 823 -698
108 516 954
809 523 725
780 69 481
579 448 832
915 53 52
373 56 -960
829 924 158
629 827 599
233 308 862
28 913 120
185 333 95
925 15 816
680 72 -853
45 848 -764
123 796 -471
388 143 -818
594 789 456
241 644 100
295 105 -510
843 822 -565
6 775 54
511 777 -165
910 811 579
832 379 683
375 550 229
425 39 -659
519 383 -224
415 452 842
30 575 -974
774 666 -617
862 152 397
189 204 631
860 172 -595
636 781 169
715 303 -215
867 406 712
112 671 643
647 462 411
402 427 588
972 252 130
643 604 -719
18 698 -583
861 582 -529
532 338 551
116 61 905
949 574 -857
405 123 566
559 260 -92
752 842 312
8 878 -150
544 562 567
605 803 -713
520 138 -448
847 409 -413
908 583 117
391 890 736
835 808 645
854 584 204
138 203 763
12 326 -573
24 304 478
82 927 932
562 647 -790
679 710 -461
688 801 -394
791 124 204
804 74 -719
600 814 972
880 317 -772
265 327 565
146 742 -509
441 204 -221
428 856 602
43 290 10
254 783 738
417 582 992
201 217 -77
415 666 -961
596 340 -316
719 295 -567
843 841 -181
834 103 557
889 977 -285
60 459 386
728 144 -945
164 79 301
472 50 724
406 62 783
