8953 28291
7617 5831 164
2928 3785 -394
6923 4393 -46
509 4066 -978
4315 866 51
3121 5930 471
7218 7634 552
8103 7429 -543
193 3102 227
7750 2617 -335
5881 2335 52
8447 3237 -55
6635 3200 -166
7688 445 -67
318 8014 -810
7636 3477 245
5625 3443 787
1489 1997 215
8562 6167 184
2337 1937 -98
1055 7064 -14
6158 3632 153
3594 6179 -605
5310 3820 -649
6271 2414 -559
6495 4511 -493
7715 5983 252
3544 1084 179
6396 5893 584
404 5947 713
2514 2831 -290
7808 7242 -348
7548 8554 765
8825 6634 -452
5352 8479 304
1260 974 -764
3780 3264 -98
7560 3275 870
3230 3325 932
211 246 340
6741 3407 -736
6346 7745 -925
3531 5752 314
1172 2581 879
5583 2648 -118
5885 290 840
8764 2602 -96
1463 1743 -136
2029 6192 -393
6936 5564 203
78 945 -459
3684 3610 -247
7069 8447 789
8669 7093 -670
1910 2583 -662
5444 4734 748
5556 8182 114
5247 8503 316
1928 2721 658
3023 6493 434
1103 7190 617
3281 7057 85
5751 6903 435
4926 7370 -433
233 2335 735
4060 5975 248
3092 7819 240
8158 3306 407
3258 832 399
7921 3602 942
1564 323 -51
421 3556 -313
379 8121 327
4037 8046 -502
8604 7303 -928
2643 4559 -327
8477 5404 300
8259 3858 536
6843 6108 299
59 6532 446
1454 2373 38
6301 7004 -890
4840 4040 270
325 5655 -91
3071 7890 -489
6374 44 -376
5949 1703 -157
1968 8008 -849
4841 2832 488
5238 3069 194
7946 93 -760
3542 7992 -842
2997 7905 339
3089 6469 913
5424 6167 679
7179 1363 -683
3200 1064 336
6483 8553 -128
4229 4791 -150
5103 4625 -507
3758 579 -988
3626 4999 -350
1520 2795 754
2283 7269 -152
1644 5901 941
6402 2724 -771
3900 787 502
8459 3666 967
662 7621 586
4343 5118 864
1047 8250 632
370 481 998
1036 3050 -934
4028 2352 283
4884 3752 -756
2460 3702 647
2973 1143 254
6263 8423 -482
7544 5563 806
7690 8574 -422
8729 7490 -57
6558 889 -336
3603 524 858
7086 7380 -818
3855 4775 264
8887 1354 958
6114 5404 -678
563 4539 -258
2251 2949 984
739 5762 380
283 6690 112
3488 8795 391
1914 8876 -571
5564 3169 607
4493 3207 -785
627 6059 38
593 4379 349
8420 3976 -114
2647 6985 363
836 3665 -677
321 7343 917
156 5260 -238
7555 1258 150
2860 2224 -623
8894 7374 906
1912 2734 -475
6806 6298 989
2542 5425 19
3182 3938 340
4695 2900 -447
1249 4471 595
8636 597 -429
4446 1057 716
7552 1165 -133
7528 4833 299
8041 7119 989
2425 8431 720
8077 5706 390
3350 8576 -326
4591 7695 104
4697 1813 947
4840 879 899
794 4637 -79
6878 2 589
6556 7014 -432
765 3678 980
345 5268 -697
134 7860 69
7668 8267 867
7782 6803 936
1258 3714 818
3715 8682 604
5796 1706 -791
5737 1080 767
1801 4768 233
8724 2831 650
6948 3740 -268
4062 3335 -229
4950 864 -876
1610 4889 766
4838 3441 -370
3004 1460 -165
1130 6376 -463
1771 6324 -976
8021 400 875
2496 7084 -63
6681 4488 -107
7872 7073 -578
2074 3034 831
2228 583 313
4176 6000 848
7326 6849 796
3704 6939 -52
7153 7509 -416
6357 5958 -656
4920 8884 -855
7836 5677 -353
4102 5202 -624
4748 5407 -15
171 8436 -758
2506 5670 300
4063 5245 -771
4524 8308 -196
3035 3703 -332
6983 1170 -274
2146 594 725
3993 6895 -873
6270 7225 313
5446 5175 244
4400 6838 -725
3972 306 -894
1628 2133 -716
2294 8135 -344
3302 1216 653
7581 8705 980
1117 7862 -126
7116 100 -169
2208 6765 443
6174 2633 -197
1069 7058 942
8169 2452 -545
6446 8414 785
5342 6144 -931
6358 2712 650
7178 806 -131
2935 7564 -429
773 7451 403
8951 799 94
2589 5852 244
7338 2365 -459
1656 2547 827
7158 5347 712
269 4983 -876
129 5865 -743
611 8213 -671
6806 1729 -83
2722 6172 -279
4283 6281 -357
8274 4772 729
3551 5467 -730
8387 4576 37
5306 3930 140
3452 4876 937
8674 2717 649
2323 6949 500
5292 6455 640
2502 7725 331
6762 1773 401
8890 7687 -391
1312 2236 656
1486 5092 -262
6937 6220 760
5027 7692 615
7874 8146 628
1668 6770 43
7192 8703 987
6620 8500 452
956 8261 -562
8754 7949 -527
3774 2875 -838
7377 5617 -853
4052 1881 256
3914 1107 327
3216 7476 -751
1857 8397 692
692 239 34
4038 8314 -380
3408 5578 -491
3123 4838 -492
3393 709 369
8642 3913 567
6394 7496 603
2446 2639 840
4557 3772 213
129 8200 519
5904 1214 431
8527 7138 -805
1805 3908 -111
2336 5765 846
6691 1653 -618
3005 1477 -726
4059 4507 474
7675 22 364
672 719 849
8566 3845 288
2476 8745 894
3662 6300 731
984 5468 140
6668 8604 42
8009 5287 -833
7117 2535 -609
291 4574 -235
5845 2371 -783
1859 2846 750
6098 7845 137
2655 898 336
3705 5191 -998
5230 8683 -714
6963 7336 -199
2530 8457 -53
2642 5018 973
5336 2043 -289
1675 5545 -644
980 1933 297
7945 4445 290
2735 2029 577
4413 2422 -791
2043 3681 431
8446 8082 478
7180 5180 -688
811 1517 312
7617 7690 -926
169 5509 671
1732 6794 -20
7735 4266 144
8416 5565 -99
4442 3209 -446
8849 1428 -60
2141 3444 -904
3053 3437 758
1670 8621 611
836 3428 656
6524 6993 -562
3202 3399 415
492 2597 54
808 2913 -764
1409 5816 427
6078 2665 559
5784 1265 -159
4465 3420 409
6366 4622 224
1451 2839 -399
2091 6274 976
1328 4914 774
1609 749 424
6851 663 -236
3938 2689 -968
8834 6571 -288
8022 3397 864
4351 7088 -639
1388 6337 32
7931 4305 36
8007 7598 125
1248 3662 -381
1397 5164 762
4089 5607 -284
6632 6958 -664
8615 5943 -758
2063 6771 -438
6998 284 -542
7057 6139 -294
7612 5557 715
1460 3571 823
1566 3011 466
2807 1686 652
8413 3756 537
8941 7205 -277
8575 7045 -410
4552 4148 -710
3813 6734 -679
5914 7492 323
4292 7015 -563
5329 3810 504
8289 5492 717
7378 3160 161
3082 5676 25
5333 8747 444
2413 5360 -992
1769 7597 -31
2761 2220 116
933 6222 574
7305 6672 -676
6919 4568 41
6382 3307 -596
7829 3373 -736
3955 8872 808
5588 1324 784
3084 8096 295
5115 1976 -234
3549 1631 457
5889 8538 -699
6066 7917 -664
3676 3591 -591
1717 153 -929
1560 1992 -377
6023 8861 465
2049 6495 -945
7989 7625 309
530 3259 -471
7230 8286 489
657 3337 680
5803 4994 -419
6236 5675 -808
1176 1750 61
1399 5288 831
3663 7984 -485
8837 8663 195
8869 1553 398
6932 8694 -205
1352 8220 -47
665 2305 482
748 6412 798
8671 4707 -246
4880 997 561
2161 6412 836
1740 617 -637
7191 4548 -602
4886 8813 -158
4807 42 428
8738 1139 178
6569 7054 -320
130 3463 -363
1120 8939 -938
6367 1783 -254
3745 4981 833
5260 6749 -330
8876 717 649
5434 1996 -371
4146 4273 761
8182 4520 -803
2322 7574 -831
5246 1666 -819
6908 853 -447
6558 1783 323
6429 6434 -536
4701 1718 957
8320 5999 -564
6126 5495 -473
836 7374 -513
3853 8351 -931
6528 3754 895
7418 7799 -140
7784 7708 247
30 4017 -95
1278 3016 143
3095 6384 -751
8855 958 -96
1707 3989 -693
2097 1844 -113
5303 8126 -88
1185 2014 805
3121 5133 -217
5200 5845 891
1108 4128 -343
4081 6416 97
5171 6631 -759
4119 8684 -472
4477 196 -317
6640 3708 -844
4830 5108 -455
8278 3730 445
5590 1729 301
2821 2739 928
7067 2194 -137
1924 2529 -780
8845 5908 -611
6226 7109 603
7418 8270 -472
7140 5320 -324
137 3936 260
5508 8205 92
7827 6416 -381
4572 6025 -757
3671 4455 441
4027 8058 405
2165 1247 742
5740 8714 -310
7747 7229 665
6296 1654 -269
7996 1193 -551
927 6666 533
1570 4152 -750
7422 3156 -997
8553 4998 216
1539 4215 577
2588 1442 -988
2750 4321 302
7118 4494 778
6680 3695 76
906 5573 -907
6406 1903 65
3984 1900 -322
3009 2410 629
4099 3596 -754
4245 8560 -106
6801 8775 926
5174 1198 -375
5453 1677 -252
3812 5121 398
739 4177 736
2317 589 533
8385 8600 297
3679 4436 -919
4647 5306 200
6303 6120 214
3982 3213 -618
2996 4939 -696
654 5275 -801
3995 3882 718
3971 1119 823
5912 2238 966
8725 7362 979
5666 1115 -778
6341 6628 -811
3098 6140 -564
5801 411 -456
7833 8003 18
6613 3888 164
2013 2898 -388
4754 1620 -916
1372 4478 -837
6530 6306 -769
2373 5793 -776
8718 4056 -35
6000 1338 -397
4426 1213 -566
8295 8842 249
8646 1295 -249
487 1180 783
423 1630 950
3885 1406 977
7251 8654 -925
7768 50 -235
2651 8429 582
6913 8924 -451
398 5339 250
1912 7186 640
146 4549 72
5348 7558 -232
3389 4755 52
3974 4253 694
1177 5186 853
6132 6937 -929
1632 7810 186
6676 2242 725
5167 2034 424
3226 3846 260
7226 3997 -748
8852 4643 -363
3723 3094 940
6123 6412 699
2794 6651 46
8506 8163 -194
2946 2480 698
644 8014 437
2716 8468 287
3699 6861 701
6760 2901 137
2624 5709 621
2141 2132 -530
5957 647 780
2093 2163 721
1527 8175 63
4390 1335 -617
6890 7808 -633
7893 5757 -840
1275 2827 249
1441 2585 538
2400 3295 972
4485 4462 -658
5478 6472 824
665 7283 -717
1502 164 383
1797 1722 -633
4501 5128 -997
1789 3936 433
7791 6194 -609
1326 6271 -804
4621 152 529
7881 6409 -485
7474 1578 72
6221 6237 -152
4723 2409 -922
4106 1538 245
4426 5562 -968
2782 8768 -635
8292 2966 -890
5618 7165 814
8224 2402 -589
445 4075 149
563 1473 955
4081 8028 957
6862 1488 387
7132 3736 388
5760 932 408
512 8825 -161
2834 4337 264
2938 2400 450
301 7513 -666
989 2282 -709
6399 8794 -185
4273 2130 -376
4241 6341 627
7450 4732 860
4676 5001 865
2701 3441 -439
492 5422 -704
2828 4045 797
7002 7158 285
4939 3019 -755
2274 1369 311
357 7009 780
3546 1453 -998
3703 6847 182
3371 6616 49
4908 1052 640
6652 3666 -45
6217 4499 350
4885 7617 187
4657 8394 -497
179 7182 -43
1085 5452 -592
4676 4274 -329
3942 850 -543
5260 6446 -84
5846 7324 385
6836 5434 -440
6844 3161 290
3852 4681 -241
5500 5614 886
1502 30 791
3012 95 595
3996 5058 339
2870 1382 487
2696 678 -362
8359 676 -274
5329 5018 877
2942 3250 -856
1119 2956 886
1621 2481 -76
8339 8624 694
2160 1613 127
3067 8271 63
6907 5304 198
611 3733 -761
1986 4031 -167
2194 2792 -267
4288 5228 474
651 2201 -43
153 8316 -90
1989 601 -447
7537 6193 -310
1636 4317 697
159 5665 165
7500 6173 973
2010 6424 125
7941 2831 740
2509 3604 -883
6712 7197 489
5959 3943 50
581 3391 -41
8903 57 -963
8335 6520 -594
3471 1910 -31
1127 6172 -286
8621 4305 698
1202 5347 -529
6352 7371 -8
437 3620 581
6746 3591 -109
5494 2942 423
7637 8871 -241
1302 5239 -741
1211 6083 -644
6559 5877 -1
8164 6746 314
82 7485 77
1398 3362 -799
5237 8632 -597
8664 7695 486
2507 1008 771
1063 6363 -109
5806 6606 710
7738 6363 -123
7420 1874 -421
4617 4814 485
2745 6000 423
8258 5940 38
8442 420 -244
7399 7729 -100
3861 4898 -351
6724 8409 -368
7401 7543 -987
7816 8313 -611
3477 1592 -901
8951 2174 893
492 3882 872
3602 2557 791
6943 4677 -639
8557 8247 -262
2790 2581 -759
2411 7127 97
6929 8186 -733
7383 2418 -732
1266 8727 318
4601 8864 -954
8702 8105 980
3668 3226 -772
1388 4316 620
2050 6312 -189
744 3977 -340
6408 3642 796
7313 1569 175
3344 8725 -569
1107 5750 39
95 1345 -905
3423 4338 91
3446 5701 407
344 1621 -584
542 2054 -215
5568 6358 748
5615 860 3
5841 8712 -769
5897 5643 -672
2636 4219 -29
2915 8722 474
5075 5228 974
1196 3455 -443
240 3161 -84
1205 2940 997
6280 532 -363
2842 1770 -464
1227 6531 37
4625 4505 -419
7465 2027 -680
1461 5978 801
646 7184 -528
3902 4805 -494
8580 6961 19
7176 6345 -35
5048 8448 -287
638 2111 -3
5474 6384 -171
8172 5460 775
704 4100 216
7168 856 864
3467 6075 -164
3769 3746 -85
7832 4230 -516
2904 114 -127
4725 5829 742
6783 5545 -598
729 4244 635
6521 4850 574
8406 3836 884
855 2243 848
1123 1008 386
8462 6882 -795
3389 5418 739
1158 7572 801
6775 3607 -329
1721 8070 -791
3618 6933 332
1781 8068 -224
8345 332 931
6836 4823 -650
3669 3110 -832
4895 7287 118
8473 6160 -201
6166 8211 -270
7346 2059 603
466 5881 -626
7834 1944 674
6008 766 811
4159 8757 82
89 5663 768
4718 7434 -914
2890 6024 189
4138 1183 119
3229 3371 -730
2811 953 -710
255 1193 713
7500 1118 929
2144 5001 -850
4223 129 -874
3406 1881 187
7754 4346 -801
438 1958 -352
8580 4948 554
1595 2928 -716
278 2862 -100
1021 8623 -206
4093 5646 361
5439 8022 -683
2670 6062 -392
3567 2845 47
4803 3206 48
8398 6248 -740
4505 1543 843
6001 1829 496
1494 8660 -638
8634 3825 -104
1365 7286 941
2473 1075 157
8560 4336 601
6378 4359 -836
4873 1550 -467
7727 3354 -63
3381 8644 -140
3896 7248 -122
143 96 916
7961 3112 126
1130 3574 -461
7384 303 -157
5546 4383 563
7866 8713 -711
1350 5322 -292
8505 3013 376
6408 5942 593
7745 823 37
6312 1766 -12
5632 6241 389
1984 1037 -608
2255 2909 128
2550 594 -871
6736 8257 452
4432 778 -517
6883 4710 715
8282 967 39
8127 6095 967
2070 1849 -472
109 932 724
6324 5132 426
508 7592 -758
3881 2796 361
8369 4899 -227
6177 8069 -373
3469 5479 366
3896 1807 297
104 154 156
4603 8168 940
2470 2582 657
7582 8356 -163
1544 8907 -546
7851 3460 789
4455 1194 790
6500 8757 428
3374 6624 61
1339 5626 286
7215 4645 -731
8653 1878 958
4851 2438 -972
6046 1080 636
1775 3196 -55
2300 8578 250
7812 2160 144
5318 5555 34
7956 7742 114
2906 8944 -532
2057 4671 12
5029 6219 -571
8293 4712 874
4479 7739 -251
6964 8769 -705
6557 7527 -126
1092 3639 -994
1236 3725 -530
5688 5205 -883
2785 8896 -399
6586 4725 764
1647 5251 -224
6011 905 675
2910 1130 668
8170 6154 238
7131 3756 943
2209 2827 -23
7587 4729 -164
5929 1724 -996
5380 8003 63
5949 2514 -996
7900 8903 -647
2444 6095 -365
3224 7463 277
2644 3704 -917
2871 7296 -814
1416 6504 456
5639 3879 272
5375 3519 -984
194 4372 -362
752 7430 -645
2849 1383 348
70 7958 -921
344 5422 -302
5860 7268 13
988 2524 240
6058 7693 212
6070 2361 856
848 5844 73
7394 4277 -821
1414 6621 774
2483 5432 825
3735 6441 -187
7242 7409 269
7338 199 -302
1077 4508 106
3050 3825 727
3987 6949 -296
292 493 794
8538 1044 -193
6849 4241 -772
1260 3333 228
6160 7419 -375
4241 4810 -41
3588 7973 -689
8269 4414 758
7866 2525 -710
8121 1923 730
2138 4987 454
1485 7432 -121
3213 1879 -360
2790 4579 -776
4503 3033 669
8622 74 66
1872 4144 -367
6398 3710 598
6901 5850 -920
6369 558 -911
2396 639 -956
8468 5982 834
4889 5184 -949
4190 5561 246
4883 8898 433
8807 7494 -840
1826 3802 170
6647 7175 -641
7219 4817 -675
7421 3168 495
7585 4184 21
7824 6275 -401
5138 8262 795
8389 8815 -332
2564 3303 -791
6090 5099 -78
4977 7932 382
5034 8819 569
7426 1919 114
4808 8104 -698
4965 4834 -146
7609 2951 1000
1603 519 -811
7927 4237 995
3434 1446 534
3972 3537 -783
4320 1713 231
8582 4907 569
6680 3884 -388
1375 8374 190
6474 6949 -854
7469 1359 376
7079 3807 404
4841 2261 -646
5925 8049 -479
8950 8300 -832
180 8459 -412
2996 4251 -984
1174 1385 -778
5905 1224 496
362 877 985
6089 3996 436
3791 5684 -890
4485 4406 68
3839 4761 912
6854 2937 908
7099 6578 -434
4149 2722 442
5380 7836 -28
6211 6154 -699
5761 6097 849
3501 8053 -773
4863 315 -124
8120 2541 108
4772 2987 475
4369 2520 383
5444 290 619
7217 6612 536
5628 6470 -183
8482 8018 -66
1339 5867 -544
8193 1342 859
6565 4149 682
5410 1929 568
2406 6105 -905
256 7566 -794
6092 2999 455
111 673 -796
5065 8055 -291
2347 2325 904
2298 6192 356
1863 6157 642
6890 7207 828
513 3045 -866
3881 2124 579
394 2289 -430
4386 795 589
2285 6701 -970
5076 92 777
3731 380 17
7290 4704 -41
443 8875 484
7295 4268 -284
5197 1281 -814
7941 8551 -695
405 5033 -560
4441 8399 -299
6669 7371 -532
6583 5727 298
6236 2000 -729
1620 4496 -48
461 2713 -258
530 8182 756
8821 7444 -77
1221 3246 -130
7227 2365 -562
1436 8699 539
758 2171 504
4447 3972 -643
6215 4327 16
3926 5370 714
6847 8748 11
3980 6416 -767
5463 3262 390
281 2014 -41
2243 525 -897
70 93 -861
1152 3168 -126
3585 4649 -771
5474 7933 -273
2624 2226 -198
190 2052 -598
1457 974 245
3475 7043 -363
5832 381 910
8925 7788 -260
14 2184 83
5034 8123 -134
3953 2821 799
1890 4923 730
7151 6031 181
8273 662 852
1697 3137 -350
5016 1487 172
2564 669 143
8430 2809 -529
4096 2793 206
4257 5963 -183
5619 8854 159
5664 1673 838
5629 6634 -817
8759 7133 926
242 997 178
6568 7351 994
998 6156 102
5164 551 -176
4048 1867 641
1576 8685 486
8244 383 -917
3612 648 981
3065 7061 -52
3575 5095 -281
1149 784 -505
8012 1506 561
4785 3259 713
8656 6917 -217
489 2537 599
3742 4511 230
3046 5584 401
8344 5652 490
82 1334 228
5571 5503 1000
5433 4554 -69
7495 4434 -635
200 8384 -495
1946 7632 -625
6731 116 951
7431 1115 652
4549 5981 -358
5395 2722 653
7459 6866 412
7442 4710 940
3845 6359 269
7920 2797 349
7082 2186 571
4290 5476 -806
4203 4480 -371
4473 589 -959
5815 8467 76
2280 172 516
2314 2400 49
4691 4134 167
3356 1752 693
988 3970 526
1364 6225 751
2130 2042 -438
1929 4509 845
6807 6018 -323
7350 1849 368
1335 3481 -318
1518 4217 755
3899 1220 784
3926 5800 -622
5089 2247 -726
6029 7544 540
2282 2901 445
4480 6314 -411
384 1289 458
1314 778 834
3132 450 -944
1283 6377 -291
2455 5171 -655
8131 6335 316
2296 4148 -677
1147 2076 171
3947 4895 243
4187 5155 580
4530 3933 971
897 779 -568
5231 3638 535
5379 2331 -747
6724 5959 -382
5071 1806 333
7865 437 907
5091 6052 18
3483 3151 -466
7034 2647 -786
2738 7174 -513
2963 1032 -969
1763 5510 763
7633 5934 747
934 5945 305
883 5015 -248
1623 5148 -100
2588 309 -519
5505 5785 747
2814 1026 688
2757 8323 -418
6467 3392 -775
4783 2633 -639
1630 6157 863
5611 3273 -206
3746 2325 305
2196 769 -154
3445 6520 199
8253 4491 -22
7917 1645 -783
3701 2328 -695
7283 898 -898
6665 4326 889
7892 636 411
7476 3191 -365
4186 3115 502
5684 2738 419
3613 108 -391
3285 4068 267
7602 62 378
7241 2308 -304
6183 8313 488
5345 7579 -728
2217 2673 443
338 2258 3
6119 3506 -182
6733 3347 555
4690 2852 -169
143 3062 -749
901 374 186
8371 3855 625
1547 4408 -867
8790 3008 -932
468 7624 250
3607 7493 -977
3053 2933 -938
162 6157 -12
4166 5142 -273
8656 7478 241
975 2385 -128
7131 6498 -646
2071 1213 232
1027 1548 -598
4981 8835 526
2370 940 -667
3794 5452 -15
5026 2133 461
2070 7112 -953
5265 750 155
3460 7013 585
8042 7693 -915
468 4855 867
7525 7042 134
4668 4570 -429
4853 3489 -855
8823 8032 -266
1761 6364 638
5015 3898 -51
4053 8214 386
3987 5009 926
3025 3158 311
1968 1868 196
7136 6779 -886
2961 5925 -783
6166 1906 788
907 816 281
7339 8676 884
8617 3245 546
656 8439 -660
8613 4342 -399
4535 8307 53
8628 7422 -762
8233 8794 -948
3717 7030 -612
6371 6343 141
758 4028 -52
8057 4365 -786
4384 3335 -680
6705 4342 -187
5225 5235 958
2579 1049 924
7529 1123 246
8033 7538 538
6482 4005 647
1352 6657 580
8489 3142 -138
1418 6844 -653
1078 5013 470
4737 2906 -446
196 7696 -379
3685 7615 691
6782 5427 844
1299 3808 -518
6812 5512 -644
984 7486 -657
745 6523 898
7371 8077 878
6262 1717 295
3152 3608 600
5213 4997 952
503 1699 288
3536 1726 -671
6100 1495 785
5325 1980 999
693 1469 -301
5595 845 -258
1862 5944 -673
3181 6887 194
2953 5214 -169
1570 1811 988
3828 8738 952
1931 3606 706
5350 5301 980
2192 6722 802
8714 7598 -813
3421 3127 -638
7582 487 -858
1655 16 -277
7555 60 816
6252 4528 650
7285 2294 484
7490 2262 -128
3260 1776 714
5500 4140 -960
5641 3647 -637
8288 3092 -706
6913 2918 866
1128 8419 -365
1104 416 291
3735 4605 -60
280 3857 -196
881 3739 311
6983 7920 887
997 427 -279
7878 2018 279
6113 612 786
4264 6851 637
3169 1819 4
4213 6717 -619
1663 1634 -537
6684 5089 435
7289 7503 349
1261 3630 784
8465 6229 -286
837 1370 -566
7058 1245 -663
2327 4462 238
7954 4891 26
579 932 111
8347 5866 1000
3770 5405 -729
7990 3511 -521
7924 8638 476
6522 8008 -729
6253 3974 960
39 7816 -119
7767 7733 -676
2855 4500 -207
800 8583 973
4823 6403 151
6234 4947 -826
2704 2177 401
471 5165 -737
1527 4581 27
2962 675 -252
8557 2097 -176
1914 2330 -981
7249 7906 -673
1836 4792 -675
8035 6577 714
8885 8332 -43
4120 5297 166
