8552 25325
7005 3069 -266
2362 3670 90
3511 1341 259
988 1787 -456
4620 6610 704
2689 4935 400
1411 770 -709
567 2635 -531
7849 3350 -106
6313 7020 657
3246 6216 431
7002 3720 -71
2258 2090 234
191 2482 -31
3218 6546 680
1569 2868 -73
4815 682 985
1156 2793 414
3122 6686 -877
8163 875 -152
3478 345 269
4454 2780 -618
2968 5962 125
190 7480 -743
4063 2895 679
5043 3036 -147
5246 5749 -786
4110 4990 595
6138 7907 -343
2701 5587 258
5494 6860 -739
7532 215 -907
5811 763 524
5978 6390 -266
8497 7292 -765
5718 924 -407
8532 7840 -48
2463 1916 67
1589 5239 940
5031 7476 -320
6557 6088 944
2272 3428 -818
6457 4294 824
5035 5558 -511
5147 1260 65
3571 1878 986
5374 7859 745
755 3005 -729
5127 944 17
568 1866 -167
1900 7225 -102
2112 2979 31
7831 6240 32
4463 1988 -902
2520 4252 -727
7847 6188 -25
1126 4145 175
7752 3404 7
3990 6710 -391
4373 3574 -23
138 1704 153
1064 2211 753
4153 5979 833
3967 1278 -584
7123 4615 -668
5049 3694 -44
1961 729 486
3584 5569 874
8110 7673 259
3217 8530 -515
1446 4698 -256
2857 2235 -143
6207 7243 179
2897 7983 93
851 7267 -2
5470 4857 408
7796 4040 -68
5897 8304 -514
6306 6823 574
5505 6024 -544
7948 5426 -140
4645 3174 512
2617 6178 670
6721 7117 -979
6458 5134 924
6852 875 695
1006 897 964
1486 3283 269
3174 6794 589
2965 4164 69
1392 8118 840
2375 4923 18
3924 166 0
7350 1401 226
2505 8045 -426
3732 3137 -771
5550 8275 298
4079 3240 93
6761 5702 683
7299 3614 -669
5294 2716 -959
4805 3624 -83
4233 2772 620
1019 3848 -340
6838 6283 45
1898 6157 -443
3447 7329 432
4780 14 915
6323 4671 -770
1931 3719 332
1340 1414 -540
5946 274 -63
8039 5170 761
4769 7691 -597
1063 4329 -719
5741 8350 176
1957 6608 668
6280 7277 195
6149 6071 306
791 2303 934
7066 5386 760
2852 4369 -752
1147 2750 527
6606 2060 106
5285 7863 755
7888 7156 913
2846 7700 730
2907 7636 881
1350 2420 -508
6179 6675 -796
5042 5047 66
7819 1424 711
7676 264 -482
5733 8550 530
3684 7564 432
7275 444 -710
755 831 -941
4804 702 105
3163 7769 -31
4462 5256 494
7045 5535 856
5311 855 -289
6010 7795 -41
5199 3748 -840
1282 4638 13
2384 6589 612
7294 5498 -645
3586 6139 -89
1077 757 -207
239 3746 191
7803 2639 501
4229 2752 -759
4665 3800 503
5494 3236 649
529 6698 -9
6302 8402 419
590 876 190
8436 1553 894
3893 4019 -78
1190 1050 -601
6387 3820 -598
7391 4322 -890
5555 3613 -188
4361 6406 -667
4444 4147 -531
5538 162 -799
6406 6153 659
7185 28 -450
3559 2888 -352
5826 58 948
5290 7686 546
1431 6276 -319
6840 222 -822
5700 1865 531
3730 4402 524
8215 1263 -172
3052 2411 108
3211 4219 -727
5755 5889 -863
7522 3200 912
2215 3694 390
5095 1602 -11
2191 4717 131
6666 3328 -307
3843 7970 -835
2514 4633 -403
1523 2404 -138
6034 1122 475
2786 8260 -166
2356 3132 -702
4164 374 -638
4906 6421 -341
7772 2503 -321
1790 7070 -785
4333 7649 157
3095 1980 574
563 952 115
6231 8416 590
1339 4293 506
1893 1835 -404
6343 1795 -717
1681 2301 896
7052 1699 611
6239 3339 548
6572 4723 -360
7080 7628 553
383 7150 144
1037 7059 356
4919 3558 204
7064 8174 976
970 1459 61
4881 7013 72
1558 2398 -215
1086 2914 226
8478 8348 708
3231 4763 58
5878 592 773
2100 6367 359
520 4426 -467
7423 7669 -918
4845 210 -948
6099 1127 -381
7360 3593 -172
4552 6770 728
7798 1695 -909
2887 4913 -226
3518 7391 -849
7224 2810 -721
5376 3213 -439
5584 8065 -100
5195 710 396
8006 2143 759
2473 5895 345
4683 3625 846
5798 4426 -736
1034 3520 705
1524 1075 -442
3223 2351 500
1467 7731 -262
7033 7593 -237
572 4164 -81
2232 8005 882
1864 2467 288
8373 331 280
8548 6103 -996
1207 2282 -437
7309 3656 654
2715 4067 -809
7993 7153 -279
1978 2094 -536
521 694 -829
5458 7931 264
143 4232 -227
2775 4320 570
538 1844 721
8053 7351 -776
6217 2371 67
8542 8411 -590
4202 6046 -512
2566 4213 -455
3619 4099 -340
2621 4539 187
3749 4583 727
3810 12 -274
5307 1474 786
1446 5783 149
2625 6810 -305
7544 4146 693
108 7938 -712
1660 7713 -125
1101 2781 162
8107 6058 875
4779 7328 -65
3884 188 -431
8112 7213 626
2338 137 641
1692 5895 -378
883 8201 -29
7521 884 974
2972 7295 418
2598 896 -99
4124 3517 673
7123 8086 -258
5632 7596 878
3346 4112 -138
1858 2784 -418
5064 5529 967
8077 1280 344
5044 3198 324
872 7898 930
1385 2368 811
4519 6063 -398
1509 5289 354
305 6049 -977
3161 2535 554
3746 6268 361
6818 2374 897
6074 8170 -69
6590 3400 -764
1274 3840 124
7946 6256 -235
5532 2590 -782
3960 2000 -182
596 3243 755
7994 5059 762
1398 8287 -941
2972 691 127
5121 2425 -885
3249 7017 864
5411 534 -624
1458 3895 -27
6988 773 625
3371 312 -178
3610 3954 896
4428 6834 487
1433 2024 -814
5345 915 110
1457 7633 622
5364 4565 -251
617 6241 -505
234 8507 133
4168 3686 443
1464 1348 347
5954 7618 -360
6140 3234 -255
5644 5770 -235
5350 691 294
3189 1367 454
3121 5081 92
2058 6047 -962
4377 523 -727
409 5905 424
4986 3269 -33
6668 1746 -209
8057 8277 -308
6574 3319 -380
6047 7766 -493
6816 10 826
8423 6330 -277
6193 4933 -362
938 8196 371
7031 7021 517
1265 5457 -627
5593 5052 12
2691 7639 96
3668 5567 432
426 4079 104
550 1948 -710
7162 5329 978
3202 4036 818
5668 7719 -960
930 2080 858
6018 4421 384
4223 7704 813
1011 6916 636
5728 3653 177
4370 935 392
2577 6298 963
2668 2704 16
6306 7943 -641
5131 90 -398
5245 5440 -51
5023 4106 176
5261 160 -453
4077 1842 176
2534 3472 160
2033 5172 659
5886 4200 38
4176 1516 -352
7331 2956 -461
956 5939 -541
1006 531 -764
5394 2362 32
1369 7098 718
5874 2731 390
5249 3761 823
2481 460 -301
6829 6074 119
106 7227 -847
4592 7114 901
4010 5395 948
6357 7594 -261
8067 1389 718
6629 207 877
1198 3312 -870
2776 5320 -869
2432 4291 96
6491 5824 -946
6633 4564 -645
1562 6687 -481
4790 6830 637
2753 76 92
527 5068 793
4871 7817 -711
1362 5539 580
1027 5583 -805
8455 3182 303
5607 5502 534
160 7626 -899
8303 5112 467
3080 7507 -27
5779 1744 -123
3112 3910 301
7721 1889 950
6929 1619 49
1666 6056 -639
671 1302 917
7884 7519 684
1634 7883 -159
3619 6606 -914
8515 1207 -382
3819 6217 218
3153 3143 -13
7462 5447 -857
6093 7615 113
6739 2345 -568
476 4890 -649
5772 5076 -514
8515 2302 -300
7828 3152 -354
4492 7934 822
6789 8308 -98
1608 899 787
4855 3476 819
7585 2126 -503
7910 8180 952
1716 6358 -285
1724 2426 -708
6152 7397 -335
8552 494 -740
5578 3700 -231
6268 1966 162
3367 5429 -539
1980 676 -361
1337 1838 832
3071 1414 -952
5017 4089 -177
558 1535 17
3752 5347 9
541 5697 -707
3344 1395 -646
7540 5707 -534
2824 8109 -484
931 2618 867
2349 8394 996
2973 4194 -525
5267 5835 224
2679 4479 -15
3090 4281 -550
916 7547 109
2118 3540 140
6380 3774 -324
5872 8230 218
755 1340 870
4393 7693 695
2652 5939 454
7428 6359 470
1789 149 32
1628 4822 -729
7255 7363 -265
7534 1306 193
8068 2238 416
3407 932 -191
6484 4415 484
7297 5718 938
6786 5244 -474
6633 6365 -107
6508 1155 -957
426 277 833
4675 2789 162
424 5310 869
3528 7332 446
1510 3766 137
30 5476 204
1813 3033 -984
6973 1131 -398
7789 5898 86
4353 1173 -243
216 193 -564
8394 811 -559
6256 1751 796
5171 8089 416
6872 3485 -472
257 3436 -40
7414 963 101
8059 1839 814
4191 3103 811
405 168 -386
5913 1455 -43
2136 5202 46
393 743 -3
776 8191 792
7985 3831 -309
6048 7080 -38
1112 3762 -311
1238 3468 -369
8451 2716 948
7063 7118 575
3060 686 -928
2323 736 -480
5737 7721 746
8420 6542 237
7477 4039 -314
2265 87 803
2409 7939 -984
304 3282 -749
5694 8182 75
3896 7433 -90
6902 339 512
5378 2327 -20
3855 5644 -285
7021 7089 -72
5846 7669 680
2799 2136 245
2915 8139 325
3587 3394 1
2949 2174 169
711 922 446
1467 6355 -556
2004 2260 715
6788 3059 212
8258 6241 -430
2496 2550 533
1419 5300 123
611 6858 -784
2911 7130 929
4238 1918 -763
5278 2831 -240
3263 6459 -14
7121 8137 -636
4072 564 -787
2085 5703 -867
1084 6606 302
4786 1488 747
1827 8452 910
1028 2326 236
7131 8543 689
3489 4874 -814
1466 8475 -640
4635 7307 978
1390 2183 -441
3863 976 365
6813 6579 -160
4755 3972 329
1688 4131 710
1705 5757 479
4967 8537 -35
2760 701 -707
2361 4379 666
6682 6724 -931
5075 2850 -335
4300 589 -256
3754 688 123
5544 3026 269
1777 6276 659
2820 1187 -796
4157 5130 -540
3211 2036 704
4861 6812 627
5377 611 -129
1007 5649 391
2570 4868 44
1342 2926 1
5037 396 -828
1726 5597 334
5258 5891 152
3993 7705 856
7153 1411 -306
5270 1887 432
3720 1776 -919
6563 1376 957
5793 6028 -785
10 4978 531
8361 5292 -224
5279 4248 -359
6265 8333 -255
7177 8534 -672
6250 4315 539
28 528 -332
4066 3047 828
5988 2035 -909
3565 2443 936
5617 922 434
3226 580 -24
3825 6304 342
3086 3127 53
5911 4633 462
5042 1577 -410
1722 3113 67
7663 1793 938
8002 377 -662
5928 2131 104
7691 5849 222
273 5801 606
7194 8297 -280
838 3225 -201
3013 2070 566
1781 5802 328
3663 5049 582
5137 4342 -30
4892 2914 113
4366 7571 355
2352 156 27
2843 3744 881
4062 4565 1
4067 438 910
7011 3831 1
5305 7929 368
6150 6000 2
7978 7070 606
1206 7619 -520
1239 6839 17
5111 2995 592
6792 6974 -838
7749 2204 399
2522 3437 -461
911 4446 -720
5956 7657 -397
4107 7828 -558
6178 7976 -385
5220 3159 28
2851 7557 328
1400 1646 161
4504 3297 584
4160 731 453
1519 349 -451
5881 1807 -883
1030 5688 218
4097 1352 969
1566 3739 689
113 3210 -219
49 8212 774
5013 3526 -275
6416 4808 618
4453 4262 -83
281 1388 -166
114 7042 -859
7779 170 11
3621 1004 -137
7250 8469 -771
4037 7004 -576
883 7432 -793
5784 4187 856
8394 2720 396
1116 1627 149
5241 6554 194
5665 7969 615
3024 353 842
6675 8418 576
6212 8531 195
1557 4874 400
3259 7585 973
4301 6518 937
7185 2712 511
3573 7088 220
4474 977 -299
3337 2044 -527
5161 3167 567
3349 5943 626
1376 4491 -650
7229 8283 -104
8178 3741 -388
4966 7456 245
5005 7795 751
6351 5767 367
5639 485 -690
1672 1140 36
8344 7189 555
1070 2723 -412
2455 5539 356
2230 368 -722
7091 5127 560
429 3139 -255
243 4014 -634
2240 2522 -893
2876 1267 382
6457 3283 -872
4407 6584 817
3952 8303 -475
55 7374 500
5004 3738 989
2128 360 315
2642 239 -416
4569 8119 -475
1740 4603 -222
4124 4097 938
3260 6902 -517
7022 6634 -995
3846 2393 669
6587 6428 660
4934 2548 -486
6545 498 -274
34 6944 361
155 3141 -505
5044 5280 642
2350 7552 32
6048 4471 311
2877 1377 -821
833 1858 277
4483 3771 -42
255 4658 -190
5790 6867 -837
3105 95 470
667 5831 606
5442 5992 -273
4239 2474 -24
1405 6716 249
4065 19 -352
4436 3659 -913
4348 5820 -247
3101 622 473
8076 3477 -283
2251 5831 -977
2219 1265 -831
4794 5941 358
4901 7263 44
6422 6620 544
2103 1631 -313
5895 8389 361
3769 4771 -781
2895 2672 741
3115 2490 889
295 3352 -914
373 5875 -863
6891 5958 349
5053 806 396
34 8331 -639
3594 1797 316
7202 4199 205
7721 5570 159
4598 2356 -416
3723 5000 388
47 6421 -993
1598 8342 708
4341 7127 -551
7569 3387 -238
3403 6572 151
365 1837 416
3312 7909 619
4791 8379 -983
5039 6713 -140
4126 3536 871
1324 2736 127
6419 6594 393
1738 1995 -539
6957 3181 -127
5035 447 -912
6814 3703 822
6678 7982 269
3145 902 -239
8521 3088 -883
5623 210 277
1322 3359 -72
3364 3595 445
4727 443 -722
5446 4306 895
4152 2711 277
3940 4987 415
7483 4021 691
3956 3369 -765
3017 4566 -694
4966 7563 -68
5484 1269 338
3325 7215 823
26 3388 596
6169 7133 -378
1254 1506 -892
6360 5536 585
2717 7264 851
6361 1200 -308
1925 371 779
7504 662 63
3133 4080 -994
780 3133 412
7108 451 854
219 119 982
1078 2184 805
5019 7061 -631
1799 3000 -252
3384 6864 792
1420 2772 -826
1108 5557 359
6142 5539 524
8019 4609 894
7570 3826 996
7173 2265 -995
3039 2583 -560
4116 5608 564
6717 8131 -585
672 1915 -973
3934 6094 355
4678 5308 -537
456 4071 6
7616 640 290
4021 2260 -695
1396 3717 0
8405 1994 585
1289 7802 -254
5283 8061 -115
8123 1587 807
4717 1222 -741
1314 7874 -748
3322 5206 984
5985 5081 905
2766 5736 782
7760 3865 -581
872 1912 277
68 3050 632
8189 5713 -972
4501 3821 -369
8060 8386 -112
1286 5217 -118
800 4917 585
1323 8278 -638
3923 225 -449
4200 511 313
5060 5270 -145
3376 7375 625
6538 7090 284
4216 2687 158
2127 6001 -202
618 4760 305
2436 939 89
8404 6955 144
4960 6269 -722
6103 4841 -587
7737 6566 -365
7130 1613 388
6935 6879 -236
2291 1098 850
1203 4880 64
5483 4892 -407
1723 398 -888
8029 8344 458
619 3012 463
4379 7520 -964
7510 7468 -535
1856 2910 -797
3936 2265 -985
4150 5833 -435
6242 2167 314
871 1601 258
3397 68 834
3843 2059 -322
8042 6905 91
6154 8300 975
5905 8130 -943
8378 5339 -480
1448 6068 251
3196 191 -615
1690 3632 381
6684 4498 176
5700 7922 -54
817 1354 -963
2347 5522 211
4066 6319 -185
6065 4799 29
2222 2502 -949
5798 2288 -289
1190 2593 -575
1964 1093 -879
6461 8425 523
7199 7621 -482
252 6308 -817
7466 1708 6
6801 626 -511
2647 3483 -519
485 3317 844
559 5407 -373
904 3564 -967
7022 7311 993
5374 3358 156
3010 6189 364
6985 447 -376
4587 6776 -334
5035 3723 421
4042 963 -287
2236 3075 -339
7756 4626 -192
2098 571 -99
5988 7994 795
7160 6163 223
4707 382 -953
3469 8140 -355
6509 276 428
8410 6734 -682
3745 5516 -344
8117 7305 -523
6289 5189 -846
189 1025 112
4632 5026 216
5710 3694 -319
2871 362 -92
7650 3051 -815
5176 6015 80
4848 1572 839
7776 2125 -734
578 2722 -485
6889 378 762
1768 8408 686
1446 7524 536
8240 6359 356
7616 781 -861
4985 2794 -426
7035 494 464
5907 8071 321
704 6530 -320
7015 1382 -518
6848 2385 -675
1695 2099 302
4094 7683 788
871 1469 845
2092 287 31
1858 2727 -778
2630 3698 914
3035 7465 -819
5890 3999 149
1362 612 -91
8535 129 617
3356 6099 526
6706 1107 683
5138 7754 -737
4559 425 -166
5411 7706 647
530 7961 -556
5459 8434 -869
5164 7228 409
4427 7492 -407
986 6676 -643
7574 7206 -758
1716 7180 -671
4770 5935 281
281 5617 -387
3190 7383 -30
5511 4730 -914
2833 4025 759
6237 2758 813
2964 6350 8
4534 415 301
4679 6627 -966
7072 5694 911
5251 1614 454
3766 3163 329
7728 1287 -146
3003 2832 803
6269 8341 -393
1240 7208 923
513 1505 392
6609 3306 -63
1827 4334 -749
3220 1692 -871
3431 1836 648
4 625 272
6096 5554 -405
4012 5661 583
3430 2802 651
753 1056 126
5516 3322 -135
4214 6094 48
4283 8445 661
8121 1520 141
2690 1934 -686
710 1187 -708
8032 7505 -707
4194 1412 -582
3665 4564 101
7312 4299 469
2334 3255 648
6293 919 -786
701 3912 188
4677 8111 737
2754 8413 -74
6653 461 193
6066 633 -739
5842 533 -58
4709 931 -404
1891 1007 351
5938 2177 -98
5318 2068 -134
4538 4719 839
2029 6988 -319
417 6657 -636
5588 7497 950
2700 7467 708
1878 5007 275
6467 3223 -320
2482 6276 472
333 3867 -745
4778 4499 884
7157 7431 -959
7262 2280 419
2824 176 238
871 2968 -919
496 8101 245
1539 5453 684
6518 4815 375
5544 2038 -156
2646 4794 616
7411 2894 -336
2883 6611 571
7446 2616 -818
903 353 402
7037 6564 -28
5277 2096 -659
579 8264 -942
5147 5809 521
6786 8355 -507
4395 7703 -560
3837 7493 153
1211 5031 -9
5393 5207 491
5768 4033 734
4671 7054 635
3367 2488 -423
4444 7168 396
7238 6005 -197
629 7522 -718
6906 4768 929
2732 6688 164
6279 5563 696
7864 6901 255
2198 976 -390
225 8290 -129
1647 2495 -233
1611 2516 -218
6373 7819 80
4201 1481 -20
7074 8085 -522
6435 7302 -435
7422 1210 -954
5626 2175 940
3257 5631 208
1336 8369 -951
2177 8011 -498
4054 1788 629
4653 4385 412
6691 2946 -785
1565 1558 63
2897 1503 -615
3215 4559 193
3690 3599 -925
4263 4715 521
5051 4108 471
1021 4286 -120
4002 4486 136
868 6836 -460
6850 7994 177
1415 519 -948
4243 6312 -248
4727 1012 -177
3454 5624 -541
458 6112 -204
1256 6965 -164
690 7170 -808
4659 6248 1000
8399 4602 -964
3695 2252 -39
1311 3850 566
3981 3095 -708
2108 978 987
6786 4820 -791
4882 2623 505
1 6432 -567
7490 3785 -681
12 6819 -347
6048 5013 10
6690 5977 219
546 3740 -165
5877 4944 560
4429 165 393
3696 74 774
8552 4506 444
1572 2182 -32
5986 3089 680
7360 4116 777
7727 6379 414
6584 7861 -243
7503 3765 351
3823 2683 -120
2741 1488 890
7572 5767 838
7560 544 641
5025 7483 306
5563 554 -520
6388 2425 99
5674 6611 319
1496 5112 -423
5082 5010 -277
5082 7432 -286
456 7551 379
2188 7204 758
1129 146 -403
5335 6715 -196
5747 4606 89
5533 8488 -150
4272 4958 72
6973 7016 -858
3586 2676 2
3056 3445 -222
4201 685 -584
5324 6325 137
4018 3136 -418
8404 7587 -274
8132 7514 -874
8520 3699 752
4353 6332 161
5437 5630 584
5520 3916 529
1396 2066 -782
2000 2952 -943
5790 2422 310
1802 252 -956
3300 5159 -534
1588 7889 -69
3199 5803 -608
8071 4894 -709
4071 4469 -483
5376 6477 -959
2625 4850 459
914 5889 744
2403 7785 -281
7577 5030 -38
840 5731 383
5661 6403 -420
6876 6235 -711
7206 2783 -7
3296 941 783
5666 961 719
1473 3821 -58
1668 223 -709
368 7434 469
6159 7271 442
7380 8549 179
6478 968 -7
7455 2402 -975
6163 4761 -499
6032 5216 -407
920 942 -966
5978 8517 456
4697 7288 -299
5717 1934 -872
6222 1528 113
8526 7324 610
3861 5948 634
2931 5227 286
3790 4861 -965
8289 5454 -516
1148 5167 -599
5374 5424 497
8294 5223 91
6642 2880 57
5553 2059 -328
3791 1427 528
7696 5739 -645
709 85 811
5732 6896 162
5619 3617 555
5570 3176 713
7500 1645 106
5272 7992 764
1816 2698 -641
5470 7914 658
791 2599 550
6455 6241 374
2882 6223 875
7007 7386 606
3395 6936 -777
2518 7359 441
7545 1546 -589
4917 5964 -731
2878 1155 -28
6385 518 510
8245 2621 800
1538 5022 989
1669 4896 865
7899 7178 -652
7539 3672 606
3589 7196 311
2827 7186 -98
5536 317 688
1582 5550 369
6926 3648 12
7215 260 617
3527 8362 -360
5980 8364 99
7870 8506 941
4969 6613 806
3108 3166 468
4314 1844 19
680 2576 -54
7400 7223 -356
1640 6691 67
3184 3172 255
6610 2459 292
3274 2983 571
3688 5224 378
6159 1913 575
2963 7823 -994
3388 1760 644
3946 2906 96
500 4445 13
4063 2106 290
272 3046 990
1707 4204 -804
5363 4974 -8
5622 2596 -202
7725 1190 -566
1999 5029 817
1877 4624 -978
6221 4906 -60
6683 632 398
8066 1030 -117
3324 2971 384
5358 5007 503
8133 2429 -805
3504 1834 -478
4110 5931 -370
4307 5677 383
7716 4608 -168
6438 4260 -444
4734 1531 879
6692 475 560
4143 7424 -152
1197 5952 -319
7178 1277 -562
5245 8098 -87
7664 6322 876
3299 1874 -696
6663 5733 822
6533 2310 -375
1168 2422 563
1679 1565 429
8030 606 -6
5454 2685 -906
7031 6638 838
3859 7478 944
1245 61 659
6855 1350 589
6301 2602 -326
8098 5616 853
4587 358 563
6470 2280 -300
4587 2130 254
232 8133 -784
2775 1402 -628
355 2813 -477
6381 2572 822
1546 6223 79
4795 3500 -424
7754 5875 -58
3585 7347 969
3040 313 -789
1469 144 187
1127 2149 971
7629 5974 -272
3309 2169 -791
7117 516 -794
7142 5139 251
589 1299 278
5306 3816 -16
5923 1401 172
4688 7882 -106
3602 8282 -516
5770 1013 -761
8225 4042 -17
3061 7327 -868
3606 7465 928
4839 4356 -306
5853 5215 -865
5763 7629 92
3551 8378 -414
7046 2720 -164
4639 7720 533
1337 6455 -860
3328 3466 441
2679 1107 942
3976 6616 243
5029 4013 800
2707 1210 -337
5976 1682 839
5885 1449 776
6450 2189 -164
4331 7038 556
428 3695 715
1205 3779 -329
5893 5433 -448
7966 2184 144
4519 3483 -263
7371 658 148
7452 5766 -805
7303 583 592
1458 4786 860
1721 6794 33
5857 2783 491
4454 8485 -475
7141 749 -777
3393 5860 -853
5090 395 -553
1955 1544 914
2466 8019 -397
5537 5449 362
7297 3911 925
319 286 163
5993 8029 871
2244 7960 776
3904 5163 -855
7207 7717 -313
3272 451 -320
5497 5798 -822
8491 6541 -633
6087 4472 710
323 8371 401
1934 6474 480
6242 5137 111
5906 5698 77
4955 4177 979
134 4960 -126
6372 5749 129
5272 5353 -936
4995 1068 -592
5101 2483 72
3782 5669 917
5732 6154 -975
833 3177 457
8409 2685 -686
4616 8135 -393
4875 5784 134
2151 6321 -407
1973 8247 117
790 1926 675
2345 6975 148
3023 2159 76
970 5033 521
3408 5327 -283
6306 8190 -495
5352 5770 332
2971 564 -803
1119 6687 -606
8062 7105 -888
1508 4949 -651
96 5940 -841
1553 1814 674
1456 6726 -907
2556 5775 -431
657 6189 -371
6072 5674 -309
7242 183 812
5526 630 856
6804 1581 -704
1113 7365 392
8162 4538 177
6548 3642 423
2214 3389 -365
5279 1750 184
7847 308 -866
8534 1527 -786
8132 4657 -223
1190 8525 -886
2496 7299 -324
6458 5282 315
542 7094 -806
629 29 -413
7716 7430 -630
457 1548 -457
4700 5357 -416
8322 7367 -997
7093 7065 767
5606 3962 156
299 7839 -929
3639 7151 -379
1385 3970 418
7016 1284 792
6784 723 313
3984 6590 205
4602 4943 407
7282 676 741
3292 1251 854
2017 8371 -559
2266 5810 827
4832 2344 922
5089 1508 -707
3902 7650 -224
636 4104 -827
6658 64 206
128 6921 -948
3521 8331 -253
5485 2314 370
7023 4730 -683
637 2562 302
2423 7927 -761
3855 4243 -158
8072 1439 -429
7656 2846 189
4395 5042 -723
1492 4412 575
3525 267 -482
5098 7457 975
5451 2989 550
1416 4534 -855
3181 5839 468
3243 1685 882
5929 7818 956
1380 1330 914
96 8324 933
4979 614 -311
4988 56 -601
3195 5577 893
1241 4834 638
7776 309 942
8048 816 -485
305 5752 532
3281 6566 356
3906 1491 -422
1043 7466 884
1013 483 -466
5038 1771 339
6104 2325 379
6426 7612 191
5206 7633 -537
2476 2193 577
2012 6727 -207
7700 4411 657
950 283 279
4614 3406 -51
2016 7498 -265
1644 1625 608
7538 3566 252
5496 5882 -66
4817 2835 -316
414 5698 321
3787 8423 -210
5269 5409 -913
7946 6543 -873
3547 2203 -148
3485 3366 448
4840 7274 68
5429 6901 48
3468 5936 100
2275 7451 -643
3677 2769 -829
8462 4776 685
5288 4040 600
2638 3830 524
4716 3417 -576
3687 1304 -892
3274 5918 -254
7195 1503 -951
8215 7515 -450
2662 2901 -514
6814 2589 354
985 3558 190
3664 2579 603
742 5880 -44
8151 979 -740
6191 5328 745
4599 5775 456
7524 2918 -560
6281 141 826
2028 1735 -340
232 127 -552
3991 1337 791
6106 613 249
1381 796 -968
1072 294 280
613 2285 543
3051 5631 -825
5690 8461 -691
5088 1604 689
7492 717 732
4620 2459 -35
654 8455 522
7174 3705 -375
4447 211 -606
3075 4464 396
1163 6689 -724
5489 5072 -202
5926 6726 -990
6333 4588 -667
7247 2110 -586
7147 3316 -930
5770 1739 -875
6323 1586 659
5795 172 -301
4681 258 -7
1638 6421 -529
8452 7207 -44
5721 3626 -558
7503 5750 -772
2605 4025 -246
7483 1139 644
5505 166 444
743 4566 -503
6069 6096 282
1947 758 -678
2066 3448 -598
5580 7795 847
5794 4815 472
2360 1958 -317
7055 2663 451
1939 8318 -693
6992 8261 998
7347 2415 -705
234 7423 -169
6730 1394 934
3543 6484 -137
318 2079 209
8530 125 -133
5053 5067 132
4638 4186 -942
2457 5024 833
5353 2531 469
310 5928 -73
4234 8046 -237
6916 2461 -621
2101 6619 -674
5861 3726 -873
4195 6540 -351
1873 2533 548
5507 8141 -475
4695 3368 264
1217 7149 -632
6651 1410 893
5065 3365 -774
354 6447 -295
2771 2119 -107
5018 1349 430
418 5194 -900
1594 2410 -301
3891 2658 -252
7013 6133 769
