842 2825
274 405 198
50 62 718
66 120 111
682 441 824
638 257 765
367 397 237
207 759 496
595 14 822
319 199 819
734 337 979
308 720 5
792 572 131
328 522 125
9 557 143
718 772 119
295 236 473
607 285 551
421 362 698
255 582 633
129 255 337
483 435 88
358 354 290
656 183 941
725 500 872
90 132 848
144 360 743
341 627 987
635 650 583
753 96 243
329 169 375
410 836 292
183 512 944
840 842 384
624 838 5
90 505 241
75 382 534
241 606 784
695 411 754
802 373 587
707 120 599
202 183 868
709 108 506
622 697 948
249 679 262
614 748 38
40 637 102
72 81 856
39 237 201
665 127 847
130 296 252
755 541 459
700 823 939
34 256 767
50 307 137
737 431 642
679 673 291
490 210 165
663 303 395
811 712 960
201 647 102
42 433 650
735 549 849
640 84 415
564 416 152
359 131 207
210 380 65
750 489 512
497 246 682
304 806 864
443 523 213
150 441 400
391 48 503
146 493 968
680 288 993
595 52 623
433 132 624
378 87 12
364 689 927
405 64 766
235 793 829
154 203 540
89 3 362
309 248 722
90 192 692
18 331 123
802 153 90
278 736 500
721 320 591
183 461 412
372 412 77
280 428 99
553 840 929
195 788 896
709 715 748
469 664 240
180 757 693
840 394 293
700 702 770
215 614 672
211 7 248
2 556 53
331 556 312
655 172 331
351 661 809
365 219 846
722 287 686
785 640 454
761 387 62
594 467 977
756 563 70
147 783 997
608 839 369
257 506 706
303 124 655
422 210 123
121 815 627
266 229 340
351 280 494
120 422 859
13 637 59
89 614 684
58 244 462
471 32 697
716 511 80
690 312 44
263 143 351
359 651 816
603 323 34
380 270 259
376 205 843
210 527 590
240 650 733
142 568 808
221 31 432
3 244 735
687 631 627
655 607 892
603 712 993
380 346 460
451 779 425
389 757 928
382 773 768
228 476 931
69 716 693
111 591 431
92 526 490
75 591 983
648 486 466
2 407 390
761 376 177
219 265 307
196 536 89
58 176 341
372 432 150
112 736 459
672 611 107
716 248 361
134 301 626
842 781 708
380 21 752
221 226 663
787 81 567
422 301 607
597 495 137
316 297 901
435 471 119
162 331 323
566 578 754
116 662 704
836 461 967
633 364 821
39 641 178
96 218 113
352 837 571
257 340 528
265 100 239
10 395 541
235 653 640
312 178 631
196 253 725
463 69 498
249 561 795
805 171 316
680 579 118
471 314 949
812 695 763
493 335 231
824 407 722
308 78 946
102 636 172
229 299 699
837 645 276
841 559 488
618 21 890
152 782 46
653 255 505
43 781 494
398 825 888
264 204 930
468 613 597
52 223 370
521 567 764
42 563 854
314 525 835
233 334 438
593 483 1
587 129 79
354 92 706
370 395 896
377 1 447
541 229 869
105 83 23
656 3 318
193 810 597
392 556 370
403 645 102
54 550 408
224 558 559
731 247 860
728 163 767
298 568 473
374 418 126
340 177 67
496 655 41
282 838 393
407 435 774
380 658 381
34 575 169
287 750 923
312 687 86
243 510 147
833 508 276
175 451 469
425 382 665
42 581 958
407 575 976
641 410 257
460 39 108
481 544 750
20 207 836
378 10 449
677 160 407
114 818 63
586 834 81
778 687 889
697 653 957
120 449 493
497 110 358
137 584 538
33 432 269
604 824 207
789 213 187
808 489 281
776 203 617
32 773 106
674 190 4
707 160 608
135 694 941
611 210 220
104 676 791
842 138 951
74 262 734
312 186 861
503 39 640
419 541 907
508 732 204
107 751 73
263 221 502
529 375 257
812 556 864
33 812 466
556 469 369
622 688 129
229 785 91
499 128 333
262 28 614
232 532 245
594 766 882
177 75 688
354 7 469
653 169 280
71 642 14
565 438 979
414 262 802
750 323 525
825 167 618
721 818 774
755 216 82
332 783 661
102 644 422
46 157 569
673 600 604
675 392 686
122 554 656
772 836 774
283 169 680
445 367 402
374 373 877
246 402 522
123 340 264
792 326 316
614 251 976
260 757 231
568 523 75
595 243 32
72 41 878
301 519 869
38 829 390
32 806 26
519 788 423
276 639 782
224 549 270
372 431 666
126 183 410
365 293 919
724 391 842
405 457 658
459 395 537
674 4 946
388 708 29
272 386 763
257 164 416
434 608 791
493 38 665
95 166 189
92 505 320
654 679 787
180 765 859
748 94 432
659 178 356
512 489 242
257 245 916
361 440 940
741 677 585
736 739 677
265 709 862
789 54 914
577 726 293
639 442 254
368 426 957
274 275 467
485 332 833
304 389 555
81 593 300
438 166 170
741 267 852
363 526 727
804 175 47
518 769 182
747 47 758
632 40 729
805 461 545
709 561 855
330 440 538
289 211 726
253 125 193
658 493 149
371 220 514
176 301 216
444 74 659
186 273 909
258 315 916
441 397 689
619 530 555
138 513 523
684 29 372
674 48 932
248 674 709
777 663 857
251 748 533
581 302 792
617 289 52
672 228 376
176 563 960
217 336 20
447 688 930
41 217 939
614 751 563
673 176 244
147 781 212
485 585 779
494 363 709
566 19 732
613 702 941
296 480 550
31 15 101
135 601 479
833 366 508
485 361 699
195 501 339
410 731 837
289 595 327
736 382 640
754 567 18
656 713 641
175 362 693
691 70 112
763 503 537
489 75 44
428 375 24
416 252 278
752 348 73
637 52 227
317 100 442
701 453 95
661 486 589
730 395 155
637 120 216
648 112 172
772 834 159
68 654 344
241 518 86
409 532 849
239 678 60
95 22 119
530 203 412
528 215 917
685 451 790
481 485 740
746 828 841
188 615 637
102 342 997
804 128 351
497 661 518
262 285 519
208 68 771
212 211 629
831 653 362
506 733 888
162 301 855
503 226 824
560 812 446
198 726 111
155 749 312
166 573 623
360 804 499
293 16 903
396 9 428
508 723 817
427 786 460
289 356 542
475 523 613
730 802 416
496 70 519
148 491 326
135 536 177
148 828 37
132 395 944
28 412 435
425 117 765
660 50 190
620 568 157
304 76 524
37 618 458
277 27 480
564 341 377
543 599 833
602 681 569
440 660 733
227 667 769
489 695 118
130 572 527
572 782 311
612 94 128
260 285 895
482 755 303
189 568 540
345 50 753
444 408 792
148 645 565
649 761 886
563 359 328
601 792 689
109 242 326
426 737 249
380 412 649
423 536 80
247 600 324
376 312 66
242 196 122
741 40 726
558 500 10
387 62 3
436 100 356
592 780 563
510 513 733
355 579 307
286 658 587
272 370 44
285 467 871
72 365 722
720 477 888
279 396 467
331 444 101
441 726 223
793 171 43
174 535 229
412 318 153
436 826 198
365 31 762
14 775 461
360 270 439
492 9 789
470 462 556
284 652 450
643 441 901
117 464 879
57 365 93
315 679 929
612 323 53
461 600 568
576 236 619
364 23 135
42 740 874
383 435 780
426 127 393
101 87 679
743 460 739
815 206 684
331 532 273
237 29 939
520 452 707
803 821 740
213 511 319
746 99 194
317 291 979
123 435 176
184 675 762
113 816 549
560 87 72
828 29 228
553 572 457
370 231 176
721 750 496
528 388 960
319 632 137
420 248 279
512 607 613
456 746 211
803 836 740
412 814 934
122 220 999
344 29 317
795 92 792
256 634 153
734 814 36
47 365 53
37 654 824
162 159 414
460 401 352
499 761 260
145 243 518
350 496 942
70 463 576
439 761 536
823 637 703
191 621 848
24 385 694
252 7 681
434 181 853
15 65 629
554 308 489
346 683 808
59 364 182
469 360 371
531 239 719
237 160 651
661 607 361
290 709 981
219 577 458
135 538 872
801 289 842
752 117 810
541 12 654
132 385 46
145 211 554
831 57 962
366 569 186
330 69 124
813 701 746
27 250 472
374 20 754
656 77 18
362 400 162
822 636 352
172 70 295
543 176 530
39 522 612
496 355 191
456 806 41
624 591 741
420 790 907
527 797 950
55 748 921
366 150 628
784 268 749
150 832 509
108 686 363
108 460 432
154 206 21
145 737 953
268 794 602
611 616 606
407 510 687
606 38 694
833 256 275
210 70 596
182 143 606
654 641 317
741 371 874
639 671 585
743 555 514
731 35 963
832 494 810
559 749 243
216 60 281
825 500 294
623 235 563
760 674 905
218 646 448
584 157 548
207 242 498
504 240 774
744 101 148
434 655 588
829 582 962
183 518 146
86 321 31
408 668 720
426 590 149
707 50 28
24 276 656
798 565 951
406 607 700
842 761 213
212 792 45
344 347 275
10 292 510
511 647 511
611 428 953
357 97 934
202 790 967
408 502 982
18 836 159
256 168 556
82 137 643
541 157 946
737 322 786
543 269 390
42 481 818
541 74 795
617 198 730
426 304 953
263 762 789
444 409 610
430 605 213
837 818 61
400 424 8
442 282 778
806 311 762
684 151 913
810 164 670
12 542 996
474 108 154
644 96 25
716 334 62
758 373 426
338 112 436
486 243 495
402 10 998
171 743 556
416 62 362
702 698 367
490 357 892
466 721 420
188 242 242
266 701 759
530 683 598
140 76 159
172 648 781
205 549 922
799 685 655
631 781 973
388 631 405
83 645 393
143 820 827
122 214 90
382 802 405
104 54 493
841 674 802
655 602 311
335 716 31
407 166 132
318 743 68
456 509 57
673 783 601
300 753 356
348 365 717
222 485 814
744 728 494
394 755 883
47 483 256
460 820 685
298 520 731
619 137 187
480 129 234
666 683 917
207 692 60
825 323 124
646 11 42
38 576 788
666 380 112
558 780 392
624 574 14
780 316 719
614 533 589
174 67 22
375 14 400
632 438 700
49 534 57
105 755 200
757 72 772
635 612 227
595 608 934
78 574 34
501 657 321
535 388 338
627 39 884
505 189 534
82 280 33
817 436 757
301 253 923
216 179 600
299 531 753
705 98 807
840 423 509
357 454 809
837 1 434
712 121 701
402 689 294
280 296 160
427 182 259
365 701 26
84 192 692
154 158 921
115 792 267
208 332 103
803 239 589
777 835 849
37 696 845
615 658 84
595 246 88
80 339 674
806 619 216
54 799 445
387 764 140
741 165 180
336 367 389
466 262 726
683 793 784
458 800 141
422 779 951
704 582 639
73 345 713
617 634 95
169 702 258
396 601 824
462 693 142
232 328 483
503 790 280
218 779 885
620 644 397
64 120 830
446 148 622
757 569 841
509 353 909
206 749 32
44 718 884
199 449 391
665 226 431
763 474 399
681 471 840
799 289 387
311 611 51
198 753 624
725 301 106
588 211 280
840 371 798
624 539 580
76 385 155
532 492 790
178 523 774
51 460 805
256 360 735
406 422 258
263 245 898
377 582 87
392 187 939
683 618 170
825 415 660
691 211 332
132 169 904
121 206 78
535 158 7
786 651 888
381 7 470
203 408 351
438 41 84
335 336 396
76 775 592
368 268 694
247 187 351
486 179 551
739 92 824
803 257 388
380 122 951
36 413 408
552 546 260
80 220 437
788 1 415
448 318 380
650 630 392
539 150 539
181 470 451
588 623 788
686 492 656
201 656 123
429 103 674
134 568 336
641 723 933
183 533 459
775 434 715
645 93 949
770 213 290
197 742 932
484 162 1000
312 823 495
515 585 839
33 785 766
659 112 261
537 606 800
185 555 79
705 510 669
171 29 540
370 271 254
206 138 91
266 283 149
105 227 869
643 111 956
535 155 18
70 645 4
303 683 667
222 510 486
128 368 642
573 675 57
334 116 123
304 211 655
93 106 622
626 93 730
481 444 108
467 839 365
561 701 243
111 525 899
235 125 298
243 70 977
77 755 558
400 220 642
397 189 306
205 753 793
457 729 444
703 511 691
395 836 109
9 446 132
340 614 158
337 107 354
734 213 755
250 399 826
266 615 921
356 797 1000
478 606 199
248 735 226
695 643 836
671 640 149
481 298 999
115 828 767
46 110 986
706 588 446
806 603 173
289 559 33
218 431 511
494 818 993
226 819 25
381 660 444
470 808 156
509 785 880
411 220 106
496 704 424
555 576 899
263 155 229
472 297 999
195 45 565
10 12 444
590 318 839
170 660 690
437 658 350
60 737 180
602 297 513
324 402 497
734 255 366
284 640 146
433 589 869
207 298 802
435 160 977
464 539 262
776 314 603
171 401 910
294 242 647
217 119 970
111 173 794
389 815 99
120 473 19
92 485 452
643 17 926
269 209 988
765 439 601
584 351 359
410 760 370
774 234 163
201 635 949
806 834 132
89 726 917
681 313 49
533 273 506
520 399 746
497 815 383
713 324 94
698 358 969
443 48 528
322 371 327
823 802 540
364 15 535
734 830 709
322 409 42
621 270 507
373 430 796
27 519 829
45 154 360
191 40 447
656 752 824
329 788 687
563 227 786
610 746 773
698 271 373
137 829 89
703 466 995
363 206 636
302 535 789
497 43 949
6 314 312
749 414 776
668 402 359
807 148 377
51 483 869
94 589 396
384 571 801
562 496 395
12 833 296
519 216 116
371 205 895
745 476 834
667 638 76
654 249 523
680 218 886
37 433 680
93 414 405
555 657 846
689 638 368
337 403 261
696 515 549
271 267 984
280 308 510
275 609 607
607 391 454
837 394 818
690 146 420
401 245 473
471 102 385
386 584 834
763 63 15
457 43 287
271 555 612
68 719 890
646 380 778
586 58 173
682 334 266
527 264 406
399 527 312
556 349 301
691 733 782
388 381 481
200 778 325
202 784 516
668 530 133
523 452 744
801 752 792
513 407 804
193 552 24
111 486 327
389 278 728
685 107 480
602 754 853
418 788 237
128 694 374
264 505 630
554 135 613
459 582 466
640 803 944
106 466 701
207 113 987
456 619 684
297 278 973
531 162 812
705 58 534
568 785 877
697 776 865
236 17 153
405 196 814
66 16 908
149 576 953
800 743 664
748 33 690
435 796 665
34 454 704
136 108 778
736 256 221
601 338 509
509 161 694
417 627 101
700 501 145
751 251 586
326 76 539
245 552 47
181 605 278
610 513 844
685 799 897
437 128 531
559 71 2
155 328 634
126 459 521
22 356 901
708 837 463
650 626 202
88 545 128
453 299 853
491 415 96
445 777 687
448 114 746
272 450 836
344 758 630
795 412 30
668 6 596
53 611 475
652 794 76
242 763 883
401 554 675
833 151 221
428 816 534
492 814 538
611 411 752
502 306 227
113 43 35
377 766 550
168 197 762
194 108 606
313 60 730
708 497 897
138 455 473
552 809 216
598 382 356
269 493 396
192 454 893
533 64 865
734 675 211
351 68 586
15 490 769
594 225 912
494 110 519
19 535 713
818 779 62
688 513 414
208 414 477
535 209 848
144 42 843
743 209 863
280 328 107
369 799 786
364 729 501
479 29 56
186 23 985
329 580 406
190 235 719
513 290 259
367 562 399
647 778 355
340 405 979
360 682 72
46 834 960
569 349 313
425 761 448
543 168 210
580 125 628
605 296 897
452 598 52
772 729 182
826 61 619
426 458 173
239 812 872
394 482 36
28 529 993
688 616 334
389 361 850
616 245 546
296 551 331
724 448 708
338 232 160
431 758 456
631 549 362
384 788 287
659 490 614
13 490 72
427 783 730
368 184 75
184 805 798
441 623 487
96 205 123
22 556 493
222 52 850
817 654 684
682 506 772
503 786 344
775 804 972
19 319 607
149 49 562
103 712 472
541 208 703
600 564 667
735 825 957
205 523 759
134 792 435
239 773 54
621 452 218
658 267 49
784 686 796
103 503 273
215 267 943
3 693 37
434 243 465
587 280 52
136 404 136
572 275 711
593 274 998
520 473 55
530 743 188
272 125 159
366 840 315
101 730 716
718 171 877
167 671 197
129 50 409
217 787 41
810 282 882
3 21 420
512 30 753
842 249 418
152 188 60
803 396 17
437 675 103
559 121 846
2 671 386
639 642 54
190 474 112
433 69 129
298 406 213
287 460 318
559 387 509
443 450 486
760 814 46
262 148 803
89 281 690
819 605 512
272 815 95
324 387 886
47 637 331
399 319 947
670 611 273
692 101 467
825 285 694
129 748 673
459 215 604
315 623 382
694 679 539
474 504 785
178 120 221
431 115 723
25 322 902
764 822 576
223 461 135
3 346 51
792 744 978
350 180 813
683 718 422
217 75 92
301 184 911
271 743 990
646 349 520
43 549 39
417 578 283
646 803 473
833 293 962
628 602 384
428 29 218
64 739 187
275 706 874
783 319 303
453 118 24
529 550 600
565 717 800
632 148 595
404 707 337
821 89 929
774 158 617
271 8 815
407 315 695
32 423 766
271 801 215
530 541 641
695 598 96
735 72 180
407 224 339
419 514 54
233 496 217
387 491 683
685 513 627
77 100 108
812 575 164
494 389 210
622 645 141
174 278 433
638 459 865
717 422 456
206 602 923
606 267 131
330 648 660
809 760 132
197 399 811
841 56 44
155 30 858
625 524 408
276 367 98
424 780 109
650 91 674
443 517 855
720 354 42
248 301 963
795 659 233
131 448 676
443 623 424
417 486 917
800 114 588
513 145 936
810 687 903
574 261 511
682 261 828
169 296 123
443 779 185
715 472 192
323 613 152
332 78 83
159 440 156
432 425 604
740 706 612
205 610 500
247 563 742
601 12 679
33 276 309
436 92 56
685 19 960
3 402 352
377 804 236
743 402 667
167 522 597
421 828 572
784 780 609
494 477 446
555 782 345
154 479 532
357 89 81
188 623 715
760 385 170
768 384 614
369 800 162
801 576 830
623 751 98
318 417 656
81 729 203
759 401 293
424 792 626
67 834 414
24 461 957
549 597 507
489 840 884
240 453 519
140 396 344
655 423 324
85 178 935
168 166 781
102 7 385
144 581 965
571 775 541
650 42 892
649 481 850
553 202 281
431 65 665
245 184 193
348 697 175
700 186 959
47 386 325
767 836 621
730 50 856
237 222 231
710 22 616
220 637 577
479 690 462
781 720 348
352 149 470
197 153 12
111 699 37
267 703 362
440 508 710
803 551 94
724 551 864
778 430 649
59 469 586
601 245 547
339 651 484
152 142 841
90 238 476
206 190 393
651 45 349
430 187 645
821 349 56
289 74 957
436 651 567
333 405 46
422 404 531
437 578 885
765 806 800
669 37 141
210 810 872
73 646 29
459 66 620
73 787 494
509 415 327
735 640 427
544 38 832
607 565 868
214 297 912
125 629 752
28 166 649
829 732 906
814 438 156
46 707 640
558 54 871
610 39 835
345 629 911
657 254 724
168 595 476
467 747 485
379 689 289
366 639 985
509 799 765
327 123 175
87 758 679
557 770 524
248 519 89
784 30 136
506 246 728
133 495 825
508 382 440
252 157 415
648 670 70
616 45 710
34 701 501
76 502 60
272 579 928
630 714 942
807 668 767
749 387 343
677 160 118
190 740 243
695 812 590
437 603 794
175 805 71
181 716 545
167 472 180
196 311 540
281 738 387
66 512 118
236 38 503
315 482 239
288 530 522
829 579 939
139 344 400
341 72 48
832 59 547
464 749 255
728 589 968
148 766 2
82 485 248
128 265 974
545 695 256
395 132 109
794 751 87
697 162 493
254 735 119
221 508 608
815 612 402
508 567 730
465 86 262
146 144 492
757 311 416
701 84 622
432 388 358
28 382 46
320 482 69
787 48 989
278 425 134
292 722 229
672 98 830
601 488 548
164 304 80
418 429 232
520 290 937
154 480 586
324 665 888
677 48 429
53 114 470
714 228 324
722 310 278
398 28 831
305 343 176
713 591 256
568 370 376
228 533 201
90 31 197
478 480 858
729 347 949
459 766 502
669 296 897
237 184 471
643 116 223
619 801 729
373 546 481
146 41 898
535 72 381
485 842 812
723 800 118
441 264 782
735 102 315
757 644 181
200 586 597
149 371 992
197 19 958
652 577 776
166 147 182
201 330 39
171 155 329
395 284 371
167 118 118
329 229 385
277 265 541
652 195 825
322 363 574
174 593 22
646 329 640
45 91 362
412 804 455
733 235 550
734 111 559
838 363 58
586 444 552
715 455 59
601 475 398
639 796 79
29 228 618
166 219 730
155 621 924
522 296 312
800 493 375
682 471 199
238 724 811
688 341 857
559 265 589
249 564 181
671 336 844
166 638 853
634 263 654
228 595 771
363 342 588
388 357 956
202 734 324
548 291 620
696 157 461
152 155 606
675 599 254
75 192 906
3 822 326
246 509 225
585 538 614
347 470 692
821 333 945
570 17 788
361 829 839
743 630 651
557 341 662
223 225 739
674 509 393
337 784 664
393 59 814
554 720 146
265 761 7
388 730 496
248 193 610
72 232 400
157 164 63
211 126 82
667 434 683
748 841 997
522 72 309
509 86 51
393 432 774
467 735 294
100 724 434
648 790 748
281 411 797
407 411 659
260 634 816
471 65 681
836 11 775
634 759 704
268 732 184
698 651 143
684 468 253
433 87 820
606 368 83
36 212 374
77 430 885
486 351 184
813 527 997
278 229 591
478 21 901
532 659 209
728 177 577
47 398 155
566 50 776
36 7 292
615 27 705
661 319 158
814 406 861
290 389 818
809 507 933
724 755 424
301 792 307
332 429 755
239 836 283
444 282 296
95 367 125
85 369 144
166 49 995
405 619 353
706 247 877
110 407 535
458 60 700
626 356 821
403 794 823
206 310 599
700 318 529
587 449 281
485 471 762
652 479 990
588 839 329
76 183 764
540 780 967
516 621 19
400 552 880
334 393 935
20 838 741
642 117 883
688 345 96
435 740 787
768 678 402
796 179 902
733 5 308
170 837 363
482 562 651
89 192 309
424 594 429
794 245 67
714 13 512
782 419 237
517 146 630
387 378 10
73 526 811
822 695 150
259 833 398
395 613 995
86 496 7
287 35 313
629 227 736
245 472 655
530 86 668
374 26 75
510 219 989
492 789 858
425 103 147
350 715 950
805 733 170
319 554 766
778 529 420
150 306 526
431 638 445
675 336 310
599 294 2
492 653 569
692 121 604
178 659 885
774 110 771
345 382 123
782 121 598
559 345 467
343 753 174
663 143 211
141 165 688
63 398 927
794 570 520
229 75 858
