941 2726
286 757 92
696 281 46
342 508 888
785 190 160
910 734 761
549 732 643
364 695 586
773 640 723
752 705 345
536 307 820
71 502 897
473 124 686
72 893 115
665 38 978
603 819 875
210 186 172
251 80 159
299 913 456
219 909 864
522 568 28
290 734 281
812 316 946
151 260 742
630 168 445
98 565 809
458 9 468
581 492 867
632 828 171
938 804 506
789 682 598
732 852 641
96 931 487
327 4 636
348 697 643
73 7 445
458 820 61
727 880 164
486 34 408
893 203 94
118 605 130
378 300 490
171 445 57
583 20 352
599 174 532
170 744 144
759 853 435
710 193 141
452 937 946
567 181 299
532 326 107
265 877 37
194 702 137
331 15 574
168 595 584
87 520 494
810 867 627
167 612 540
591 513 285
489 751 951
53 514 754
326 452 751
698 675 205
171 503 250
212 104 910
596 899 629
841 217 67
329 612 23
381 569 467
826 197 191
298 287 796
463 773 705
274 653 169
199 781 312
703 334 582
652 897 655
509 56 439
635 848 267
288 798 275
545 188 875
418 365 197
540 448 72
83 214 894
319 678 831
641 821 134
42 584 787
106 937 503
344 276 754
178 330 53
148 423 457
79 717 421
685 130 683
148 245 810
762 244 282
553 487 187
825 668 368
635 280 835
738 785 212
250 209 407
159 67 826
322 93 660
865 522 48
837 607 466
919 196 75
705 229 598
676 248 993
842 554 634
205 270 200
220 532 916
709 930 644
411 86 541
332 573 927
94 577 388
797 281 369
6 83 482
95 149 830
731 276 90
696 158 297
820 34 423
514 120 652
399 336 275
923 405 984
610 336 135
925 135 697
597 815 522
595 599 497
322 589 592
320 774 584
447 636 404
187 427 480
474 567 22
321 914 40
753 501 202
703 683 201
317 540 766
320 563 843
670 699 876
329 58 993
316 661 728
245 129 875
212 415 73
103 291 613
332 136 568
84 560 849
604 399 389
492 185 17
184 182 921
817 824 33
530 479 986
357 719 902
926 139 912
160 338 934
782 504 11
644 695 726
714 727 599
931 329 697
833 662 285
644 333 992
483 119 988
861 361 276
934 376 62
799 76 974
566 725 979
703 359 17
929 883 864
173 449 563
519 557 869
913 183 160
706 395 221
449 763 811
900 889 256
878 184 168
195 902 233
545 274 526
470 427 676
636 920 581
940 112 395
854 358 645
559 296 832
391 865 536
2 526 48
267 349 439
74 907 985
941 52 74
936 610 326
496 751 357
304 721 322
290 304 357
508 408 640
841 802 548
516 576 298
177 941 971
400 468 199
872 542 869
313 590 727
602 270 145
664 247 530
427 362 350
318 576 386
885 163 841
918 922 695
753 83 936
614 472 515
165 420 162
229 279 718
716 83 6
126 724 794
545 505 551
700 305 81
693 606 504
913 675 402
277 321 239
121 6 272
196 32 817
807 914 258
873 244 263
127 44 258
287 325 615
182 278 845
16 757 182
885 663 291
641 201 178
613 173 351
923 346 783
296 116 93
921 821 842
635 735 821
337 889 847
198 333 759
236 418 84
794 265 741
401 565 623
449 790 581
844 381 400
153 887 596
325 554 130
313 171 35
740 305 617
192 597 824
912 359 357
516 920 156
239 292 937
687 269 959
644 545 466
552 211 223
826 779 366
323 505 126
613 481 261
348 696 52
587 599 988
497 656 475
53 416 78
66 623 608
936 533 12
39 324 444
765 771 505
420 577 584
12 142 802
329 170 178
273 639 567
789 62 982
449 724 206
197 572 813
219 390 560
619 813 399
448 864 524
233 570 856
10 592 592
299 789 602
122 626 984
656 473 946
778 568 717
36 929 231
520 771 234
920 241 803
192 149 773
271 377 101
590 198 866
841 303 993
165 768 91
886 655 371
719 820 543
400 332 617
645 111 963
184 61 294
749 604 42
899 480 485
157 42 406
358 121 191
805 202 72
655 772 492
546 230 964
113 750 133
685 368 874
889 298 73
243 670 113
659 570 391
559 664 759
298 603 594
484 621 781
829 718 419
721 241 159
206 580 232
354 435 472
92 447 201
262 337 611
747 421 59
191 62 661
291 424 791
851 296 263
321 330 902
870 812 599
891 334 831
409 403 447
774 889 227
55 798 968
683 630 579
383 684 408
147 176 624
457 669 217
507 9 436
726 628 909
152 760 731
557 872 524
848 438 475
643 145 319
259 392 463
874 229 252
702 718 552
780 724 890
458 592 551
267 58 923
535 416 313
679 279 869
373 161 77
752 264 399
847 850 665
893 96 388
794 817 17
364 380 737
138 505 845
371 706 504
559 742 307
215 307 624
699 800 396
452 573 26
310 138 575
833 663 327
425 538 478
674 40 611
282 738 439
456 447 101
293 404 635
488 589 396
742 110 809
611 444 221
279 498 232
808 136 858
770 447 924
662 637 843
174 867 2
681 605 852
39 278 218
418 123 714
499 229 342
331 270 821
359 368 638
94 57 150
574 241 4
131 283 246
570 518 760
587 512 233
251 239 45
872 74 70
860 7 977
632 12 921
653 355 562
197 751 926
435 183 58
579 262 486
667 732 544
785 435 836
613 302 839
630 534 191
567 877 90
677 695 401
585 875 818
262 91 828
623 71 498
19 843 675
250 638 131
99 712 232
533 697 314
126 7 586
54 150 215
322 342 840
576 97 157
654 236 799
167 67 824
773 472 733
696 483 643
679 609 835
338 181 197
831 608 970
601 390 136
44 666 95
760 277 954
361 15 659
755 730 658
184 175 458
162 55 615
183 620 92
257 398 183
830 384 251
156 241 285
338 24 840
26 837 327
129 203 33
650 823 995
707 570 391
768 187 809
509 451 686
321 582 792
617 776 465
261 133 129
561 395 25
302 86 855
48 552 397
682 391 158
46 299 635
441 79 723
397 340 364
929 587 26
622 354 262
519 671 561
175 625 852
41 70 33
665 706 172
5 725 414
276 907 24
105 138 707
40 395 237
273 847 925
501 600 330
536 427 969
160 549 363
116 902 564
118 262 794
667 912 668
714 57 636
654 469 344
150 451 148
248 23 261
510 458 573
447 752 365
442 638 714
3 286 990
898 193 853
704 613 887
297 629 164
727 913 135
254 782 372
17 234 203
26 547 662
79 341 568
457 829 775
764 527 698
162 301 452
900 574 637
680 97 786
269 604 50
180 250 808
700 39 603
349 114 843
489 459 555
579 373 336
516 33 553
449 783 673
845 203 618
322 753 489
693 712 528
859 403 245
77 46 938
862 220 662
234 275 182
278 201 770
447 516 527
335 854 988
776 52 194
269 132 482
305 83 698
693 568 853
696 754 737
571 899 311
421 16 59
883 886 679
537 104 668
288 473 135
679 900 86
276 703 575
691 839 458
509 361 707
371 617 830
499 56 756
206 233 219
77 235 521
930 875 466
733 231 943
43 540 896
245 497 693
550 177 278
169 3 19
182 836 747
437 712 173
581 536 421
399 161 26
103 80 380
182 155 727
18 556 804
706 365 974
209 162 27
434 648 15
904 915 874
811 833 12
660 155 211
242 614 382
6 343 361
655 437 143
772 813 919
52 457 60
800 2 621
324 215 874
442 78 24
675 908 490
745 177 524
263 678 193
74 60 854
771 666 800
333 516 347
684 855 837
654 662 583
497 300 381
393 263 817
350 178 303
8 673 613
735 233 376
7 123 773
707 574 89
857 84 714
97 832 844
767 928 342
756 445 65
808 686 593
754 67 6
734 211 497
67 521 865
487 7 866
868 391 769
193 467 673
243 5 432
567 801 653
88 850 289
607 113 416
120 817 906
770 99 228
290 98 848
626 655 930
932 258 432
726 859 995
258 902 257
399 830 935
279 491 948
508 125 427
136 598 7
478 596 747
508 575 151
864 664 51
209 597 396
799 76 606
544 765 553
830 774 615
86 285 221
81 32 765
278 805 543
818 420 468
404 345 600
309 355 650
580 733 456
456 461 758
264 303 799
855 257 493
385 867 922
224 929 899
421 708 651
642 410 596
688 599 429
570 843 378
54 823 391
350 349 686
39 384 419
176 239 536
21 233 226
647 689 566
473 762 332
83 629 593
734 677 90
177 631 468
304 935 133
271 814 120
213 326 105
570 426 284
137 765 200
650 848 17
892 563 981
736 870 559
18 322 558
409 186 948
785 352 65
518 284 857
533 261 171
98 564 276
639 52 885
258 773 486
3 676 613
329 816 893
416 938 40
828 640 252
468 875 82
485 175 822
502 315 840
207 819 812
132 206 492
500 366 522
429 23 157
548 589 686
387 312 282
357 85 552
71 464 155
31 457 117
823 328 165
15 351 447
477 200 941
509 670 55
515 656 684
167 225 289
223 631 80
891 420 247
226 737 810
277 89 207
366 236 557
195 67 20
823 829 604
385 437 343
857 642 230
430 919 672
671 47 957
298 856 663
68 712 586
792 753 88
869 904 747
336 691 600
193 235 278
671 730 366
772 940 87
93 744 795
450 619 134
439 315 480
842 755 59
883 287 742
687 675 843
776 906 723
272 462 19
278 899 739
207 689 454
274 406 342
350 721 688
819 269 700
479 663 402
88 279 316
502 807 13
266 637 82
462 84 428
121 718 619
696 27 921
856 656 117
701 517 759
374 661 168
788 100 479
290 659 978
253 930 799
146 193 447
53 81 851
872 522 941
51 680 867
492 329 173
744 326 466
392 122 413
849 875 612
145 820 753
92 573 998
455 785 459
553 327 202
324 211 492
585 495 794
298 596 186
405 103 589
298 749 826
1 327 749
507 842 127
507 136 537
573 932 735
716 227 111
845 531 544
458 412 223
591 693 317
903 168 470
69 628 949
273 830 929
535 231 515
843 195 833
402 822 641
857 264 97
732 391 33
938 184 778
546 580 892
221 96 756
705 557 442
739 397 987
42 675 794
100 268 306
221 602 789
4 235 606
536 477 549
534 853 178
591 236 939
418 772 7
8 667 757
589 235 72
232 289 66
856 539 243
666 299 531
410 532 436
666 706 794
259 285 961
550 112 113
307 788 505
563 272 306
740 261 233
328 180 22
583 263 794
160 762 491
668 399 467
553 869 476
503 355 77
48 55 736
178 249 995
629 246 44
196 331 141
115 240 625
382 930 320
859 534 732
412 387 375
526 331 559
568 597 426
327 567 545
81 678 855
848 426 148
671 577 527
26 857 391
177 883 461
350 369 579
459 677 464
775 398 816
886 699 631
195 116 135
515 690 682
779 526 521
187 220 80
309 252 468
487 379 393
262 69 10
731 268 926
4 37 640
555 698 709
877 925 98
457 12 132
359 527 883
876 113 947
431 309 92
817 541 687
367 158 283
54 579 208
295 682 805
642 416 971
294 382 627
346 220 716
543 564 204
913 665 460
633 30 152
157 683 756
123 940 855
383 765 749
101 924 343
820 680 754
686 366 795
498 880 97
314 438 876
95 149 567
213 5 350
415 41 607
463 238 785
210 465 236
726 364 562
562 262 978
533 147 825
496 675 220
220 644 716
662 745 987
309 24 224
555 920 812
878 572 350
398 738 357
687 474 751
427 363 921
578 102 632
102 571 950
457 703 403
722 57 467
426 295 670
338 563 38
454 198 795
67 460 44
939 741 837
480 508 831
781 391 852
430 837 910
405 636 389
15 430 124
713 711 378
637 728 790
638 27 831
719 176 442
917 322 477
126 542 609
890 696 713
221 813 227
662 292 130
780 919 674
545 60 745
316 330 816
538 827 785
405 792 666
717 585 398
21 168 462
122 897 30
796 851 138
182 506 639
673 207 93
845 117 723
841 276 185
533 508 780
44 686 277
448 539 453
425 792 975
550 749 655
505 322 513
568 316 52
881 803 113
859 132 248
47 683 426
403 621 815
366 79 663
762 468 373
63 614 905
683 198 812
733 523 99
456 721 527
369 914 718
158 136 187
281 612 317
174 362 373
129 640 340
87 561 63
493 18 115
858 491 226
424 106 421
783 517 239
67 651 338
68 861 384
699 235 58
583 126 532
416 524 344
529 287 610
429 786 355
175 14 823
503 263 939
932 786 565
703 263 374
20 621 669
461 322 48
464 457 787
98 141 147
337 262 906
21 212 447
378 914 314
471 581 514
737 62 900
818 816 345
582 809 80
672 564 188
667 650 60
229 805 800
678 676 885
270 536 469
328 733 987
160 549 461
745 931 951
197 685 900
4 196 598
451 155 252
46 699 779
934 326 597
247 936 279
118 111 89
198 722 640
193 390 160
415 339 8
886 586 16
348 638 190
25 790 36
47 848 56
720 376 384
407 536 101
207 867 338
443 583 834
484 259 715
287 595 263
799 723 511
125 300 447
193 214 206
791 330 771
934 254 511
363 514 475
179 25 852
185 875 327
245 233 793
634 316 187
383 210 65
249 35 321
291 267 405
305 181 814
626 151 786
404 519 723
597 848 893
676 17 416
453 452 59
760 676 515
604 438 974
673 688 863
542 367 244
70 214 685
808 218 989
895 248 394
701 790 89
627 782 415
781 895 306
616 562 559
797 300 424
311 644 176
770 874 456
171 491 19
891 83 425
912 826 141
643 901 578
101 520 150
294 65 933
782 173 469
800 78 300
572 218 578
310 519 881
853 820 441
714 695 922
817 210 478
721 724 35
376 553 294
595 161 963
233 78 742
901 883 328
133 370 358
711 669 568
357 918 547
204 664 213
153 341 829
414 605 700
319 831 585
847 108 770
243 929 761
402 245 535
146 257 953
815 151 751
198 14 134
603 864 708
807 352 355
619 184 645
603 224 866
167 71 260
403 466 366
65 564 270
305 495 685
362 624 369
502 895 540
237 510 852
254 11 593
260 110 783
141 253 28
397 419 930
785 211 395
143 50 830
302 146 889
232 244 351
1 388 941
369 95 940
841 188 659
552 840 234
730 532 61
556 439 169
539 559 308
412 833 183
809 913 83
403 255 29
614 210 265
472 385 810
303 896 17
912 112 299
327 736 550
150 628 364
508 777 539
679 689 902
92 916 83
536 500 439
737 372 550
526 834 139
40 244 406
478 679 888
182 13 913
515 771 319
654 466 5
644 322 826
297 255 973
517 39 534
251 154 760
79 439 175
658 896 593
244 746 773
927 510 145
687 327 55
537 280 823
685 130 120
523 866 641
840 350 900
442 779 905
550 278 791
14 760 664
183 323 751
389 604 222
725 632 36
863 163 868
745 544 292
864 129 352
483 476 215
24 118 181
241 395 252
872 173 861
561 533 688
382 171 243
167 823 11
177 540 694
903 66 555
440 677 743
556 478 880
328 778 833
800 925 431
660 477 817
354 458 820
116 395 152
732 221 552
222 60 939
248 696 675
813 652 926
463 389 92
288 285 78
384 605 741
408 798 326
466 648 28
692 498 538
414 334 839
478 173 765
594 68 667
23 936 541
162 324 293
265 177 432
463 868 232
118 832 251
574 306 186
874 927 789
443 818 849
939 347 827
138 867 280
233 469 287
304 643 658
909 129 651
403 309 840
113 685 220
723 131 86
676 27 850
202 847 608
734 165 633
367 398 620
364 815 501
894 885 797
629 126 916
530 432 750
427 540 21
454 713 749
201 709 28
928 829 151
30 14 697
663 898 496
339 745 690
858 258 766
146 782 647
919 89 365
718 482 717
902 449 205
624 34 310
672 772 985
663 30 94
625 285 964
460 595 534
722 673 733
535 216 722
887 765 191
746 643 755
65 238 360
831 137 112
682 819 370
223 930 315
234 733 334
370 78 893
464 813 611
339 142 924
729 350 127
610 743 960
147 515 247
477 500 354
838 589 195
330 868 607
549 801 656
214 885 66
348 785 463
256 936 958
262 717 441
87 246 508
933 338 595
456 488 352
681 805 464
32 303 295
275 797 377
120 21 755
298 787 305
937 665 709
763 716 309
88 928 146
8 468 849
18 900 496
290 539 667
257 562 726
819 882 110
602 876 817
455 347 515
343 539 776
350 136 50
925 302 994
365 840 49
409 702 13
325 476 71
650 325 613
638 343 590
777 527 276
824 406 440
486 420 323
463 142 834
498 674 13
475 687 114
743 644 875
938 71 694
321 439 539
622 204 857
822 439 887
574 458 430
879 574 426
706 75 179
77 488 85
471 84 659
418 644 863
233 723 722
29 399 347
680 848 548
273 148 636
661 113 162
67 883 324
911 396 233
216 354 601
313 32 397
669 630 894
373 670 101
763 661 569
528 721 271
623 791 597
179 627 267
38 157 88
587 27 137
895 637 152
881 113 397
335 858 343
447 822 365
360 802 311
478 264 193
742 546 106
454 564 848
450 866 597
438 928 732
462 618 644
941 691 369
839 562 611
425 871 535
316 582 414
235 105 384
419 859 655
742 858 402
30 775 4
115 113 714
644 883 439
861 485 557
939 471 888
924 87 213
515 707 688
722 36 118
575 465 997
120 652 434
350 120 313
85 97 315
363 757 661
581 71 684
651 739 943
819 673 287
402 771 355
784 328 69
803 536 944
692 883 37
204 258 708
639 877 487
596 460 448
869 194 613
259 696 343
417 98 382
662 914 563
307 358 308
726 623 179
399 360 678
743 825 12
696 668 198
828 852 412
204 103 344
877 243 370
920 288 847
347 546 489
791 336 269
171 790 266
651 68 308
212 132 479
558 514 588
68 711 51
255 583 393
731 148 503
712 486 663
80 686 773
500 592 720
98 23 14
508 779 893
73 259 591
2 341 493
22 789 247
752 97 864
898 2 438
532 938 313
719 439 674
286 604 138
606 735 338
596 469 165
832 160 303
643 892 773
842 130 115
698 43 987
383 683 627
110 746 980
289 128 832
762 364 276
677 468 393
487 25 282
374 641 846
302 513 193
677 544 542
251 35 900
811 917 176
77 564 765
163 193 5
360 907 956
510 331 677
145 360 725
494 860 67
879 889 996
110 153 787
701 606 999
135 73 509
13 370 905
724 352 706
513 62 251
727 263 463
770 237 479
449 209 204
717 193 775
4 788 974
589 12 186
152 724 524
319 546 909
398 813 167
569 611 817
287 403 896
117 622 7
619 193 675
63 807 371
738 297 216
880 734 656
678 773 552
54 615 599
684 415 483
172 528 237
736 209 595
756 926 510
863 5 90
228 536 67
783 78 679
536 242 522
895 699 767
907 46 150
637 464 987
14 766 757
599 932 834
655 341 558
684 94 409
915 631 746
448 691 632
655 101 104
749 27 375
127 63 677
196 697 790
574 644 465
566 91 377
276 198 189
866 224 350
655 599 91
69 320 144
795 398 635
347 817 764
259 149 900
630 55 585
412 280 735
391 341 836
673 463 792
572 825 227
8 240 540
742 160 173
61 468 451
240 791 994
200 406 582
450 510 999
98 405 549
164 79 628
265 499 475
267 105 888
655 36 313
461 211 161
713 283 351
55 43 579
71 163 288
794 101 815
351 205 253
3 930 908
731 583 311
827 792 774
209 649 9
231 131 313
832 211 129
562 676 469
171 723 719
463 27 950
118 474 662
524 330 229
266 17 50
11 812 152
738 939 318
580 700 949
87 536 349
473 74 744
341 587 440
410 12 607
796 305 693
594 791 255
251 408 136
928 718 903
589 608 804
426 375 656
29 55 806
94 239 468
66 851 88
792 837 255
221 938 518
492 425 990
579 311 29
725 487 774
257 251 840
68 881 583
748 522 948
338 832 906
714 536 40
109 784 630
80 708 276
610 890 41
710 16 531
148 464 930
344 215 446
117 786 476
861 830 53
910 816 542
357 794 787
606 630 859
87 190 438
507 119 806
492 126 402
226 657 692
418 421 75
789 477 13
57 451 317
793 296 595
520 924 236
941 299 6
216 404 172
883 303 175
546 926 449
61 869 72
258 35 657
145 860 237
511 395 383
778 339 893
178 829 20
403 37 164
244 573 508
217 325 710
264 406 379
16 765 812
887 270 61
104 626 684
905 755 187
845 939 801
150 761 160
260 762 826
728 256 563
428 490 301
714 454 82
731 595 507
810 395 80
539 474 529
19 443 785
593 44 297
750 288 962
457 329 928
475 327 419
919 341 42
251 802 574
720 861 430
831 724 231
69 583 538
658 701 234
385 234 845
615 249 146
422 638 831
867 567 246
416 297 550
544 58 755
537 448 997
858 54 529
483 364 73
375 603 246
563 260 428
102 790 262
470 191 528
287 399 180
836 828 528
163 379 990
401 283 171
507 18 849
723 278 881
547 884 936
503 872 775
203 494 900
812 106 533
832 109 138
530 556 912
516 344 979
211 855 563
582 74 100
602 277 208
486 494 74
460 130 721
321 708 436
298 932 928
94 204 989
28 165 813
588 314 982
733 433 567
741 727 969
361 833 425
794 907 113
324 801 982
715 758 290
307 183 68
689 713 330
774 704 304
32 296 808
769 463 815
792 616 909
276 788 521
355 400 299
901 899 266
214 532 712
152 898 585
454 214 281
225 727 498
929 384 893
61 225 531
284 571 560
216 576 563
264 374 639
393 131 180
393 682 124
475 138 345
217 550 566
512 641 481
553 545 347
733 906 921
865 347 465
10 617 842
276 710 258
384 413 331
772 45 829
180 198 751
192 254 80
335 541 270
570 399 156
866 786 971
13 866 688
287 676 659
345 243 917
732 900 152
718 884 376
646 690 227
209 532 391
662 127 456
532 374 955
75 118 929
779 40 333
398 424 450
512 366 521
758 714 732
189 540 526
141 465 267
821 482 208
852 430 706
657 173 736
233 767 730
611 438 590
754 802 451
231 5 882
415 85 789
253 711 296
804 510 253
810 523 343
929 918 510
918 27 170
80 363 514
579 637 108
400 696 609
629 45 822
901 316 598
451 434 148
730 263 500
157 714 861
908 189 702
426 399 749
619 529 779
577 262 111
241 590 682
79 316 112
222 618 289
450 797 229
867 878 955
48 762 608
407 29 652
53 538 186
679 434 581
169 330 518
175 502 337
192 833 352
749 376 633
887 692 686
613 156 743
351 470 866
355 436 330
128 696 741
430 119 194
639 31 913
919 928 707
275 146 52
257 661 320
891 256 684
762 812 834
464 719 436
877 126 167
716 778 591
524 876 320
217 854 733
30 473 381
899 898 996
138 38 919
500 27 765
65 496 92
883 699 402
92 638 40
61 422 733
112 425 161
847 615 734
734 162 25
834 819 440
672 390 255
723 899 545
317 868 349
820 142 213
234 652 417
562 842 622
12 775 206
365 284 233
269 393 895
763 879 703
222 200 561
290 736 886
251 35 96
129 897 361
892 474 635
117 234 73
65 345 178
501 635 107
831 307 112
400 659 497
233 634 922
418 33 228
773 682 172
863 734 894
702 240 3
932 186 618
714 497 952
125 657 21
386 547 602
836 176 323
81 116 395
724 936 438
391 325 675
378 520 948
745 778 214
507 907 982
303 88 358
328 693 958
61 295 973
186 593 832
646 19 199
33 290 547
703 165 246
578 888 566
122 425 106
571 75 477
612 778 933
211 63 411
803 838 363
625 918 615
21 226 637
124 310 469
332 501 150
877 673 551
563 35 176
30 818 993
679 804 860
456 877 942
260 322 699
592 569 549
52 490 369
560 8 534
865 842 65
637 63 160
410 586 379
425 335 143
101 273 622
552 441 930
124 687 838
409 58 916
77 696 28
581 592 151
782 43 160
677 546 207
471 611 941
599 276 407
313 517 544
753 162 196
650 774 197
731 271 676
307 790 560
138 597 146
532 629 796
733 17 830
44 746 687
476 208 373
364 14 551
625 826 132
228 555 190
684 103 965
93 208 34
172 61 860
742 289 483
471 150 163
252 733 759
360 273 858
389 888 935
441 579 776
542 242 629
67 833 64
75 162 317
933 635 190
169 746 955
59 915 611
45 894 11
725 314 88
402 652 84
219 664 953
622 764 669
566 206 985
125 896 274
658 871 961
820 260 656
865 107 149
337 297 769
382 734 487
484 309 676
44 451 325
142 509 784
652 544 471
342 211 108
827 416 111
184 892 750
237 870 315
770 796 971
907 799 301
368 520 514
748 544 674
209 295 881
690 917 601
873 286 906
778 651 65
444 829 484
795 252 287
342 934 739
4 353 706
342 690 239
496 646 335
703 118 770
303 805 744
346 705 255
476 487 474
263 259 474
883 903 927
135 38 887
940 662 658
557 30 700
730 446 292
306 102 925
888 561 607
72 635 331
787 107 790
304 74 273
523 293 588
723 135 665
441 494 454
666 497 363
925 909 170
646 27 990
245 704 316
265 687 266
441 737 73
338 52 607
711 120 233
777 189 41
438 423 414
115 935 748
353 347 627
642 718 355
564 172 812
871 265 3
500 354 322
136 870 921
576 884 897
219 31 100
190 634 458
363 142 132
67 214 777
734 35 60
803 671 717
249 149 916
831 95 305
368 791 814
790 341 572
138 512 44
628 669 104
756 285 319
376 482 469
744 909 685
631 607 174
496 748 385
386 176 24
256 744 85
760 845 634
129 197 719
892 493 839
800 95 434
901 120 269
696 300 227
596 569 263
607 391 632
94 933 310
803 118 616
149 818 12
263 304 963
447 596 500
129 373 863
220 907 339
856 886 345
562 698 160
926 670 593
219 851 136
868 174 495
353 469 230
741 776 652
201 521 752
30 182 639
555 882 918
415 161 753
682 126 663
263 6 623
275 414 722
4 398 408
25 621 279
770 76 368
621 728 595
94 669 245
654 347 196
2 531 975
460 470 945
710 886 932
526 369 532
