19
996 1747
945 882 785
688 959 150
835 964 746
264 257 531
78 555 381
719 767 89
435 531 287
705 258 987
459 731 103
47 108 540
168 957 337
763 126 340
31 519 907
487 481 9
694 157 147
360 797 109
618 247 267
10 703 170
54 647 781
945 727 281
920 196 362
959 407 671
865 880 144
69 300 2
69 659 76
175 135 924
304 495 712
486 198 480
140 227 766
334 383 178
950 224 675
161 913 687
486 754 19
895 554 782
163 267 904
40 161 847
314 134 777
609 455 88
169 911 3
918 875 386
37 515 781
113 242 889
185 803 576
942 667 181
106 873 379
520 325 789
402 795 697
504 381 830
187 24 517
847 258 154
160 943 745
118 563 101
368 174 55
882 953 89
721 421 637
668 496 167
173 125 288
438 685 703
654 749 592
906 55 300
251 233 828
643 905 550
750 403 811
54 77 240
967 933 271
140 592 687
374 680 758
472 553 655
244 956 73
929 485 120
392 413 687
818 23 190
548 589 728
579 343 260
297 612 200
881 826 364
237 379 952
813 246 452
752 898 630
790 871 746
902 21 986
870 507 962
892 727 669
817 537 720
867 306 810
268 112 692
466 913 753
497 565 104
994 686 153
832 390 948
411 277 107
784 760 577
6 42 418
78 325 802
270 630 566
362 215 83
552 459 42
172 852 249
293 845 685
855 972 174
353 515 522
744 442 848
909 334 554
448 439 128
392 784 914
476 416 592
73 144 816
391 944 404
437 384 205
105 358 822
296 636 692
693 43 974
432 552 352
910 142 428
912 121 350
554 484 612
277 452 880
758 976 855
523 559 102
421 835 728
811 412 903
159 25 209
619 190 279
2 781 240
405 503 399
168 31 651
747 150 264
644 931 771
503 114 311
832 670 731
422 113 239
109 793 312
796 422 523
727 610 194
751 612 515
75 474 701
158 59 813
382 46 392
18 678 336
208 630 120
179 137 751
324 905 369
278 660 157
6 205 266
484 137 339
214 823 699
145 587 314
221 62 572
695 913 312
594 868 739
615 647 40
691 526 806
659 73 707
225 272 730
666 326 960
483 23 376
40 697 643
207 358 217
809 208 116
833 779 141
581 383 795
514 501 105
166 257 834
574 874 316
396 662 971
424 4 650
249 492 809
605 831 474
516 435 421
526 629 222
152 106 990
185 35 830
555 48 504
593 760 284
559 539 469
707 901 232
126 884 677
981 524 101
681 890 909
742 670 542
626 898 418
141 265 665
558 830 147
975 738 377
266 197 695
486 243 219
687 155 127
63 283 499
459 540 812
14 556 845
57 181 732
482 655 838
295 742 837
235 418 958
804 767 555
285 769 911
397 623 730
452 444 534
299 342 170
760 205 355
535 295 716
745 749 897
112 837 133
648 279 675
506 109 31
872 450 765
76 304 458
830 81 671
660 534 662
788 34 905
772 378 315
928 76 167
248 542 399
920 906 670
63 648 405
950 537 536
306 111 965
746 597 760
435 28 728
725 629 138
86 743 549
46 734 1000
527 489 566
359 197 60
279 307 840
945 644 943
657 184 761
25 598 432
905 840 367
323 42 322
3 438 457
424 455 496
616 677 809
785 798 136
140 576 781
570 337 653
335 880 881
318 679 950
924 969 177
66 569 428
112 689 567
612 231 206
513 100 77
45 522 408
260 898 630
970 849 727
413 328 871
103 502 978
436 7 347
120 856 141
490 884 671
59 781 252
468 637 137
652 915 636
128 316 484
66 211 328
483 911 534
620 491 774
305 365 669
390 236 522
736 728 125
796 216 572
731 977 122
858 38 349
312 545 766
82 592 188
291 797 322
182 448 657
904 281 181
680 63 485
141 237 293
908 843 501
454 597 529
992 181 366
416 434 345
233 79 99
104 935 569
240 631 681
463 180 161
215 290 182
652 212 574
985 867 207
404 82 370
793 750 889
796 734 537
280 591 650
458 275 772
703 390 381
237 135 899
306 662 734
713 834 334
98 312 854
360 252 666
541 133 95
262 752 466
293 429 988
99 380 525
846 521 855
720 852 309
579 508 4
513 431 156
390 914 815
189 527 387
107 751 797
991 415 607
452 230 77
444 54 371
388 160 700
495 281 911
832 337 296
841 779 521
509 348 551
671 220 434
631 20 809
634 487 744
970 276 581
483 51 359
783 406 642
127 930 908
117 123 258
134 465 302
284 12 900
421 737 770
324 699 128
239 217 318
519 741 74
716 605 730
75 590 862
36 296 624
308 786 241
80 959 29
599 528 924
807 710 109
269 321 609
929 696 307
439 224 362
545 110 679
468 662 921
195 512 102
239 417 803
692 181 877
201 869 133
100 754 699
119 270 974
924 989 746
276 182 576
178 333 493
398 729 606
900 7 398
452 88 24
410 123 257
330 166 694
3 499 960
756 16 191
303 758 529
599 97 806
621 361 999
911 51 514
714 616 484
404 17 243
782 342 901
514 164 604
178 537 264
802 221 883
791 317 18
683 294 700
593 943 844
502 112 340
672 464 595
416 446 718
405 309 642
480 397 527
956 264 288
471 884 550
743 30 569
87 191 483
763 624 438
805 491 935
90 907 909
499 560 598
87 800 142
359 961 14
359 55 886
678 799 801
941 59 383
874 726 437
893 752 593
199 494 34
204 548 294
899 242 541
421 719 250
194 937 39
410 913 455
568 358 789
934 62 338
355 676 245
969 864 74
253 212 974
190 739 393
419 451 420
585 462 557
347 651 745
546 432 175
193 16 309
263 595 382
884 377 182
49 569 764
757 576 5
85 4 906
872 902 945
961 540 932
745 341 396
701 653 79
923 917 62
294 528 762
793 594 726
95 431 201
150 263 100
666 568 633
921 349 915
861 137 612
954 50 596
556 14 548
211 391 902
747 746 438
248 95 475
645 950 741
945 84 210
420 972 718
586 292 969
152 27 825
896 255 958
800 196 614
963 609 78
50 513 390
6 981 851
130 127 635
232 618 483
813 877 910
708 304 70
986 312 686
659 647 899
961 954 4
298 501 329
202 740 659
216 478 292
727 622 5
239 281 703
60 606 920
250 480 541
904 355 491
977 548 224
802 22 953
584 207 414
382 721 172
987 843 185
781 283 318
274 766 148
290 185 692
497 224 943
176 734 479
778 679 700
351 396 402
935 656 242
748 237 287
811 297 347
352 514 732
433 636 377
181 905 262
14 685 983
850 12 989
666 153 975
262 354 691
187 724 267
771 83 619
621 337 620
39 597 161
835 953 794
935 827 287
319 60 524
874 213 574
776 881 755
430 413 20
649 723 715
135 666 396
309 832 641
143 827 396
908 64 128
772 20 269
104 568 14
933 901 701
988 870 489
1 787 483
331 157 371
358 975 931
507 110 88
760 723 551
448 186 93
297 62 442
390 765 20
139 640 843
266 802 64
545 880 689
42 3 758
273 689 78
862 606 710
919 648 703
903 611 499
551 291 664
896 786 426
77 637 939
970 766 230
422 554 790
213 580 466
53 393 251
723 608 388
132 570 676
180 822 223
283 878 419
752 502 866
433 914 805
691 148 865
318 307 822
292 380 636
77 612 336
513 379 620
250 40 112
114 406 25
408 380 929
341 636 33
244 122 915
666 987 665
759 425 866
112 738 634
541 649 775
991 470 387
258 179 119
614 323 905
853 516 573
942 631 962
853 151 843
570 426 37
811 520 753
547 944 88
748 88 556
37 402 907
623 105 296
400 885 46
555 186 17
380 582 337
230 58 236
296 978 497
345 370 773
444 509 252
29 978 710
304 75 419
797 385 905
275 967 716
996 31 844
337 688 273
470 664 632
483 235 700
196 918 203
476 670 809
913 922 838
636 12 742
367 764 500
945 387 40
670 712 961
616 161 660
752 1 995
31 207 599
152 926 210
414 659 614
924 495 767
111 670 477
950 174 407
333 60 435
500 412 972
150 560 592
608 94 373
425 703 824
410 839 884
355 28 857
852 302 330
12 297 57
135 641 524
240 39 216
932 744 806
981 212 550
811 700 431
475 597 449
848 77 347
233 129 538
716 367 624
788 948 963
13 982 734
702 487 906
280 117 503
655 836 58
43 82 315
148 28 474
611 731 591
845 485 91
604 678 554
986 655 896
829 295 529
335 961 135
325 78 266
602 837 779
171 858 222
160 418 262
247 991 214
173 255 554
703 549 226
12 776 598
626 319 601
324 620 593
727 580 469
530 298 778
452 517 686
97 698 316
248 744 694
355 337 347
642 3 553
381 987 960
296 557 474
868 750 356
170 78 828
410 836 63
389 263 251
952 990 550
799 651 468
140 349 421
472 909 944
446 849 122
676 607 712
522 463 673
663 105 669
231 548 593
322 931 367
190 524 280
990 448 198
960 477 249
337 725 676
390 134 158
781 396 74
167 177 141
964 289 547
394 840 520
684 320 951
733 815 389
213 573 520
820 420 105
788 474 495
313 149 628
596 882 314
652 934 767
466 364 940
848 449 700
928 2 274
77 23 765
111 455 844
630 809 38
354 22 850
352 835 473
438 478 839
297 952 546
175 708 764
396 633 226
156 310 141
193 150 904
709 817 521
52 229 922
306 870 204
226 225 807
633 882 432
814 500 354
554 164 215
386 627 584
704 490 419
420 545 988
346 697 403
859 953 142
817 778 947
561 463 792
623 514 490
572 173 451
864 529 514
891 208 22
188 488 508
297 543 998
419 8 515
366 24 688
212 576 802
926 909 529
95 815 684
204 945 132
171 293 548
759 539 188
299 600 220
591 98 245
191 410 198
424 152 668
817 193 569
974 968 282
31 653 303
894 74 17
468 968 745
736 310 356
599 165 267
115 744 535
870 589 548
708 37 158
515 253 534
271 372 279
603 57 849
978 446 426
575 907 614
642 649 998
145 272 399
246 749 639
910 104 316
786 711 558
278 503 433
251 854 766
544 625 119
627 261 261
423 918 62
736 275 184
318 870 987
217 475 544
731 39 67
381 611 854
577 959 522
156 220 767
744 876 750
731 603 80
394 659 638
516 647 639
235 502 245
126 307 585
641 21 531
688 624 868
937 250 995
473 259 449
862 468 553
194 922 450
555 376 8
17 866 849
784 746 142
282 788 831
190 743 274
829 530 245
379 177 344
575 591 461
967 289 592
966 18 407
789 845 220
326 516 369
206 945 474
521 427 314
325 14 760
986 143 909
159 162 924
97 916 200
636 215 89
615 20 633
188 841 612
138 87 350
106 250 498
279 930 784
510 281 230
838 576 145
895 111 907
553 790 477
937 487 551
174 492 902
838 753 904
267 439 500
563 352 935
352 344 753
618 681 840
135 873 985
614 408 650
45 420 760
383 310 434
47 536 418
608 471 381
498 882 756
67 135 113
425 717 582
235 329 929
718 527 713
261 830 603
218 331 184
226 84 946
657 440 498
305 989 916
295 912 702
373 28 244
371 823 791
851 790 209
92 286 50
148 121 493
414 604 901
757 706 407
704 657 286
644 594 713
658 317 184
445 146 280
803 454 554
251 590 757
393 226 657
3 963 87
784 247 684
759 502 377
567 192 822
853 254 624
412 533 477
1 431 944
811 686 697
668 335 928
399 583 660
421 841 561
516 722 813
412 102 356
509 205 815
109 179 114
294 108 914
332 14 580
524 959 240
352 474 70
480 602 841
347 557 517
8 74 228
727 870 609
829 626 830
394 927 477
698 807 712
250 29 773
349 113 121
823 273 378
15 683 464
152 896 770
59 376 78
20 705 295
214 626 831
251 773 974
894 615 500
92 246 727
474 926 580
772 745 790
793 240 771
828 287 610
25 487 436
722 896 225
403 690 454
135 377 583
585 128 859
926 326 19
194 893 700
112 216 186
726 415 584
930 304 156
31 354 686
578 818 724
963 511 752
859 990 195
832 437 357
205 879 126
352 791 833
388 407 247
82 151 410
280 294 844
620 346 835
691 766 810
860 249 163
131 502 932
380 565 859
582 556 88
329 407 41
784 191 717
532 491 95
744 436 331
831 733 312
538 179 450
411 637 968
21 697 147
778 840 667
144 567 940
921 214 330
672 826 189
301 712 91
765 515 112
445 289 976
106 17 237
383 279 81
573 580 340
543 290 387
550 605 495
18 304 839
375 409 208
713 51 907
434 849 251
274 769 283
911 870 286
281 663 30
593 302 906
832 79 307
642 492 557
878 950 208
860 775 281
328 852 521
951 524 239
509 307 678
316 323 357
448 273 263
884 306 239
263 48 525
960 409 863
85 91 19
213 408 6
13 241 560
903 561 607
711 246 550
508 245 147
778 734 265
742 275 66
956 25 661
441 498 571
176 902 622
171 606 718
885 583 608
893 234 690
205 35 423
75 615 219
773 550 429
529 882 636
651 681 996
50 516 155
493 814 523
788 66 439
444 503 443
290 673 58
768 870 156
436 833 608
616 483 711
973 830 311
887 746 9
177 457 453
994 88 478
722 625 492
126 439 436
235 209 704
988 481 825
39 285 526
551 915 484
737 318 744
289 451 520
848 802 905
327 386 459
595 158 932
17 988 240
420 728 528
675 535 647
492 133 33
276 701 717
209 552 561
449 17 584
576 641 360
697 802 261
937 795 161
186 504 854
174 666 711
35 996 609
365 861 973
205 775 717
229 939 846
144 541 836
783 811 327
651 239 666
324 947 755
778 463 788
798 477 230
603 555 957
717 533 58
976 797 980
879 307 956
453 530 392
870 408 349
79 96 220
158 631 971
678 466 666
315 42 306
791 99 865
454 972 836
934 648 526
507 988 697
848 128 493
321 497 849
696 147 345
663 97 709
599 626 707
700 106 433
669 666 709
917 320 872
873 713 417
30 164 738
99 795 789
478 433 356
811 668 729
939 114 979
464 723 723
313 447 472
154 553 306
795 996 447
377 700 95
189 523 997
671 992 724
607 556 44
879 404 905
245 7 495
123 355 344
27 798 338
834 715 734
590 721 622
563 730 348
890 421 947
937 214 797
551 961 907
775 780 165
921 324 57
993 736 743
967 174 96
514 961 7
430 46 914
691 938 858
268 365 55
807 482 459
861 300 110
160 97 742
585 515 573
609 129 58
610 437 796
398 863 460
630 769 756
341 241 278
333 231 998
900 678 153
271 743 303
969 939 658
39 239 65
709 657 240
593 224 715
260 854 54
401 579 918
415 759 245
159 673 63
867 162 776
261 205 936
288 138 702
948 688 318
434 366 705
769 492 629
876 498 268
94 981 438
793 420 65
123 130 252
711 494 127
352 879 948
881 610 120
121 755 170
883 909 408
330 788 288
816 435 275
185 400 396
50 232 767
147 642 344
621 157 62
110 182 80
458 100 789
111 859 710
969 77 590
883 89 931
490 380 505
676 93 228
780 667 424
330 794 376
933 38 70
854 431 156
328 246 152
172 680 842
402 295 212
215 327 851
446 728 498
703 230 201
607 479 803
341 561 853
101 57 175
481 38 875
200 484 888
313 42 261
965 388 416
117 756 613
465 611 228
167 529 19
497 907 434
238 246 17
690 231 520
46 961 14
372 768 818
212 950 199
696 492 783
674 459 639
914 104 519
247 958 903
13 596 55
206 698 174
553 153 478
655 739 19
281 978 939
124 626 605
127 41 237
905 947 914
75 505 408
963 750 512
441 541 830
917 54 559
822 751 640
320 187 681
61 940 95
252 492 267
727 796 73
658 960 766
611 748 308
813 379 952
462 194 365
191 596 430
355 125 330
430 352 348
71 372 92
402 449 601
810 604 435
307 76 691
200 719 584
310 114 150
418 803 967
776 89 466
736 487 656
549 814 717
22 809 974
354 926 716
65 801 214
770 197 718
614 550 904
413 310 544
938 839 918
476 332 929
946 28 667
359 629 437
610 937 255
473 756 674
356 586 423
581 158 121
205 688 686
689 407 742
925 563 895
574 573 156
76 885 769
970 269 443
564 848 651
505 585 522
220 685 301
189 285 712
138 948 469
640 784 476
457 639 940
340 332 121
567 540 243
759 798 410
776 448 788
356 694 726
161 293 177
354 581 292
478 370 791
661 411 443
92 895 141
58 738 528
113 401 390
852 839 671
334 280 233
777 920 649
703 835 719
140 225 66
155 228 420
347 173 593
568 64 255
452 448 412
385 199 127
249 928 512
350 773 175
885 393 115
474 844 65
91 856 492
537 541 279
132 335 194
820 522 482
727 296 322
150 791 407
829 556 544
86 517 297
327 655 28
152 326 321
291 26 611
754 891 450
76 797 764
151 768 12
766 327 992
13 541 771
935 924 583
262 312 159
931 164 513
585 595 791
751 37 987
527 828 458
613 506 411
693 623 898
403 734 223
443 138 923
37 525 999
691 930 641
321 901 118
480 294 612
70 563 774
628 335 431
851 154 294
567 349 238
8 732 58
298 584 711
121 647 71
808 460 446
776 72 758
344 170 253
106 501 251
191 26 425
561 704 982
924 657 675
623 614 500
168 311 514
832 5 478
725 391 200
65 381 763
345 53 329
759 435 334
381 526 865
153 952 487
554 235 296
540 599 145
2 569 145
490 122 689
526 751 737
940 632 71
576 131 120
133 34 84
871 796 55
648 519 581
751 346 696
352 324 466
212 839 677
187 197 387
567 314 512
744 45 366
550 113 394
901 933 464
146 383 765
990 355 46
864 13 167
169 313 696
22 348 944
454 477 969
38 365 866
89 178 590
109 552 771
653 776 318
925 564 737
25 985 825
370 580 823
671 155 766
598 28 991
824 194 342
563 965 509
810 701 603
580 244 799
722 251 795
461 741 503
858 241 522
79 197 958
104 539 915
884 745 61
828 304 388
298 705 342
883 763 508
525 21 218
16 491 724
257 720 490
173 755 483
197 293 533
960 1 161
941 934 359
91 645 151
607 901 567
44 787 61
221 889 375
966 466 764
241 800 566
729 189 577
433 636 71
403 407 968
290 340 736
45 797 54
712 560 586
247 460 13
766 714 786
758 965 612
761 365 181
813 718 406
499 574 643
236 603 590
921 928 880
799 684 569
856 324 510
232 638 399
303 892 545
768 612 379
413 378 211
20 355 311
454 697 637
390 84 233
628 913 17
764 969 583
17 792 941
519 520 625
696 432 941
169 910 230
730 601 111
597 963 412
257 56 402
287 529 692
236 538 708
402 314 823
42 698 766
961 1684
131 652 85
588 81 63
515 473 173
111 707 590
89 608 481
538 438 949
921 915 30
373 196 944
348 701 56
353 876 57
304 68 365
125 256 707
268 586 945
779 466 31
115 130 834
821 616 385
180 284 401
826 790 722
667 252 32
438 503 503
350 487 909
293 214 183
753 175 905
811 240 311
233 392 460
527 307 553
85 224 927
8 707 675
429 929 591
612 40 306
827 916 345
455 903 440
184 153 59
702 269 729
589 712 565
922 498 617
301 431 336
1 116 909
111 535 542
775 134 29
140 927 718
625 582 628
204 431 182
309 2 653
522 349 260
749 943 809
333 202 68
20 132 472
840 336 252
110 21 38
566 659 469
557 248 582
729 5 153
782 889 9
599 476 808
309 262 125
529 469 134
180 135 69
466 20 471
656 652 588
869 709 383
446 422 815
117 456 477
626 930 753
434 427 627
40 699 550
926 903 730
349 89 393
763 265 880
697 528 524
947 162 471
127 807 413
733 623 640
205 36 968
650 439 311
859 873 565
574 915 256
858 780 874
319 601 121
99 107 55
525 54 884
72 842 115
372 546 285
432 901 685
888 823 480
236 348 123
194 507 771
202 704 50
424 150 745
813 671 540
111 166 51
142 548 556
801 414 213
266 326 292
921 659 268
69 275 718
899 921 245
754 848 291
883 372 565
268 211 73
306 420 250
414 780 390
149 737 663
395 54 153
918 746 812
844 692 774
485 710 748
437 475 505
828 863 510
273 544 677
876 478 420
860 496 616
107 712 113
118 620 412
199 410 598
590 342 333
662 222 831
527 76 887
953 109 346
148 175 932
823 906 972
742 52 981
416 78 336
553 687 278
117 483 340
559 815 725
223 464 130
689 731 669
522 584 205
63 548 878
690 365 26
79 363 745
2 234 984
347 894 740
270 540 778
796 843 892
52 773 230
411 797 319
506 648 828
692 296 733
232 353 666
678 206 167
883 220 745
610 641 835
781 729 893
618 635 178
907 292 16
709 432 6
702 612 413
429 696 483
219 33 776
409 651 289
672 304 988
505 731 462
723 489 608
227 243 773
110 14 514
152 409 247
474 938 735
99 600 995
908 383 946
532 795 217
655 450 261
336 374 357
599 956 30
688 373 265
294 118 727
57 944 166
63 775 378
669 780 411
372 753 46
290 615 318
488 629 356
539 449 777
454 602 570
133 308 369
782 120 34
884 800 177
450 45 331
873 144 930
338 423 395
204 877 827
923 934 528
327 827 361
129 232 271
730 712 548
237 239 824
109 781 507
802 583 169
526 399 629
752 713 579
230 768 982
773 126 643
136 237 517
613 630 711
460 457 430
404 395 16
296 266 847
775 32 956
245 172 630
398 179 813
493 116 295
285 115 498
695 317 101
56 580 546
287 274 818
722 416 90
518 383 190
950 208 774
449 461 851
611 503 766
224 1 186
312 262 516
336 201 383
139 462 720
566 739 309
627 906 51
523 301 660
472 30 221
727 726 60
343 546 179
601 737 629
778 425 53
439 806 890
756 727 963
884 305 218
387 888 973
347 97 20
380 749 935
492 390 359
803 107 698
191 124 761
338 44 234
483 446 921
471 637 782
649 120 979
151 329 651
107 404 350
254 361 649
452 511 773
866 529 618
236 719 272
119 274 935
758 700 293
952 646 134
676 508 662
518 892 365
137 404 377
289 602 190
870 422 711
627 762 802
461 457 488
675 756 881
130 102 171
477 841 119
470 332 537
506 270 653
551 542 617
670 186 709
546 184 561
53 861 592
369 511 258
347 94 665
958 415 412
332 635 278
929 879 733
135 902 786
177 199 621
148 753 377
165 690 865
951 741 397
936 43 569
573 65 595
445 190 405
897 165 458
936 256 322
489 476 42
298 244 640
599 284 415
365 672 519
402 358 512
873 324 728
354 507 721
113 29 761
461 620 303
662 98 645
360 286 275
244 315 157
306 758 253
39 951 598
213 500 795
642 641 43
132 174 289
626 466 584
581 532 790
550 124 890
309 825 759
283 330 730
28 672 850
530 640 977
356 276 439
85 833 23
529 4 919
620 497 432
531 554 264
161 870 317
75 647 372
346 227 539
867 328 822
940 877 910
205 788 329
953 234 823
287 95 519
407 522 551
175 955 133
726 323 245
738 264 828
873 794 239
468 251 466
750 518 448
160 781 844
378 597 841
421 255 597
345 189 956
930 56 826
915 671 374
784 474 422
255 522 576
207 884 335
184 502 273
817 185 819
792 2 1000
115 717 77
839 217 375
272 305 785
309 161 703
173 283 715
675 127 972
244 382 685
849 881 866
176 477 116
172 574 566
433 415 877
367 711 804
538 577 775
689 428 194
235 428 68
745 647 319
749 201 335
28 246 872
805 372 454
360 179 954
44 232 643
243 335 631
246 580 713
362 104 6
85 757 777
836 140 152
685 410 208
799 835 439
558 723 256
865 53 410
949 370 312
902 476 166
345 733 780
158 940 450
354 907 96
408 327 678
293 923 760
801 776 186
12 394 382
558 527 590
312 264 286
368 908 422
691 404 220
476 795 217
392 54 694
686 306 101
410 310 391
141 49 331
220 103 413
64 491 353
878 902 235
539 629 84
668 648 215
527 470 395
774 586 767
577 472 278
95 587 436
532 171 487
232 527 85
797 341 827
521 810 296
960 61 398
287 38 380
232 762 95
800 716 240
631 109 28
716 69 168
253 646 697
27 431 77
586 942 879
19 626 275
430 591 942
445 907 500
450 67 256
720 286 468
555 878 478
471 832 233
146 216 25
332 757 828
932 697 533
603 733 105
353 236 797
278 157 383
345 736 666
430 640 3
166 638 566
712 44 510
134 123 668
867 568 994
37 259 946
696 209 298
794 725 438
676 858 600
30 329 941
247 142 810
537 820 755
59 816 840
689 709 1000
251 662 47
752 151 785
647 853 401
279 16 280
892 580 987
7 376 631
575 751 563
514 792 467
572 450 749
579 339 639
581 951 727
204 398 45
496 57 454
76 439 346
663 927 437
666 769 555
803 504 980
423 866 95
15 636 940
855 409 664
763 833 76
953 811 855
891 267 699
153 362 25
570 51 66
875 775 549
894 624 625
23 27 817
477 873 224
248 608 953
538 47 60
109 142 55
290 931 475
398 142 558
438 32 372
378 876 599
363 42 926
19 488 363
856 712 458
688 622 999
402 693 887
72 63 658
534 715 42
916 788 974
929 179 564
90 348 306
869 473 142
281 645 35
224 334 149
321 244 380
373 2 512
389 409 956
604 342 753
853 674 427
412 112 885
160 192 589
932 811 338
865 397 730
212 430 128
585 96 686
565 613 747
299 872 616
504 87 121
717 52 922
721 867 781
953 361 68
290 258 450
298 33 997
627 289 456
77 249 880
220 774 194
71 691 68
854 936 997
327 721 942
590 199 276
144 515 441
115 941 323
388 247 57
278 480 96
843 251 719
574 869 127
188 948 15
649 738 425
88 461 572
501 733 812
395 623 574
895 68 835
846 135 267
285 87 625
265 912 763
5 860 410
414 903 106
912 34 824
186 638 254
579 227 396
157 474 686
162 545 970
321 167 604
846 316 275
611 219 399
841 209 749
770 241 147
890 28 665
852 498 667
17 852 411
598 933 653
948 224 235
537 826 694
179 125 167
176 250 622
222 502 346
907 751 459
721 218 117
511 43 337
792 466 747
875 554 430
727 581 360
472 736 637
591 436 448
390 828 219
692 316 107
863 608 691
949 12 63
403 270 564
203 166 463
779 163 98
60 356 302
558 537 854
582 203 643
743 641 52
700 828 955
440 674 17
949 73 924
286 905 983
879 282 12
633 335 226
512 85 459
939 173 459
470 221 176
518 11 429
396 890 455
595 290 344
908 854 511
85 10 649
179 373 978
805 427 567
768 214 619
183 716 836
418 657 332
940 656 139
853 14 102
374 547 84
