16
860 1867
290 286 949
787 840 759
4 322 733
790 856 469
834 603 52
181 30 235
719 291 103
190 310 975
649 26 954
394 589 807
181 269 810
116 503 155
746 793 634
549 356 533
823 758 278
152 820 894
604 91 609
167 151 684
445 430 897
697 437 83
436 245 128
489 615 388
686 270 196
654 341 134
822 728 718
856 222 395
81 211 842
98 612 573
765 444 592
686 146 872
416 638 847
500 674 625
303 187 922
751 352 615
52 480 146
566 389 726
679 813 459
670 117 500
836 317 262
415 557 11
131 267 947
401 159 608
241 9 864
512 107 820
625 838 199
365 237 162
655 606 2
594 331 319
569 848 844
852 491 20
496 193 732
198 447 285
356 487 262
131 52 745
48 854 905
618 827 663
408 823 351
505 471 331
531 284 734
98 491 404
179 483 162
75 284 437
786 209 298
4 682 142
854 549 673
747 802 963
242 44 303
283 663 753
741 699 40
763 513 209
354 249 978
130 716 221
584 824 744
10 324 968
682 58 332
455 129 727
837 239 243
256 337 344
311 240 54
731 77 930
552 622 242
783 846 23
421 90 686
113 634 944
394 689 609
821 471 661
472 740 139
183 738 533
639 195 876
407 578 719
323 320 456
849 788 321
213 529 417
37 356 779
673 690 16
517 32 512
362 692 613
593 507 45
216 61 224
261 347 234
179 480 820
138 688 543
174 71 847
845 74 328
190 397 13
400 227 721
697 806 910
670 161 98
810 266 737
569 641 293
671 160 323
657 856 423
9 261 916
518 692 802
627 38 123
635 652 496
210 475 915
838 581 768
252 203 563
522 48 660
112 800 178
600 288 543
301 139 74
429 53 454
431 232 284
13 808 995
247 357 619
133 767 426
404 432 471
112 101 789
266 152 739
114 203 679
364 844 944
792 112 969
170 79 62
162 487 330
614 765 832
731 678 624
257 654 731
498 777 800
538 745 270
91 284 17
78 404 365
659 704 368
237 171 817
224 285 691
535 334 476
759 739 814
114 72 580
370 716 25
858 497 67
399 829 114
314 444 293
690 133 814
255 301 693
167 492 873
760 285 191
834 703 765
247 498 762
88 743 646
582 27 764
210 181 256
437 145 468
46 358 620
294 416 318
526 701 896
400 195 118
199 125 805
244 178 440
231 322 549
579 246 166
771 675 614
595 729 49
705 693 548
470 830 767
180 64 722
616 661 298
549 200 808
55 365 663
5 780 297
319 765 717
562 133 226
587 464 303
125 725 501
492 303 465
319 622 293
694 522 297
664 478 673
426 356 219
240 366 884
13 740 253
559 664 34
216 553 921
475 470 917
149 28 951
633 712 893
344 437 77
379 696 675
368 491 121
304 31 814
642 1 184
512 57 734
191 843 852
638 516 493
451 463 310
499 116 211
119 699 918
590 683 921
390 485 277
63 751 375
108 500 962
835 176 440
726 471 385
56 718 29
21 278 847
277 549 509
42 27 820
528 363 861
15 842 744
714 235 705
689 49 829
607 848 628
829 399 152
858 531 279
581 636 923
817 523 618
142 827 295
316 652 616
492 676 721
552 76 271
180 18 862
249 680 211
285 844 887
664 741 391
111 22 35
111 499 330
843 815 899
307 517 903
811 259 107
9 704 187
242 749 951
213 257 79
703 306 839
312 55 971
460 269 329
557 636 993
56 764 787
138 282 220
405 177 457
19 181 704
538 276 272
217 425 628
56 629 324
432 512 16
543 138 491
598 195 331
174 258 485
627 130 665
827 384 442
35 428 905
760 607 317
577 348 841
10 282 925
718 140 479
821 163 874
380 674 862
690 802 747
62 788 666
259 71 36
356 206 529
641 106 95
374 352 192
204 498 323
369 153 897
69 279 587
280 562 616
550 299 167
489 844 969
466 310 109
807 232 140
632 729 76
623 364 207
743 99 643
283 501 257
661 144 27
14 379 426
446 526 82
710 2 192
549 553 289
553 135 498
690 193 966
51 176 95
7 86 328
592 184 911
612 210 915
139 646 122
349 629 824
687 656 602
672 474 179
383 563 124
167 804 767
240 219 540
604 646 184
501 410 874
576 276 41
816 215 359
602 195 11
825 255 834
2 681 321
647 579 777
356 546 911
747 511 776
579 104 394
725 81 667
34 17 973
699 620 450
381 244 302
803 32 507
600 183 934
624 157 483
678 709 503
251 393 584
214 177 319
87 142 561
351 768 927
56 856 366
228 170 781
578 806 764
809 595 749
146 500 203
644 711 395
300 359 765
82 691 921
322 778 896
704 475 274
665 34 919
204 198 188
576 818 970
199 221 286
858 221 529
491 155 419
825 628 305
782 218 355
92 635 455
183 561 580
513 647 16
344 67 561
779 598 271
282 203 313
769 33 613
758 803 139
363 189 295
387 467 852
70 294 498
181 333 335
354 18 80
80 524 767
131 52 542
8 307 435
203 833 420
618 499 892
219 506 15
684 459 913
78 456 266
301 511 429
269 283 863
525 57 323
342 614 616
160 587 272
7 549 984
744 356 817
655 451 966
723 555 406
111 474 282
245 195 881
852 298 356
593 317 107
525 401 268
783 21 415
17 443 728
77 7 614
287 302 658
673 604 626
148 780 430
438 486 92
617 166 241
296 203 540
294 725 787
118 80 155
781 635 499
106 306 580
477 720 957
89 279 379
589 8 803
244 655 754
11 255 842
850 408 376
169 13 361
729 138 945
749 294 31
16 689 235
364 675 115
843 852 744
841 817 541
566 664 297
300 91 763
659 424 18
692 176 2
344 194 791
536 115 800
789 200 662
412 795 93
251 673 889
214 167 601
108 140 876
327 782 343
723 326 532
233 515 847
250 195 755
611 584 992
34 607 845
267 510 479
50 787 484
819 732 452
251 103 128
429 858 664
632 624 159
407 827 519
300 366 251
774 446 823
859 821 130
183 5 977
389 338 95
77 292 456
492 565 353
554 134 24
206 795 950
264 448 744
609 390 352
271 102 115
478 294 606
457 783 434
628 195 565
128 139 566
269 552 785
513 836 400
489 445 196
860 816 986
154 247 371
133 298 218
534 702 302
694 66 748
754 664 455
620 443 257
160 368 77
695 809 789
787 664 764
182 439 171
516 279 461
849 392 340
687 17 248
459 170 779
306 127 903
672 500 97
694 702 678
665 215 854
771 352 201
34 96 797
550 382 822
569 704 108
501 705 51
615 762 651
255 79 29
24 527 181
397 368 943
413 361 771
373 301 683
798 386 282
251 283 178
351 847 527
65 420 949
257 635 106
528 145 907
23 490 800
336 752 958
617 229 805
60 703 529
165 638 652
225 602 894
667 283 781
286 819 275
441 106 391
184 205 746
695 715 162
548 536 638
653 598 919
30 419 221
380 724 460
131 242 775
78 672 93
427 609 899
608 67 152
661 508 205
348 486 693
394 814 196
124 258 876
486 391 868
251 717 367
517 366 27
719 206 656
853 526 415
241 643 541
101 300 219
337 219 231
561 776 322
124 420 640
178 111 646
112 580 953
625 83 442
232 85 963
98 838 313
680 272 627
429 659 328
559 248 590
290 641 366
159 386 184
461 165 348
557 163 273
673 716 571
180 382 163
314 685 59
702 798 285
739 468 973
310 717 387
410 632 91
491 195 446
3 822 984
457 236 435
789 819 250
446 774 64
380 544 403
455 785 127
374 628 749
440 655 153
690 398 785
764 7 144
242 492 821
760 19 677
820 153 431
263 513 986
777 836 878
671 659 490
339 854 943
228 605 470
840 92 666
441 857 678
153 796 236
644 567 844
55 425 592
627 637 145
570 690 306
428 623 202
299 111 705
244 231 800
214 494 855
401 79 884
33 425 351
496 418 104
238 680 273
406 330 70
685 698 195
278 585 723
247 683 584
213 95 275
501 727 915
58 38 784
822 132 403
237 225 40
402 194 269
20 118 988
832 309 700
98 846 337
215 316 181
588 415 808
86 378 174
280 155 142
200 141 994
786 114 286
580 476 619
362 159 640
513 621 164
437 703 280
264 825 803
242 357 195
242 559 165
273 732 399
807 318 236
527 61 559
649 157 774
154 614 5
287 494 815
567 656 720
295 189 430
209 244 198
798 787 572
551 394 5
453 814 872
394 295 495
16 117 64
27 216 538
31 839 793
121 384 111
51 590 857
359 458 394
238 765 536
381 254 969
133 539 30
207 807 418
592 17 382
418 307 568
318 783 388
410 178 124
242 579 375
283 508 298
238 431 128
650 393 708
550 612 789
589 67 499
804 469 36
59 258 785
574 371 681
852 347 13
807 445 460
147 659 506
553 365 235
397 465 437
53 382 689
707 93 260
554 743 507
321 148 275
383 99 967
82 369 455
229 1 859
682 112 246
3 408 738
144 7 774
394 512 410
212 38 725
698 284 350
248 745 402
242 633 791
294 695 209
755 203 419
716 390 216
607 117 775
46 673 140
852 101 633
252 631 470
266 572 612
392 32 107
629 522 812
538 180 198
498 610 154
290 812 121
547 33 615
285 296 75
592 218 122
151 44 320
715 415 593
211 706 609
850 162 525
109 773 450
725 94 89
211 159 581
375 267 472
53 196 552
356 635 162
796 476 856
240 602 349
262 460 116
231 654 579
22 50 97
430 258 946
366 717 789
602 773 112
184 573 885
152 412 500
431 471 1
98 364 223
398 587 204
528 389 639
524 570 244
462 491 672
732 383 394
651 735 97
422 306 450
724 580 839
387 66 107
712 146 77
635 547 544
419 31 786
134 543 530
154 340 828
416 639 749
23 460 18
636 496 190
655 279 867
292 112 980
615 246 562
519 483 265
654 222 184
283 790 364
758 399 330
766 19 997
396 647 583
305 665 181
135 680 237
370 523 252
336 207 160
119 109 392
541 459 168
655 809 277
823 294 294
477 201 614
123 179 451
349 4 260
379 764 751
159 793 89
28 191 1
356 793 327
201 597 525
602 734 858
710 88 100
295 741 382
814 359 452
205 408 165
441 462 20
18 634 638
91 33 32
854 682 549
593 319 405
788 471 960
80 397 564
529 610 239
442 660 862
661 183 273
598 9 961
193 675 444
303 536 202
593 79 606
122 560 366
663 329 308
740 330 137
708 394 205
798 708 545
657 32 971
613 669 690
506 431 482
346 812 153
17 429 466
713 267 809
483 804 417
729 140 418
184 563 145
758 631 41
33 233 347
536 608 608
352 504 202
506 166 620
594 60 334
401 495 342
680 509 408
696 215 303
10 742 17
749 850 800
162 484 691
219 810 454
511 111 74
817 480 457
457 376 741
770 615 654
114 650 71
39 472 879
34 402 354
356 54 500
422 31 104
31 83 678
313 163 759
670 542 436
614 605 221
794 718 327
586 4 443
116 601 125
115 333 499
401 46 991
615 461 790
357 828 653
210 312 666
369 786 57
760 741 268
241 375 70
6 544 720
461 239 943
126 9 757
653 150 930
79 575 374
617 827 445
19 716 155
548 628 787
244 654 856
378 499 907
549 857 475
449 166 481
655 110 854
562 136 63
779 786 690
748 298 133
117 733 524
124 206 685
355 625 41
221 600 754
626 732 776
557 345 462
80 442 395
442 683 141
591 491 994
71 795 753
165 321 222
446 91 658
736 757 387
742 417 844
120 495 103
84 107 814
848 677 491
828 148 89
759 697 815
162 84 42
194 373 272
808 8 86
305 336 94
606 164 133
463 351 872
47 586 593
197 365 495
138 475 968
396 790 64
261 301 439
599 740 816
385 744 475
160 201 520
140 724 600
698 747 165
496 476 560
426 353 599
56 837 380
544 301 855
162 504 504
664 189 997
205 233 36
563 446 823
244 382 133
434 102 573
92 19 888
236 249 313
34 417 209
593 421 52
89 286 474
683 624 540
151 99 582
244 816 894
801 324 828
812 382 264
701 805 617
643 182 456
55 14 849
531 305 406
626 145 429
529 215 47
673 414 541
630 340 426
189 782 376
733 522 843
194 267 221
184 448 921
237 543 824
103 842 565
56 543 647
40 671 344
161 28 927
177 529 745
843 60 642
230 161 477
679 109 117
311 351 234
10 815 401
105 247 130
830 717 757
188 568 369
315 661 910
53 210 24
36 663 585
348 200 53
184 642 552
565 395 984
589 468 587
113 241 678
408 350 955
62 128 357
382 653 935
210 589 676
198 157 37
133 449 447
488 854 67
802 620 810
796 435 601
176 463 483
387 219 812
558 856 846
348 343 305
57 580 965
761 115 117
284 48 301
670 274 707
429 227 656
768 354 971
820 386 397
601 591 804
822 82 615
551 361 839
619 683 864
553 566 613
529 414 366
280 429 282
663 138 139
603 118 137
28 78 964
80 484 370
675 627 235
505 316 351
859 43 917
730 646 568
78 572 670
137 843 1
138 580 277
344 108 752
187 849 446
650 815 982
289 527 518
151 648 581
770 550 968
628 338 115
491 820 629
337 794 167
455 793 797
118 145 587
223 157 529
839 361 456
812 833 597
849 681 63
136 432 687
493 108 277
446 662 818
266 574 440
778 793 853
35 613 922
70 597 509
679 806 853
149 649 240
836 782 653
579 569 77
535 557 664
778 698 542
71 75 22
354 319 216
601 232 597
344 266 763
251 608 457
725 593 563
666 695 930
437 37 294
159 703 5
568 452 491
437 619 887
278 625 944
516 815 50
791 608 290
723 273 119
57 650 299
736 165 588
819 24 396
91 169 527
239 1 847
156 833 103
678 276 219
640 246 486
628 631 235
494 242 730
822 427 91
422 817 687
488 137 179
30 781 324
525 543 920
460 337 946
205 469 796
733 312 442
283 377 844
467 503 777
335 727 182
480 493 890
122 217 55
84 248 423
39 358 482
725 546 849
227 180 903
799 710 616
420 394 587
288 379 279
773 550 460
726 2 414
809 105 969
223 622 279
631 774 840
687 81 464
770 77 332
98 799 17
390 212 52
722 58 595
523 404 768
563 145 958
813 207 167
624 502 588
536 837 927
515 17 826
749 469 419
324 655 892
763 253 935
152 816 336
285 606 519
805 304 3
529 277 53
750 210 137
130 121 557
850 342 245
356 626 566
272 439 748
772 392 74
107 702 157
807 32 537
204 698 999
716 503 171
626 367 8
147 554 524
405 847 951
243 113 740
47 167 742
671 750 281
731 54 776
440 149 751
663 843 900
423 439 445
101 295 351
551 275 426
799 55 660
181 851 703
207 338 120
97 451 792
453 46 132
690 101 443
29 598 563
679 620 535
430 358 790
320 416 683
225 280 855
428 781 553
94 261 806
449 22 493
614 712 185
422 47 934
724 359 602
458 91 43
819 59 935
307 354 343
132 746 817
321 539 715
881 1763
817 242 38
588 850 721
741 319 550
216 2 903
94 416 716
487 761 375
234 21 576
527 365 409
540 850 405
641 685 339
625 245 489
841 209 345
472 601 789
196 715 661
785 175 895
342 791 870
248 679 718
98 719 728
200 685 718
690 645 159
300 314 15
708 490 251
231 355 822
372 511 431
836 140 774
551 812 862
601 226 616
413 393 254
51 118 920
819 331 408
872 565 523
457 338 912
850 16 138
693 259 535
787 836 396
755 57 833
643 395 125
732 787 507
656 860 913
584 93 6
503 695 251
232 231 602
758 571 526
782 802 73
685 362 687
588 344 913
227 626 907
147 103 357
652 568 126
762 24 676
657 675 788
536 562 953
362 259 651
158 692 119
413 786 921
698 700 394
131 291 537
501 500 288
50 291 50
702 214 934
154 726 563
842 188 104
861 604 308
467 385 705
178 188 411
114 24 749
590 58 684
295 578 934
200 567 662
184 825 991
642 495 122
471 371 684
732 710 86
136 64 134
750 339 748
509 360 132
467 264 381
681 62 352
284 787 65
553 34 294
717 746 495
352 630 591
300 127 757
179 238 168
206 320 774
60 867 623
295 561 276
505 641 385
314 405 174
875 822 307
398 418 573
519 39 297
513 524 750
49 717 382
724 787 123
709 706 937
548 567 233
164 254 476
442 45 49
153 184 353
27 863 489
552 847 724
182 827 456
119 561 280
555 98 556
857 308 205
316 12 893
837 200 592
750 199 801
768 166 702
49 861 605
656 558 353
124 399 485
293 468 21
222 433 937
807 700 194
164 383 325
633 108 778
752 626 50
377 810 961
281 260 638
395 648 804
709 135 8
838 846 450
720 214 864
476 618 958
489 651 584
293 441 337
593 496 50
260 502 78
111 586 296
62 409 6
593 811 469
717 489 829
323 729 514
506 76 49
683 609 9
853 380 389
117 392 835
157 52 382
785 742 71
323 825 181
278 313 46
433 481 959
647 196 594
633 220 769
793 279 772
104 365 182
303 579 388
256 685 11
535 585 72
374 734 923
76 535 437
815 475 893
694 818 912
279 666 200
4 332 726
550 1 811
72 833 632
299 622 484
498 46 241
234 227 270
393 461 139
435 228 68
512 487 402
285 768 29
200 535 160
75 812 800
155 334 150
20 859 90
609 553 765
370 382 578
371 173 690
848 434 479
134 456 152
477 796 754
860 713 732
194 672 48
277 390 10
707 85 463
442 500 82
158 217 453
195 97 353
346 199 476
606 564 719
282 63 492
231 809 689
738 106 83
408 100 996
138 268 213
806 476 191
111 197 991
763 707 972
862 504 262
133 842 503
828 421 502
637 146 659
135 780 246
457 133 748
669 778 116
261 717 39
252 124 428
560 756 806
601 615 774
790 1 456
572 507 380
676 643 3
389 475 291
186 661 39
556 858 631
216 565 145
381 85 263
128 529 624
59 601 46
78 807 119
479 810 423
700 12 641
741 470 698
605 341 432
335 488 27
648 589 224
684 876 517
284 853 416
532 342 355
531 768 52
875 163 76
586 504 291
633 848 173
227 593 233
820 612 259
591 287 664
119 202 927
411 636 705
89 135 335
263 399 43
97 64 177
528 836 21
344 679 416
748 469 551
501 364 40
414 565 769
790 735 426
330 554 630
874 559 124
7 832 729
325 793 683
332 734 902
33 635 529
113 757 536
112 773 592
218 329 173
497 3 122
489 351 798
603 436 210
386 345 714
83 126 950
147 816 711
805 529 778
869 690 761
870 560 906
97 878 653
533 66 203
238 635 837
361 576 747
203 43 253
806 307 121
13 768 279
410 847 884
526 173 673
651 169 146
494 261 517
360 678 591
590 10 374
378 95 874
98 868 475
5 565 897
342 116 913
34 105 652
823 500 350
125 200 626
365 574 354
699 303 616
265 355 148
444 209 441
303 234 776
410 74 406
719 608 592
460 721 956
31 446 532
135 421 802
842 797 137
766 422 34
499 725 478
235 613 393
750 130 831
230 410 684
354 302 533
625 183 127
617 872 157
784 457 924
297 807 610
394 140 29
544 754 130
277 258 883
653 152 744
498 842 86
321 772 65
872 357 946
60 649 419
116 428 882
8 151 93
829 34 417
255 177 376
682 359 34
613 366 209
715 814 368
59 799 813
731 569 658
199 107 257
73 437 624
761 337 846
99 849 887
93 830 666
807 15 929
862 156 454
198 713 688
709 343 170
655 638 356
622 748 512
536 299 241
530 621 443
844 233 748
32 623 589
275 870 886
844 421 580
87 530 248
118 64 898
857 525 961
414 406 62
674 544 830
18 509 104
331 418 264
389 864 784
774 28 625
589 308 665
458 684 457
302 664 318
647 18 464
182 558 569
746 328 632
73 466 905
835 209 602
568 70 771
196 491 878
474 551 103
629 798 934
68 631 42
572 307 314
115 432 633
425 103 723
654 617 964
701 508 856
585 298 217
246 186 324
473 871 307
109 264 219
60 430 796
594 822 876
45 505 642
605 650 680
370 222 183
305 349 481
110 600 319
697 249 381
744 61 443
626 392 319
853 541 833
566 216 936
145 359 92
536 550 993
384 452 541
110 694 363
700 364 86
365 549 828
20 453 426
162 496 736
240 443 50
336 32 596
256 332 280
84 179 408
193 183 788
198 246 717
187 736 209
544 391 809
55 182 79
210 47 481
21 446 551
412 646 370
521 750 669
739 157 365
319 223 605
14 389 522
699 879 735
247 265 237
211 189 273
222 552 479
567 3 262
184 764 866
326 736 999
125 796 209
507 675 498
832 163 530
98 415 562
314 116 86
724 390 611
557 725 812
94 341 946
262 702 526
481 515 869
823 26 847
828 856 301
638 562 590
875 822 593
136 345 758
75 391 350
451 677 716
693 325 485
292 698 611
691 668 353
30 717 170
218 330 448
370 542 93
756 143 986
842 550 872
279 820 976
261 538 371
239 146 877
88 259 821
781 48 335
833 551 108
625 258 557
263 750 530
627 245 829
475 388 944
327 190 401
318 160 183
222 230 103
461 188 5
683 679 396
577 318 700
204 434 150
299 403 117
431 739 495
535 251 864
788 283 719
430 789 862
78 182 214
204 89 23
118 439 712
680 793 657
49 726 875
335 472 482
