862 827
207 530 -700
130 711 -127
613 211 -381
214 634 -812
381 190 -971
90 40 -546
76 479 232
262 319 -795
842 298 -748
679 806 -239
854 204 -260
460 671 -238
637 688 -263
797 106 762
805 394 -151
5 366 -263
68 266 -322
453 504 -44
170 318 118
578 742 -593
25 605 610
417 729 99
819 238 939
524 265 135
588 176 -19
617 558 524
442 359 436
123 508 -173
305 385 -239
730 32 862
469 653 740
486 859 836
359 578 549
613 588 -77
384 173 -694
31 383 -913
156 93 746
220 135 -350
31 811 194
246 35 -514
794 654 803
632 861 903
179 545 397
516 452 -177
793 729 742
85 415 82
204 690 -687
501 6 -935
758 170 -958
755 390 -197
366 666 -944
809 607 -57
331 295 -20
338 485 -436
399 634 595
580 608 439
289 435 677
443 780 -275
599 591 -767
468 456 792
349 450 397
184 51 818
597 616 -599
97 759 -411
208 838 497
428 509 547
846 647 -843
286 805 -928
35 188 -201
127 254 -790
440 20 388
741 555 -75
531 87 589
797 596 -407
642 277 -656
827 69 653
306 318 -465
730 665 682
372 560 -392
425 204 -251
564 31 -446
678 797 111
176 689 -787
347 58 509
720 750 476
259 646 668
18 700 761
166 368 911
816 320 202
102 746 -197
372 109 -424
147 627 -92
291 195 -739
593 775 -328
187 166 -140
93 49 -907
667 520 361
267 764 728
829 66 589
612 167 441
198 724 -50
109 305 -164
607 351 132
132 364 -372
359 838 680
862 536 544
287 549 -369
693 537 -429
601 81 605
636 667 -27
244 204 -609
845 860 525
450 314 -872
51 47 -113
862 560 731
252 103 -784
829 844 893
664 124 -42
504 770 -70
66 418 -213
17 400 79
22 610 901
500 20 -891
399 312 492
817 99 -362
306 191 -614
732 815 -854
277 187 291
287 400 -938
660 709 810
139 541 320
608 405 -255
862 503 -226
737 403 -793
745 214 291
800 141 40
30 103 951
79 361 -11
393 726 -462
173 351 -366
438 468 -647
811 412 -863
169 227 -451
282 733 645
558 197 -166
709 180 -902
544 816 -136
145 490 516
572 256 978
365 853 -83
274 92 59
23 407 -25
482 341 332
377 57 844
756 807 -85
117 782 -282
408 209 53
272 519 -190
260 779 -154
778 133 349
718 281 60
46 514 -798
46 500 -799
539 414 29
295 717 515
188 522 -812
495 409 -31
578 340 -559
762 91 163
278 431 -183
21 519 -764
205 746 166
421 351 -914
171 339 -20
127 170 -12
484 544 -616
33 136 576
804 758 605
429 791 352
645 704 931
235 169 -916
687 30 -149
217 553 -915
697 766 846
539 730 667
117 338 35
501 29 -740
793 54 780
621 822 -754
487 250 507
209 9 573
682 714 -950
270 316 437
321 147 -802
425 811 -777
232 430 728
141 517 -768
38 251 -808
73 80 -147
222 820 -215
416 566 999
834 773 885
746 449 -928
265 91 988
361 515 915
139 445 703
709 656 -727
385 342 321
707 413 96
171 454 -36
480 485 -810
756 837 -930
585 507 287
524 160 -201
257 203 -531
828 19 94
828 790 279
104 862 849
128 557 477
777 17 -761
661 279 -14
390 69 -406
30 696 -167
601 617 887
638 687 -126
242 78 774
68 158 -121
624 341 496
267 172 -619
400 68 -492
465 228 856
535 501 -337
449 146 -667
371 729 -606
183 743 760
586 481 -66
364 571 633
659 95 111
538 456 -974
599 421 -343
619 748 -747
328 470 29
537 466 131
236 770 763
616 206 128
535 811 78
547 187 -53
425 237 -614
824 193 -909
848 531 -769
616 444 1000
364 830 513
472 79 -199
113 712 -978
773 544 735
798 161 -200
730 310 354
269 735 838
175 123 128
225 610 -99
742 47 -635
805 246 -902
598 831 -929
599 611 132
38 140 -215
512 171 -70
330 816 -349
444 263 862
798 25 -76
544 721 -215
632 820 560
275 595 -808
370 337 -415
702 564 -903
561 574 791
683 296 -326
540 621 591
584 861 -619
766 25 -294
832 454 665
63 508 843
591 233 561
358 520 -449
11 622 0
248 226 421
189 758 -72
368 53 428
192 589 -475
469 229 -846
164 51 -590
186 742 637
166 856 792
148 363 158
137 46 -318
690 335 915
367 430 721
175 414 -161
352 188 477
201 27 -250
396 41 713
737 34 348
519 395 -792
42 124 816
402 804 -578
40 145 -748
565 802 -287
686 846 -369
344 175 -839
587 11 -275
143 654 435
297 542 314
291 845 660
161 775 950
40 666 669
843 64 787
573 727 912
576 608 -199
57 636 256
731 508 459
525 543 274
24 666 349
14 591 120
704 849 586
22 538 -890
190 108 -771
766 451 -121
516 23 748
625 182 -168
444 649 -999
31 817 -447
710 418 589
196 192 259
276 389 84
808 492 664
464 764 313
384 152 -263
488 617 -452
709 431 108
776 670 -959
131 820 -380
65 648 647
68 222 -107
52 22 40
543 200 595
686 143 -185
284 376 877
735 323 -960
517 379 538
148 660 -414
556 816 687
71 514 -948
271 209 634
189 657 -355
463 280 -625
498 801 -225
857 485 614
565 500 505
632 803 -654
638 382 -641
494 766 211
256 670 -841
238 269 -690
721 700 483
593 316 533
803 413 362
477 383 23
839 128 -557
210 596 660
486 513 913
270 661 -815
442 789 140
662 682 -534
340 847 -439
430 750 817
776 556 -307
685 277 132
203 370 -146
259 479 824
718 844 319
637 827 597
669 48 -989
615 849 -324
566 550 718
82 167 -908
6 795 195
771 260 -722
17 339 265
673 38 752
185 725 -410
279 296 825
470 482 -763
750 405 166
47 500 -41
128 248 907
655 730 690
452 746 500
757 415 365
61 666 -347
457 72 690
720 147 892
630 773 822
46 172 922
227 591 172
683 761 163
613 756 -829
505 689 -937
174 453 891
543 84 -812
743 747 -728
196 412 448
719 379 195
811 634 -771
305 185 -73
11 227 -716
494 620 -618
421 6 -270
362 647 -185
767 343 829
345 546 -429
502 700 -268
769 62 940
124 418 601
547 826 -728
447 141 -48
230 350 -273
322 374 -344
417 799 -450
